fold,era,policy,decision_timestamp,pair,predicted_rank,target_weight,price_simple_contribution,carry_simple_contribution,gross_simple_contribution,gross_log_contribution
2009,2009-2018,supervised,2009-04-16T00:00:00+01:00,JPY/AUD,8,0.800000011920929,-0.0012509173203618304,-5.361466525401067e-05,-0.0013045319856158412,-0.001306566211621375
2009,2009-2018,supervised,2009-04-16T00:00:00+01:00,JPY/CHF,5,0.0,0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-16T00:00:00+01:00,JPY/CAD,6,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-16T00:00:00+01:00,JPY/NZD,1,-0.800000011920929,-0.009854785063682363,5.9685189147633003e-05,-0.00979509987453473,-0.009810373893961838
2009,2009-2018,supervised,2009-04-16T00:00:00+01:00,JPY/NOK,7,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-16T00:00:00+01:00,JPY/SEK,3,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/USD,9,0.800000011920929,0.00827197956078932,3.255232404049659e-05,0.008304531884829816,0.008427627650037729
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/EUR,5,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/GBP,4,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/AUD,2,-0.800000011920929,-0.0352612178746544,0.00016819643942459007,-0.03509302143522981,-0.03561319552654957
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/CHF,7,0.0,0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/CAD,8,0.800000011920929,0.02652194862527773,-1.188832956950028e-06,0.02652075979232078,0.026913869634730383
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/NZD,1,-0.800000011920929,-0.028985066127756295,0.00018328519396857234,-0.028801780933787723,-0.029228701717832366
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/NOK,3,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-17T00:00:00+01:00,JPY/SEK,6,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/USD,6,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/EUR,8,0.800000011920929,-0.0051418698559296235,-6.3153112657219135e-06,-0.005148185167195346,-0.005116578810836723
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/GBP,2,-0.800000011920929,0.011241256910956558,2.982977562303194e-05,0.01127108668657959,0.011201889878229546
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/AUD,4,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/CHF,9,0.800000011920929,-0.004928586300199061,1.3069603132295785e-05,-0.004915516697066765,-0.00488533876690912
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/CAD,3,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/NZD,7,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/NOK,1,-0.800000011920929,0.011112621089816914,5.98689882904707e-05,0.011172490078107385,0.011103898585891458
2009,2009-2018,supervised,2009-04-20T00:00:00+01:00,JPY/SEK,5,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/USD,1,-0.800000011920929,-0.004157767517412802,-1.079554279245993e-05,-0.004168563060205263,-0.004197718838078598
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/EUR,6,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/GBP,2,-0.800000011920929,-0.013901794107866827,3.07806513700282e-05,-0.013871013456496798,-0.013968030145791108
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/AUD,7,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/CHF,5,0.0,0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/CAD,3,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/NZD,8,0.800000011920929,0.010777079004494343,-5.9753160947654484e-05,0.010717325843546689,0.010792285000257928
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/NOK,4,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-21T00:00:00+01:00,JPY/SEK,9,0.800000011920929,-0.006533718617170875,-3.0434323578774286e-06,-0.006536762049528752,-0.00658248149279358
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/USD,6,0.0,0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/EUR,9,0.800000011920929,-0.006689648157115676,-6.303013849082352e-06,-0.006695951170964758,-0.006687263605986232
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/GBP,7,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/AUD,4,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/CHF,5,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/CAD,3,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/NZD,2,-0.800000011920929,0.005316309502462754,5.856710026042943e-05,0.005374876602723183,0.0053679030468316465
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/NOK,8,0.800000011920929,-0.011137410669164842,-5.986710699910649e-05,-0.011197277776163948,-0.011182750030100797
2009,2009-2018,supervised,2009-04-22T00:00:00+01:00,JPY/SEK,1,-0.800000011920929,0.015114708600451568,3.010518971640187e-06,0.015117719119423207,0.015098104853455049
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/USD,7,0.0,0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/EUR,8,0.800000011920929,-0.0017618599892450116,-6.342166138635297e-06,-0.0017682021553836469,-0.0017589285566181041
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/GBP,6,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/AUD,5,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/CHF,4,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/CAD,9,0.800000011920929,-0.003991598413248816,-3.816478694899852e-07,-0.003991980061118306,-0.003971043528915728
