policy,candidate,fold,era,first_timestamp,bucket_index,observation_count,minimum_candidate_value,maximum_candidate_value,mean_next_net_return,mean_next_gross_return,mean_next_cost_ratio,mean_forward_max_drawdown
agent,mean_cross_pair_correlation,2012,2009-2018,2012-03-29T00:00:00+01:00,2,59,0.8308281238869359,0.8767737917730879,0.0037778989242079532,0.003902078573725469,0.00012489069411713324,0.020948294190103325
agent,mean_cross_pair_correlation,2013,2009-2018,2013-04-01T00:00:00+01:00,0,59,0.4804653028330263,0.6527702971811363,0.0012929558612308977,0.0014301502870010074,0.00013741566122296288,0.03587432076479874
agent,mean_cross_pair_correlation,2013,2009-2018,2013-04-01T00:00:00+01:00,1,59,0.655286460865311,0.7510402961658429,0.0003097335817253353,0.0004301655524246515,0.00012059403591190842,0.04059193266646572
agent,mean_cross_pair_correlation,2013,2009-2018,2013-04-01T00:00:00+01:00,2,59,0.752939960506831,0.9250570622653687,0.0048182052398916975,0.004926218639430151,0.00010905252278000167,0.015404362104320921
agent,mean_cross_pair_correlation,2014,2009-2018,2014-03-31T00:00:00+01:00,0,60,0.22937605356121082,0.4267694114347658,0.0006777205594498425,0.0007951446621571231,0.0001174725605619877,0.02583034656850643
agent,mean_cross_pair_correlation,2014,2009-2018,2014-03-31T00:00:00+01:00,1,60,0.4272162150782874,0.595007859874817,-0.0001595161130761139,-3.904401996925484e-05,0.000120426116029113,0.0267757846591378
agent,mean_cross_pair_correlation,2014,2009-2018,2014-03-31T00:00:00+01:00,2,59,0.5962046021281875,0.7583808513437451,-6.577871884366471e-05,6.133584228749002e-05,0.00012700136149360983,0.03385426906538562
agent,mean_cross_pair_correlation,2015,2009-2018,2015-03-31T00:00:00+01:00,0,60,0.12604559911931432,0.31348120591048845,0.0009493855289374399,0.0010688114335374356,0.00011950817894282186,0.054410583995041256
agent,mean_cross_pair_correlation,2015,2009-2018,2015-03-31T00:00:00+01:00,1,60,0.3138426203100804,0.5138625970415155,-0.007258768730205271,-0.007131374020533826,0.00012564001286305654,0.07423915972871308
agent,mean_cross_pair_correlation,2015,2009-2018,2015-03-31T00:00:00+01:00,2,59,0.5195250969346046,0.6407503221230502,0.0023205230767714908,0.002433685193721479,0.00011353863987101625,0.07195642916491865
agent,mean_cross_pair_correlation,2016,2009-2018,2016-03-30T00:00:00+01:00,0,60,0.5404477067282272,0.665911468700158,0.0013383896083527494,0.0014107294758589017,7.245490631836932e-05,0.01198397496047083
agent,mean_cross_pair_correlation,2016,2009-2018,2016-03-30T00:00:00+01:00,1,59,0.6688171602454154,0.8265493251906056,-0.0011703837514325844,-0.0011045564416681721,6.575114870645155e-05,0.038936021908310116
agent,mean_cross_pair_correlation,2016,2009-2018,2016-03-30T00:00:00+01:00,2,59,0.827016878031066,0.906185091673475,-0.00018855265563807674,-0.00011686893829038635,7.156540564462437e-05,0.03843291550299125
agent,mean_cross_pair_correlation,2017,2009-2018,2017-03-30T00:00:00+01:00,0,59,0.43109543333600553,0.5543192309421021,0.0002613502073393643,0.000352371784806778,9.105145502984406e-05,0.018214541209942797
agent,mean_cross_pair_correlation,2017,2009-2018,2017-03-30T00:00:00+01:00,1,59,0.5553735170081815,0.6507920454388839,-0.0006920307928169522,-0.0006111934049123097,8.075718911165782e-05,0.019009501119828773
agent,mean_cross_pair_correlation,2017,2009-2018,2017-03-30T00:00:00+01:00,2,58,0.6509153711532918,0.7192871502303777,-0.0005500967686907731,-0.0004658692050462906,8.416708433178409e-05,0.023692391092863894
agent,mean_cross_pair_correlation,2018,2009-2018,2018-03-29T00:00:00+01:00,0,60,0.43588964654443974,0.6524798041628852,7.84687314038982e-05,0.0001848421330322641,0.00010635834798557762,0.026634402076042174
agent,mean_cross_pair_correlation,2018,2009-2018,2018-03-29T00:00:00+01:00,1,60,0.6526541362168684,0.7027308527655916,0.0036536451115214293,0.003767773502852234,0.0001147085457289773,0.020855962634318638
agent,mean_cross_pair_correlation,2018,2009-2018,2018-03-29T00:00:00+01:00,2,59,0.703018190459985,0.7700141077584342,0.001182133534897272,0.001309100007030712,0.00012728529960745225,0.016500506388374223
agent,mean_cross_pair_correlation,2019,2019-2025,2019-03-29T00:00:00+00:00,0,60,0.49632192969685485,0.6182891817675763,-0.0003235490415977539,-0.00025207281480229144,7.146259284524103e-05,0.037125200410279766
agent,mean_cross_pair_correlation,2019,2019-2025,2019-03-29T00:00:00+00:00,1,59,0.6191129497502894,0.6653673584234648,-0.00020781160089175564,-0.0001379227570022032,6.982657530773657e-05,0.017042993655165737
agent,mean_cross_pair_correlation,2019,2019-2025,2019-03-29T00:00:00+00:00,2,59,0.665826526090974,0.7905015469981029,-0.0012687161630992583,-0.0012070985584776818,6.156506437661569e-05,0.015169244117041835
agent,mean_cross_pair_correlation,2020,2019-2025,2020-03-30T00:00:00+01:00,0,60,0.4374139545588274,0.5611221975000272,-0.001006268576962514,-0.0009105951334742143,9.566125842507467e-05,0.043126765425696906
agent,mean_cross_pair_correlation,2020,2019-2025,2020-03-30T00:00:00+01:00,1,60,0.5618445023213776,0.6501005760287026,-0.001497884177971711,-0.0014217873396153687,7.597823739332849e-05,0.02897550801604005
