policy,candidate,fold,era,first_timestamp,high_minus_low_next_net_return,high_minus_low_next_gross_return,high_minus_low_next_cost_ratio,high_minus_low_next_drawdown_change,rank_association_next_net_return,rank_association_next_gross_return,rank_association_next_cost_ratio,rank_association_next_drawdown_change
agent,realized_market_volatility,2019,2019-2025,2019-03-29T00:00:00+00:00,0.0003110757775842801,0.00030483166737135185,-6.230251269690221e-06,-0.029604179508927374,0.029845871337090355,0.02895218681411043,-0.14759944634115982,-0.2799673193709506
agent,realized_market_volatility,2020,2019-2025,2020-03-30T00:00:00+01:00,0.002503754171113045,0.0024888727885373826,-1.4621437127693344e-05,-0.020540790424921282,0.045661903145158805,0.04366801444489027,-0.2210438593783759,-0.3508995394185286
agent,realized_market_volatility,2021,2019-2025,2021-03-31T00:00:00+01:00,0.0016252987887244827,0.001626704594178496,1.5857777046995278e-06,-0.02213254026424244,-0.026437103228009774,-0.025224245661108445,0.020740928304159145,0.0042491395663704435
agent,realized_market_volatility,2022,2019-2025,2022-03-31T00:00:00+01:00,-0.0037920498570756522,-0.0037702564999817605,2.131341527832287e-05,0.04519845561021213,-0.14777271861636745,-0.14717326569830858,0.23544433094994893,0.3734428544119376
agent,realized_market_volatility,2023,2019-2025,2023-03-30T00:00:00+01:00,-0.00040390342733857593,-0.00039946789253797417,4.450768034141981e-06,0.019887402192255006,-0.028326607648024475,-0.026960547020040877,0.11249892279097676,0.38393291263585466
agent,realized_market_volatility,2024,2019-2025,2024-03-28T00:00:00+00:00,0.000512367256945891,0.0005132987479419168,9.364366157020815e-07,-0.0050234653395310296,-0.03344213587763899,-0.0311572824472203,0.033343795116439645,-0.01391503325371231
agent,realized_market_volatility,2025,2019-2025,2025-04-01T00:00:00+01:00,0.000825026731483971,0.0008204930922162427,-4.638456032112834e-06,-0.0053135302007734,0.1350961018252228,0.13421680571770267,-0.13136706626042882,-0.29359348351613085
agent,mean_cross_pair_correlation,2009,2009-2018,2009-04-03T00:00:00+01:00,-0.003753674632142112,-0.0037199505740231845,3.3216025790902185e-05,-0.016215055473584705,-0.030937706361435176,-0.03071978868589038,0.2859322033898305,-0.10542381333021125
agent,mean_cross_pair_correlation,2010,2009-2018,2010-03-31T00:00:00+01:00,0.0011929284983976758,0.0011953073122632362,2.472229889820626e-06,0.0441938433809123,-0.04748337374418707,-0.04748124592389425,-0.01368507621320334,0.16884607495669432
agent,mean_cross_pair_correlation,2011,2009-2018,2011-03-31T00:00:00+01:00,0.0030351748540194783,0.00305438203404362,1.953888064393572e-05,-0.013208861275570551,0.1413845476557341,0.14239489324235086,0.18773057451023553,-0.22966600553055538
agent,mean_cross_pair_correlation,2012,2009-2018,2012-03-29T00:00:00+01:00,0.002260500240747934,0.002285756162786244,2.588647952043309e-05,0.014597067560934813,0.08733106436762778,0.08770768855945503,0.22745441411000195,0.028379900003627712
agent,mean_cross_pair_correlation,2013,2009-2018,2013-04-01T00:00:00+01:00,0.0035252493786608,0.0034960683524291433,-2.836313844296121e-05,-0.020469958660477818,0.019900971243572655,0.0187669881061616,-0.2036084035941206,-0.3574257661621869
agent,mean_cross_pair_correlation,2014,2009-2018,2014-03-31T00:00:00+01:00,-0.0007434992782935072,-0.0007338088198696331,9.528800931622126e-06,0.00802392249687919,0.01537045173979453,0.015740798861758,0.10262381520306321,0.03155873441582339
agent,mean_cross_pair_correlation,2015,2009-2018,2015-03-31T00:00:00+01:00,0.0013711375478340508,0.0013648737601840435,-5.96953907180561e-06,0.017545845169877394,0.00511581193898688,0.0057665348481995265,-0.017730630008578663,0.1931880145743299
agent,mean_cross_pair_correlation,2016,2009-2018,2016-03-30T00:00:00+01:00,-0.001526942263990826,-0.001527598414149288,-8.895006737449468e-07,0.02644894054252042,-0.08443510094911424,-0.08392655189913281,0.0029417115548089276,0.34386506067052475
agent,mean_cross_pair_correlation,2017,2009-2018,2017-03-30T00:00:00+01:00,-0.0008114469760301373,-0.0008182409898530686,-6.884370698059973e-06,0.005477849882921097,-0.0751353731014748,-0.0767378384327537,-0.08379925159586178,0.2258124997195914
agent,mean_cross_pair_correlation,2018,2009-2018,2018-03-29T00:00:00+01:00,0.001103664803493374,0.0011242578739984479,2.0926951621874626e-05,-0.01013389568766795,-0.025168957797166946,-0.025168957797166946,0.020222626744502332,-0.09711815504285892
agent,mean_cross_pair_correlation,2019,2019-2025,2019-03-29T00:00:00+00:00,-0.0009451671215015044,-0.0009550257436753903,-9.897528468625337e-06,-0.021955956293237933,-0.03192900740375071,-0.03316101535328733,-0.16447093344284514,-0.08885126649064813
agent,mean_cross_pair_correlation,2020,2019-2025,2020-03-30T00:00:00+01:00,0.001058003935689755,0.0010459477737611328,-1.2070899037629998e-05,-0.017406680344539748,0.030463903206889104,0.030348673312962333,-0.08020000617303004,-0.30264768897944805
agent,mean_cross_pair_correlation,2021,2019-2025,2021-03-31T00:00:00+01:00,-0.00017154301652804013,-0.00016594381419838687,5.534644664555765e-06,-0.013017043060617703,-0.06987655450571266,-0.06836580209781803,0.03352061698277211,0.08057493484066008
agent,mean_cross_pair_correlation,2022,2019-2025,2022-03-31T00:00:00+01:00,-0.0032921795089069766,-0.0032729373283497095,1.88871625190159e-05,0.03899674294719632,-0.14630113744568135,-0.1455610186804245,0.23604811204792164,0.27796316535966364
agent,mean_cross_pair_correlation,2023,2019-2025,2023-03-30T00:00:00+01:00,-0.0001706895111599817,-0.00016619217236353868,4.5002564789395415e-06,0.016485464215026367,-0.021875056520226532,-0.020402604877602457,0.05083043506477618,0.37292304593211706
agent,mean_cross_pair_correlation,2024,2019-2025,2024-03-28T00:00:00+00:00,4.6272266233849765e-05,5.1448463758915547e-05,5.093305156796791e-06,-0.0024796879232691776,-0.12201786872554557,-0.11931454397087439,0.08216893687360075,0.015541711359492909
agent,mean_cross_pair_correlation,2025,2019-2025,2025-04-01T00:00:00+01:00,0.001124132503346613,0.0011338418858669276,9.723226055143518e-06,-0.004870455479539159,0.12867678464648763,0.13021896978843361,0.15929952447393148,-0.23495419252233246
agent,cross_sectional_return_dispersion,2009,2009-2018,2009-04-03T00:00:00+01:00,-5.193832684202205e-05,-3.768876950614405e-05,1.4053864350773771e-05,0.06967507046499073,-0.02229804094210874,-0.021732335461149024,0.13584415584415588,0.3489191056120588
agent,cross_sectional_return_dispersion,2010,2009-2018,2010-03-31T00:00:00+01:00,-0.001060044143074779,-0.0010451928811586223,1.4671529039577265e-05,-0.022078755169552766,-0.03988492747856487,-0.03819331034578144,0.1008980465545802,-0.09846435419598158
agent,cross_sectional_return_dispersion,2011,2009-2018,2011-03-31T00:00:00+01:00,-0.0027930618464094325,-0.002811350755559982,-1.8516828047541366e-05,0.010909236055996727,-0.13104336341624478,-0.13161787365177197,-0.19887299141536433,0.16105221411553236
agent,cross_sectional_return_dispersion,2012,2009-2018,2012-03-29T00:00:00+01:00,-0.0061861245954456905,-0.006173649907908139,1.1374309779508973e-05,0.023412394021942843,-0.19321991341899228,-0.1928709508909716,0.08661186110865822,0.33615328312041604
agent,cross_sectional_return_dispersion,2013,2009-2018,2013-04-01T00:00:00+01:00,-0.005885591293570141,-0.005886350671659978,-2.1257420488394324e-06,0.028968575907872236,-0.04821808832949569,-0.04758400997212652,-0.00029431623413722066,0.3276670184271247
agent,cross_sectional_return_dispersion,2014,2009-2018,2014-03-31T00:00:00+01:00,-0.0013588891519735944,-0.0013352150853204211,2.352927433994083e-05,0.03951787162241559,-0.05323792187140377,-0.05185487414474923,0.21094093277258175,0.46538746248281393
agent,cross_sectional_return_dispersion,2015,2009-2018,2015-03-31T00:00:00+01:00,0.0026576115776463516,0.0026783232077659492,2.1364788771503524e-05,-0.049844367281722465,0.04047245412508108,0.041514447722469816,0.13747619944343314,-0.17372007965132719
agent,cross_sectional_return_dispersion,2016,2009-2018,2016-03-30T00:00:00+01:00,-0.0009917854771180172,-0.0009895534809469303,2.1282356978795256e-06,0.018338889694068154,-0.04629179438021383,-0.0460364559450767,0.03402703821246073,0.23102995799324852
agent,cross_sectional_return_dispersion,2017,2009-2018,2017-03-30T00:00:00+01:00,0.002569930840969109,0.0025698213878915096,9.656237650425899e-08,-0.026635404283686482,0.1592956196346027,0.15932423508694696,0.010365397314549859,-0.6938722365963153
agent,cross_sectional_return_dispersion,2018,2009-2018,2018-03-29T00:00:00+01:00,0.0006039969856105913,0.0005833225143059881,-2.066130514444042e-05,-0.006952170912797987,-0.08338041135731175,-0.08387211516330842,-0.23471219634674534,-0.12326186597015361
agent,cross_sectional_return_dispersion,2019,2019-2025,2019-03-29T00:00:00+00:00,-0.0004754868981489968,-0.0004778732576069155,-2.425372331142322e-06,-0.026992535068616083,0.04383416194201903,0.04357031222571067,-0.10062142991651497,-0.30992957256331977
agent,cross_sectional_return_dispersion,2020,2019-2025,2020-03-30T00:00:00+01:00,0.0023644469808188455,0.00234959405567134,-1.464470568536815e-05,-0.014018032310700548,0.04528123295986501,0.042859347510725634,-0.21867135816949085,-0.27724288086307264
agent,cross_sectional_return_dispersion,2021,2019-2025,2021-03-31T00:00:00+01:00,0.0021021918112318263,0.0020934436829211974,-8.494338865681585e-06,-0.036718003844033884,0.06796364406247705,0.06681674892465282,-0.08620970307331725,-0.42119103290065313
agent,cross_sectional_return_dispersion,2022,2019-2025,2022-03-31T00:00:00+01:00,-0.0007592548546358478,-0.0007599254283679692,-8.041357266731064e-07,0.022125228301624476,-0.004598691158394072,-0.004771818354945379,-0.02768303872855387,0.26057975878232964
