timestamp,equity_jpy
2024-03-28T00:00:00+00:00,1000000.0
2024-03-29T00:00:00+00:00,1002670.1779989811
2024-04-01T00:00:00+01:00,1001861.9318923742
2024-04-02T00:00:00+01:00,995590.8056328291
2024-04-03T00:00:00+01:00,997281.7194870529
2024-04-04T00:00:00+01:00,1002740.2770444796
2024-04-05T00:00:00+01:00,1003460.3044135106
2024-04-08T00:00:00+01:00,1002378.6955516676
2024-04-09T00:00:00+01:00,1004804.5712265372
2024-04-10T00:00:00+01:00,1005229.3887580389
2024-04-11T00:00:00+01:00,1009554.9136855507
2024-04-12T00:00:00+01:00,1008548.7726748026
2024-04-15T00:00:00+01:00,1009921.068030279
2024-04-16T00:00:00+01:00,1010986.1314443946
2024-04-17T00:00:00+01:00,1011778.105195961
2024-04-18T00:00:00+01:00,1010542.9003585222
2024-04-19T00:00:00+01:00,1011705.7951376352
2024-04-22T00:00:00+01:00,1011782.181503613
2024-04-23T00:00:00+01:00,1011336.9054904667
2024-04-24T00:00:00+01:00,1007565.7460084996
2024-04-25T00:00:00+01:00,1010539.8311801496
2024-04-26T00:00:00+01:00,1009147.9919373146
2024-04-29T00:00:00+01:00,1012284.1129980301
2024-04-30T00:00:00+01:00,1008561.4694683679
2024-05-01T00:00:00+01:00,1010836.982041231
2024-05-02T00:00:00+01:00,1010417.9876564703
2024-05-03T00:00:00+01:00,1011471.8574353647
2024-05-06T00:00:00+01:00,1019718.2643917908
2024-05-07T00:00:00+01:00,1023786.7664554754
2024-05-08T00:00:00+01:00,1016328.1206771389
2024-05-09T00:00:00+01:00,1015008.2104274323
2024-05-10T00:00:00+01:00,1021335.6737675808
2024-05-13T00:00:00+01:00,1019559.9202503329
2024-05-14T00:00:00+01:00,1022303.0658959437
2024-05-15T00:00:00+01:00,1025725.2612191185
2024-05-16T00:00:00+01:00,1044266.5757331228
2024-05-17T00:00:00+01:00,1037180.9119430555
2024-05-20T00:00:00+01:00,1039686.5873644056
2024-05-21T00:00:00+01:00,1038699.7386326243
2024-05-22T00:00:00+01:00,1038990.5333910014
2024-05-23T00:00:00+01:00,1031954.4006090432
2024-05-24T00:00:00+01:00,1031438.7713910862
2024-05-27T00:00:00+01:00,1035925.8656578325
2024-05-28T00:00:00+01:00,1042953.5664093986
2024-05-29T00:00:00+01:00,1042264.3394556906
2024-05-30T00:00:00+01:00,1041974.9370261625
2024-05-31T00:00:00+01:00,1038567.16861218
2024-06-03T00:00:00+01:00,1038394.3764744771
2024-06-04T00:00:00+01:00,1032515.724158251
2024-06-05T00:00:00+01:00,1030818.789251813
2024-06-06T00:00:00+01:00,1031166.9544558447
2024-06-07T00:00:00+01:00,1028556.3767763781
2024-06-10T00:00:00+01:00,1053752.062279607
2024-06-11T00:00:00+01:00,1054194.8455057181
2024-06-12T00:00:00+01:00,1053397.561154017
2024-06-13T00:00:00+01:00,1060805.561009401
2024-06-14T00:00:00+01:00,1057984.7532316525
2024-06-17T00:00:00+01:00,1057583.867389792
2024-06-18T00:00:00+01:00,1057466.2708976446
2024-06-19T00:00:00+01:00,1060284.194003386
2024-06-20T00:00:00+01:00,1059964.265948657
2024-06-21T00:00:00+01:00,1062001.745198141
2024-06-24T00:00:00+01:00,1060298.1189020216
2024-06-25T00:00:00+01:00,1061684.6199339293
2024-06-26T00:00:00+01:00,1057824.4141332405
2024-06-27T00:00:00+01:00,1051703.8392218717
2024-06-28T00:00:00+01:00,1050928.0933674735
2024-07-01T00:00:00+01:00,1054363.9063310807
2024-07-02T00:00:00+01:00,1050443.0336975087
2024-07-03T00:00:00+01:00,1053423.3851424519
2024-07-04T00:00:00+01:00,1062028.2774429629
2024-07-05T00:00:00+01:00,1061171.6923193939
2024-07-08T00:00:00+01:00,1067468.1791635316
2024-07-09T00:00:00+01:00,1060196.1792755635
2024-07-10T00:00:00+01:00,1060227.9262403578
2024-07-11T00:00:00+01:00,1057346.0675875708
2024-07-12T00:00:00+01:00,1057106.7787767122
2024-07-15T00:00:00+01:00,1057271.161237912
2024-07-16T00:00:00+01:00,1056726.287324881
2024-07-17T00:00:00+01:00,1057491.8353370733
2024-07-18T00:00:00+01:00,1049752.7390973
2024-07-19T00:00:00+01:00,1060190.2831778366
2024-07-22T00:00:00+01:00,1063691.791041741
2024-07-23T00:00:00+01:00,1062518.778172237
2024-07-24T00:00:00+01:00,1061047.142858705
2024-07-25T00:00:00+01:00,1056360.5207824719
2024-07-26T00:00:00+01:00,1056062.1808965725
2024-07-29T00:00:00+01:00,1057518.2595307736
2024-07-30T00:00:00+01:00,1056713.9511454059
2024-07-31T00:00:00+01:00,1053498.5734546857
2024-08-01T00:00:00+01:00,1046745.7962456233
2024-08-02T00:00:00+01:00,1048083.9000798677
2024-08-05T00:00:00+01:00,1045011.6745162407
2024-08-06T00:00:00+01:00,1045632.702885832
2024-08-07T00:00:00+01:00,1041196.3009657321
2024-08-08T00:00:00+01:00,1044301.3952385767
2024-08-09T00:00:00+01:00,1045964.739632813
2024-08-12T00:00:00+01:00,1044615.3456035224
2024-08-13T00:00:00+01:00,1042143.0328009315
2024-08-14T00:00:00+01:00,1036091.1768174516
2024-08-15T00:00:00+01:00,1040413.4670950976
2024-08-16T00:00:00+01:00,1047460.8407202591
2024-08-19T00:00:00+01:00,1043263.9448719879
2024-08-20T00:00:00+01:00,1033876.7696766673
2024-08-21T00:00:00+01:00,1025520.5604176003
2024-08-22T00:00:00+01:00,1025859.4906606612
2024-08-23T00:00:00+01:00,1028074.5852264394
2024-08-26T00:00:00+01:00,1024007.1247702399
2024-08-27T00:00:00+01:00,1025138.5843767278
2024-08-28T00:00:00+01:00,1020338.3843578565
2024-08-29T00:00:00+01:00,1022308.342743649
2024-08-30T00:00:00+01:00,1024384.2673924466
2024-09-02T00:00:00+01:00,1025445.6561884469
2024-09-03T00:00:00+01:00,1025462.4590703275
2024-09-04T00:00:00+01:00,1017981.2675126777
2024-09-05T00:00:00+01:00,1017693.6279124368
2024-09-06T00:00:00+01:00,1021339.7390629668
2024-09-09T00:00:00+01:00,1007183.6224427167
2024-09-10T00:00:00+01:00,993431.1915596919
2024-09-11T00:00:00+01:00,993742.3382897434
2024-09-12T00:00:00+01:00,989471.2373261156
2024-09-13T00:00:00+01:00,1003513.3075395917
2024-09-16T00:00:00+01:00,1005836.6829762424
2024-09-17T00:00:00+01:00,1008390.8295724668
2024-09-18T00:00:00+01:00,1012856.1748537532
2024-09-19T00:00:00+01:00,1012888.9978541866
2024-09-20T00:00:00+01:00,1020708.5365375457
2024-09-23T00:00:00+01:00,1021266.9051680432
2024-09-24T00:00:00+01:00,1022780.2538490178
2024-09-25T00:00:00+01:00,1037404.4791740957
2024-09-26T00:00:00+01:00,1029413.6307025667
2024-09-27T00:00:00+01:00,1039218.1218022503
2024-09-30T00:00:00+01:00,1042195.8248686065
2024-10-01T00:00:00+01:00,1039934.7697801561
2024-10-02T00:00:00+01:00,1025651.9813027589
2024-10-03T00:00:00+01:00,1028705.9514001509
2024-10-04T00:00:00+01:00,1018534.9981670782
2024-10-07T00:00:00+01:00,1009813.7998033391
2024-10-08T00:00:00+01:00,1004236.5583017154
2024-10-09T00:00:00+01:00,1002148.7020685951
2024-10-10T00:00:00+01:00,996087.8488826635
2024-10-11T00:00:00+01:00,996063.8549418116
2024-10-14T00:00:00+01:00,997000.8815739573
2024-10-15T00:00:00+01:00,999939.6397891181
2024-10-16T00:00:00+01:00,996429.707287554
2024-10-17T00:00:00+01:00,995540.7652389986
2024-10-18T00:00:00+01:00,993045.3287123052
2024-10-21T00:00:00+01:00,993366.6548212719
