scope,feature,fold_count,mean_standardized_coefficient,sign,mean_absolute_magnitude,positive_fold_fraction,negative_fold_fraction
aggregate,sma20_ratio_lag_29,17,-0.00616850591602751,negative,0.006883904738417313,0.058823529411764705,0.9411764705882353
aggregate,mom24_lag_29,17,-0.00015954479234316028,negative,0.00015954479234316028,0.0,1.0
aggregate,xz_mom24_lag_29,17,0.00011117034201594434,positive,0.00012552618639053228,0.8823529411764706,0.11764705882352941
aggregate,xr_mom24_lag_29,17,0.00012354954018714342,positive,0.00012786480986381218,0.9411764705882353,0.058823529411764705
aggregate,carry_annual_lag_29,17,0.0033708115681906777,positive,0.0034363621931676244,0.9411764705882353,0.058823529411764705
aggregate,xz_carry_lag_29,17,0.002308097861380281,positive,0.002334528937502339,0.9411764705882353,0.058823529411764705
aggregate,log_return_lag_28,17,-0.0020772356312841137,negative,0.002241021636893336,0.058823529411764705,0.9411764705882353
aggregate,volatility_lag_28,17,0.0003293066037136045,positive,0.0003403039825761163,0.9411764705882353,0.058823529411764705
aggregate,sma20_ratio_lag_28,17,0.008523106388651258,positive,0.008523106388651258,1.0,0.0
aggregate,mom24_lag_28,17,-1.5084805042287824e-05,negative,5.875793578056734e-05,0.17647058823529413,0.8235294117647058
aggregate,xz_mom24_lag_28,17,-0.00011731320932300849,negative,0.00016040232080472217,0.47058823529411764,0.5294117647058824
aggregate,xr_mom24_lag_28,17,-0.00015957842316191136,negative,0.00018698066812286547,0.058823529411764705,0.9411764705882353
aggregate,carry_annual_lag_28,17,-0.0027456870721839577,negative,0.0027456870721839577,0.0,1.0
aggregate,xz_carry_lag_28,17,-0.00222302084391592,negative,0.0023333489695652227,0.29411764705882354,0.7058823529411765
aggregate,log_return_lag_27,17,0.0013685847446816587,positive,0.0013685847446816587,1.0,0.0
aggregate,volatility_lag_27,17,-0.00012544947658795025,negative,0.0001646734445424592,0.23529411764705882,0.7647058823529411
aggregate,sma20_ratio_lag_27,17,-0.0022204470673402614,negative,0.0022204470673402614,0.0,1.0
aggregate,mom24_lag_27,17,1.0122977225005732e-05,positive,4.61903206231395e-05,0.47058823529411764,0.5294117647058824
aggregate,xz_mom24_lag_27,17,5.865032869199831e-05,positive,6.908851068113028e-05,0.8823529411764706,0.11764705882352941
aggregate,xr_mom24_lag_27,17,6.844183244185253e-06,positive,3.794276493356821e-05,0.5294117647058824,0.47058823529411764
aggregate,carry_annual_lag_27,17,0.0010807587038874833,positive,0.001732878783763867,0.8823529411764706,0.11764705882352941
aggregate,xz_carry_lag_27,17,0.003531456601057243,positive,0.003531456601057243,1.0,0.0
aggregate,log_return_lag_26,17,0.00028166442756322315,positive,0.00029391824366496863,0.9411764705882353,0.058823529411764705
aggregate,volatility_lag_26,17,0.00031749150599584303,positive,0.00031749150599584303,1.0,0.0
aggregate,sma20_ratio_lag_26,17,-0.0034614663899389404,negative,0.0035251312274400554,0.058823529411764705,0.9411764705882353
aggregate,mom24_lag_26,17,1.5009477033821919e-06,positive,9.932539833745683e-05,0.29411764705882354,0.7058823529411765
aggregate,xz_mom24_lag_26,17,-6.201587262536987e-05,negative,0.00018595279453794837,0.7058823529411765,0.29411764705882354
aggregate,xr_mom24_lag_26,17,-5.44600100214501e-06,negative,5.160267617115219e-05,0.35294117647058826,0.6470588235294118
aggregate,carry_annual_lag_26,17,4.838461931587115e-05,positive,0.0011951600062004015,0.5882352941176471,0.4117647058823529
aggregate,xz_carry_lag_26,17,0.00289149699379296,positive,0.00289149699379296,1.0,0.0
aggregate,log_return_lag_25,17,-0.0014389606024903918,negative,0.0016071770750611556,0.058823529411764705,0.9411764705882353
aggregate,volatility_lag_25,17,9.851066157131114e-05,positive,0.00014894977364594023,0.7647058823529411,0.23529411764705882
