scenario,fold,policy,status,result_path,pairs_path,coverage.measurement_start,coverage.measurement_end,coverage.first_decision,coverage.last_mark,coverage.planned_last_mark,coverage.initial_flat_seconds,coverage.trailing_coverage_gap_seconds,coverage.elapsed_seconds,metrics.steps,metrics.cumulative_log_return,metrics.gross_cumulative_log_return,metrics.annualized_net_return,metrics.annualized_gross_return,metrics.final_equity_ratio,metrics.sharpe_annualized,metrics.max_drawdown,metrics.total_cost_ratio,metrics.mean_gross_leverage,metrics.mean_weight_turnover,metrics.total_weight_turnover,metrics.terminated_by_margin_call,metrics.eval_start,metrics.eval_end,metrics.annualized_gross_minus_net,metrics.total_price_pnl_jpy,metrics.total_financing_jpy,metrics.total_spread_jpy,metrics.total_commission_jpy,metrics.total_overnight_jpy,metrics.total_actual_traded_notional_jpy,metrics.mean_target_gross_exposure,metrics.mean_target_net_exposure,metrics.period_net_return,metrics.period_gross_return,metrics.annualized_net_volatility
F0,2010,ridge,complete,fold-2010/F0-ridge.json.gz,fold-2010/F0-ridge-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,0.01457837837342641,0.08693039360280193,0.014735960776270035,0.09114643452397084,1.0146851612072636,0.10284824263501309,0.12173464800344069,0.07231980708864061,3.2009416813562552,5.083076998820672,1321.6000196933746,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0764104737477008,93761.11509339808,-6756.146797494108,49046.59478100537,0.0,23273.212307635236,1322757927.1978421,3.200000047683716,0.0,0.014685161207263597,0.09082074897335067,0.14195947730256103
F0,2010,ppo_ens3,complete,fold-2010/F0-ppo_ens3.json.gz,fold-2010/F0-ppo_ens3-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,0.12920563874006918,0.15203173000461984,0.1384291111147184,0.16480514671423074,1.1379241013860213,0.40815482519876933,0.22485782563344103,0.024762575353462424,1.9063382131026816,0.9120802215126996,237.14085759330192,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.02637603559951235,158715.0166656371,3971.660073845427,9666.78094545081,0.0,15095.794408011618,255922771.3120288,1.9065082225405883,-0.04576135042508703,0.1379241013860213,0.16419717582783305,0.317036001003923
F1,2010,canonical,complete,fold-2010/F1-canonical.json.gz,fold-2010/F1-canonical-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,0.016620242465816837,0.06364149092723766,0.016817160252543942,0.06594319891406036,1.016759127060651,0.09778393455369558,0.12706516593834227,0.049184855140688044,3.201477391486002,1.2123077103724846,315.200004696846,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.04912603866151642,72923.24984654032,-6979.267645200207,24839.294077811974,0.0,24345.561062876084,337870794.0100547,3.200000047683716,0.0,0.01675912706065108,0.06571026346772414,0.17022443296233364
F1,2010,ridge,complete,fold-2010/F1-ridge.json.gz,fold-2010/F1-ridge-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,-0.03449056843485082,0.08693039360280282,-0.03401696913954981,0.0911464345239718,0.966097451454577,-0.24319269911727484,0.13468783649923777,0.11842403167635338,3.201545879425977,5.083076998820672,1321.6000196933746,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.1251634036635216,91119.57057068631,-6598.087439757291,95709.36460008513,0.0,22714.66707626827,1290664403.3746235,3.200000047683716,0.0,-0.03390254854542296,0.09082074897335164,0.14203712338412602
F1,2010,ppo_ens3,complete,fold-2010/F1-ppo_ens3.json.gz,fold-2010/F1-ppo_ens3-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,0.12031405864470829,0.1520317300046182,0.12831709375333378,0.16480514671422886,1.1278510073224202,0.3800334542318839,0.22666158238356404,0.034274734292854325,1.9064038775300827,0.9120802215126996,237.14085759330192,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.03648805296089508,158175.2532459524,3950.4883693214592,19246.839449426796,0.0,15027.894843427523,254768944.31072173,1.9065082225405883,-0.04576135042508703,0.12785100732242016,0.16419717582783114,0.31706375400394643
F2,2010,canonical,complete,fold-2010/F2-canonical.json.gz,fold-2010/F2-canonical-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,0.005188262649584663,0.06364149092724243,0.005219654665008945,0.06594319891406546,1.0052017449908037,0.030513460963439595,0.13235634728044443,0.06075786486249143,3.201618039513398,1.2123077103724846,315.200004696846,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.06072354424905651,72893.31768998131,-6933.707836685289,12346.77295628677,0.0,48411.09190620464,335901837.6514943,3.200000047683716,0.0,0.005201744990803725,0.06571026346772924,0.17028740709977994
F2,2010,ridge,complete,fold-2010/F2-ridge.json.gz,fold-2010/F2-ridge-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,-0.008733513892884893,0.08693039360280326,-0.008725217768494269,0.09114643452397228,0.9913045124578331,-0.06156786471037524,0.12796071984724233,0.09446914460903083,3.201228733253426,5.083076998820672,1321.6000196933746,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.09987165229246656,92453.10267270691,-6679.445605843766,48466.02057870419,0.0,46003.124030326675,1307127208.1677263,3.200000047683716,0.0,-0.008695487542166869,0.09082074897335213,0.14206495979218584
F2,2010,ppo_ens3,complete,fold-2010/F2-ppo_ens3.json.gz,fold-2010/F2-ppo_ens3-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260,0.11526827135158083,0.15203173000461725,0.12261873261152444,0.16480514671422775,1.1221744444492945,0.3641101491825147,0.22747179195571265,0.03957845889314257,1.9064655626873703,0.9120802215126996,237.14085759330192,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.04218641410270331,157812.93160827953,3939.971734157197,9598.984628987344,0.0,29979.474264155226,254118592.9921338,1.9065082225405883,-0.04576135042508703,0.12217444444929448,0.16419717582783006,0.3170509396272324
F0,2011,canonical,complete,fold-2011/F0-canonical.json.gz,fold-2011/F0-canonical-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.1955457767125117,0.21292691345169737,0.5257982146207908,0.5841900804816018,1.2159744559612415,2.0876735789284444,0.07708769874683341,0.0196577286570299,3.197367031415102,1.3884297727553312,168.00000250339508,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.05839186586081102,234762.3648864529,869.8197318182501,7492.721362170703,0.0,12165.007294859197,194110462.50951102,3.200000047683716,0.0,0.21597445596124154,0.23729421837527204,0.20154881185246712
F0,2011,ridge,complete,fold-2011/F0-ridge.json.gz,fold-2011/F0-ridge-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.03871414811861627,0.07206503771711485,0.08724833650960268,0.16848920813473386,1.0394733057776488,0.4504185582641435,0.10304343084472234,0.03524013351864171,3.2023965417855824,4.9851240412262845,603.2000089883804,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.08124087162513119,78259.09146559818,-3545.65216930819,23802.779030309535,0.0,11437.35448833217,638523481.3143859,3.200000047683716,0.0,0.03947330577764885,0.07472523946697089,0.18494722851119935
F0,2011,ppo_ens3,complete,fold-2011/F0-ppo_ens3.json.gz,fold-2011/F0-ppo_ens3-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.13680844766581554,0.14576816490516203,0.3439369987966003,0.370208221386969,1.1466084919501758,1.7381868653370929,0.09273429248249121,0.009241831265884133,1.4403284861437775,0.9327516509342673,112.86294976304634,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.026271222590368737,156474.5898663638,-624.2666503059241,4320.508993652058,0.0,4921.322272232076,115743085.31178278,1.4422506551436978,-0.023128122144570183,0.14660849195017578,0.1569279404585978,0.16936000105757468
F1,2011,canonical,complete,fold-2011/F1-canonical.json.gz,fold-2011/F1-canonical-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.18896632730335722,0.2129269134516968,0.5042604937714348,0.5841900804815998,1.2080002751712384,2.0175686999111426,0.07747168645369995,0.027060885179649136,3.1975410215031626,1.3884297727553312,168.00000250339508,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.07992958671016503,234192.11253310196,869.0478177855179,14935.36397402736,0.0,12125.521205621775,193478463.82997593,3.200000047683716,0.0,0.20800027517123842,0.23729421837527132,0.2015350034219298
F1,2011,ridge,complete,fold-2011/F1-ridge.json.gz,fold-2011/F1-ridge-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.016175193009985152,0.0720650377171121,0.03556782494580423,0.16848920813472693,1.016306719643744,0.18805911744313178,0.10902128878913542,0.058388982529817335,3.202993586316894,4.9851240412262845,603.2000089883804,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.1329213831889227,78205.16561435485,-3509.4634407916437,47077.21242737631,0.0,11311.770102441033,631435068.4359285,3.200000047683716,0.0,0.016306719643744083,0.07472523946696795,0.18507573142906092
F1,2011,ppo_ens3,complete,fold-2011/F1-ppo_ens3.json.gz,fold-2011/F1-ppo_ens3-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.13261208418165066,0.14576816490515793,0.3318064330819961,0.37020822138695686,1.141806987419057,1.6847355090396499,0.09443210373977373,0.013532886541545245,1.4403794472113582,0.9327516509342673,112.86294976304634,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.03840178830496077,155960.91656864595,-621.0426080424323,8622.965732983906,0.0,4909.920808561338,115500131.87230285,1.4422506551436978,-0.023128122144570183,0.14180698741905706,0.15692794045859304,0.16937361915349725
F2,2011,canonical,complete,fold-2011/F2-canonical.json.gz,fold-2011/F2-canonical-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.18474082144409457,0.21292691345169482,0.4905889627961936,0.5841900804815932,1.2029066321186652,1.9719161537330911,0.07814373243481954,0.03164370812274139,3.197652643612435,1.3884297727553312,168.00000250339508,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.09360111768539958,233682.7822040905,867.5580373159016,7449.309069650303,0.0,24194.39905309109,193013575.0255853,3.200000047683716,0.0,0.20290663211866522,0.23729421837526887,0.20158992447010518
F2,2011,ridge,complete,fold-2011/F2-ridge.json.gz,fold-2011/F2-ridge-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.027888834166400082,0.07206503771711296,0.06211231968312347,0.1684892081347291,1.0282813683120369,0.32428293785675033,0.10563406826488997,0.04642413379407843,3.2026832645759016,4.9851240412262845,603.2000089883804,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.10637688845160562,78233.43507244738,-3527.932966331819,23672.703332532805,0.0,22751.43046154563,635033799.3738099,3.200000047683716,0.0,0.02828136831203687,0.07472523946696887,0.18505492913874946
F2,2011,ppo_ens3,complete,fold-2011/F2-ppo_ens3.json.gz,fold-2011/F2-ppo_ens3-pairs.csv.gz,2011-07-13T23:00:00+00:00,2012-01-01T00:00:00+00:00,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.0,172800.0,14605200.0,121,0.13204420673651898,0.14576816490515837,0.3301732842285588,0.3702082213869582,1.1411587650570583,1.6786164205197796,0.09466101488912648,0.014130285724022041,1.440394720746542,0.9327516509342673,112.86294976304634,False,2011-07-13T23:00:00+00:00,2011-12-30T00:00:00+00:00,0.0400349371583994,155909.63071016606,-620.579929085601,4311.217875972661,0.0,9819.067848049373,115493252.78561807,1.4422506551436978,-0.023128122144570183,0.14115876505705827,0.15692794045859354,0.16926309634763703
F0,2012,canonical,complete,fold-2012/F0-canonical.json.gz,fold-2012/F0-canonical-pairs.csv.gz,2012-01-01T00:00:00+00:00,2012-12-04T00:00:00+00:00,2012-01-02T00:00:00+00:00,2012-12-03T00:00:00+00:00,2012-12-03T00:00:00+00:00,86400.0,86400.0,29030400.0,240,-0.06182317964316285,-0.030572244956343794,-0.06499659522376428,-0.0326874968632222,0.9400490919123078,-0.6052962339431829,0.13816290837431877,0.0292929928834476,3.19959258480134,1.1066666831572851,265.6000039577484,False,2012-01-02T00:00:00+00:00,2012-12-03T00:00:00+00:00,0.03230909836054208,-27086.55436941835,-3571.3608348252274,9161.353504821518,0.0,20131.639378626092,254203211.63223398,3.200000047683716,0.0,-0.05995090808769221,-0.030109640150646738,0.11079690848244804
F0,2012,ridge,complete,fold-2012/F0-ridge.json.gz,fold-2012/F0-ridge-pairs.csv.gz,2012-01-01T00:00:00+00:00,2012-12-04T00:00:00+00:00,2012-01-02T00:00:00+00:00,2012-12-03T00:00:00+00:00,2012-12-03T00:00:00+00:00,86400.0,86400.0,29030400.0,240,-0.039494646236744535,0.02767123988930533,-0.04202423252642689,0.03053709743025096,0.9612751004161316,-0.41893145013131117,0.08761873750234084,0.06469098065089295,3.1992439038334126,5.160000076889991,1238.400018453598,False,2012-01-02T00:00:00+00:00,2012-12-03T00:00:00+00:00,0.07256132995667786,28678.30613906507,-2712.2250720396146,43969.26456184878,0.0,20721.716089044152,1193829889.9579928,3.200000047683716,0.0,-0.03872489958386838,0.02805764451244039,0.10226794751332663
