fold,era,policy,steps,cumulative_log_return,gross_cumulative_log_return,annualized_net_return,annualized_gross_return,final_equity_ratio,sharpe_annualized,max_drawdown,total_cost_ratio,mean_gross_leverage,mean_weight_turnover,total_weight_turnover,terminated_by_margin_call,eval_start,eval_end,mean_rank_churn,mean_membership_turnover,membership_differs_from_rule_fraction,cost_drag_log_return,cost_drag_fraction_of_gross_log_return
2009,2009-2018,supervised,195,-0.0057619683152233,0.0484193897960103,-0.0076782014979755,0.0669146742415781,0.9942545999869246,-0.056041851556114,0.0921737025277165,0.0554564365405028,3.200078959354899,5.111794947966551,996.8000148534776,False,2009-04-03T00:00:00+01:00,2010-01-01T00:00:00+00:00,0.3825887743413516,0.8002577319587629,0.9948717948717948,0.0541813581112337,1.1190012583698057
2009,2009-2018,reversal,195,0.0618650062611012,0.0886209088058367,0.0862781464611888,0.1258619179361354,1.0638187261670926,0.4731722748313404,0.1494435759652911,0.028141991432343,3.198034085370613,1.2225641207817273,238.40000355243683,False,2009-04-03T00:00:00+01:00,2010-01-01T00:00:00+00:00,,,,0.0267559025447354,0.301914107012331
2009,2009-2018,ppo,195,-0.1973191858009945,-0.1759197059702265,-0.2319922368529527,-0.2096893507903971,0.8209285627494208,-0.4997366472556021,0.3325743923328528,0.0202538418870474,2.7163361694392023,0.9076959756125508,177.00071524444738,False,2009-04-03T00:00:00+01:00,2010-01-01T00:00:00+00:00,,,,0.0213994798307679,-0.1216434492812859
2010,2009-2018,supervised,197,0.0430072714088359,0.0977871895918805,0.058775257304209,0.1386683795964197,1.0439454857774446,0.3853696706782368,0.0738098345341646,0.0566002505043226,3.200710630868515,5.124873172813261,1009.6000150442125,False,2010-03-31T00:00:00+01:00,2010-12-31T00:00:00+00:00,0.3822278911564625,0.8022959183673469,0.9898477157360406,0.0547799181830445,0.5601952404161643
2010,2009-2018,reversal,197,-0.0416355651552839,-0.0150112462613004,-0.0537904503202789,-0.0197372626881522,0.959219289814876,-0.3177518725413722,0.0918473839925566,0.0260281061952075,3.202975129873879,1.2020304747644417,236.80000352859497,False,2010-03-31T00:00:00+01:00,2010-12-31T00:00:00+00:00,,,,0.0266243188939835,-1.7736248163899655
2010,2009-2018,ppo,197,0.0971448159121304,0.1137051063063438,0.137697441580112,0.1629945371487914,1.1020199520905294,0.4127922637041729,0.2158002782631231,0.0175561098584004,1.842244380841417,0.8673535424317435,170.86864785905345,False,2010-03-31T00:00:00+01:00,2010-12-31T00:00:00+00:00,,,,0.0165602903942133,0.1456424511806594
2011,2009-2018,supervised,195,0.0245195105131599,0.0788889774233224,0.0332201181988907,0.1108720316400112,1.0248225857266895,0.1849957059900621,0.1030434308447217,0.0555958633473007,3.20227434551256,5.021538536365216,979.200014591217,False,2011-03-31T00:00:00+01:00,2011-12-30T00:00:00+00:00,0.3838774341351661,0.7860824742268041,0.9846153846153848,0.0543694669101625,0.6891896521666525
2011,2009-2018,reversal,195,0.1847301886696449,0.2124689082372808,0.2791723840929927,0.3273496302836512,1.202893841951759,1.373290799221541,0.1047836459302936,0.029790753540881,3.198567964320261,1.3538461740200336,264.00000393390656,False,2011-03-31T00:00:00+01:00,2011-12-30T00:00:00+00:00,,,,0.0277387195676359,0.1305542528446465
2011,2009-2018,ppo,195,0.2641521842888203,0.2793002121353646,0.4220066894874257,0.4510083504385349,1.3023263748338467,1.7851837389084693,0.0927342947593528,0.0174164629554714,1.592081389206315,0.9165308669285598,178.72351905106916,False,2011-03-31T00:00:00+01:00,2011-12-30T00:00:00+00:00,,,,0.0151480278465442,0.0542356474802913
2012,2009-2018,supervised,197,-0.0456454775790506,0.0097597797418999,-0.0581999370269347,0.0129034952861602,0.955380606004123,-0.6225869325386061,0.0890105807099028,0.0556911058636763,3.199871552465644,5.1736041380064135,1019.2000151872636,False,2012-03-29T00:00:00+01:00,2013-01-01T00:00:00+00:00,0.3944160997732426,0.8099489795918368,0.9949238578680204,0.0554052573209505,5.676896281079882
2012,2009-2018,reversal,197,-0.0892688703650579,-0.0626178291088089,-0.1106533907837594,-0.0789657341395657,0.9145996317758248,-1.1713641489348785,0.133369718173571,0.0250447990509423,3.200585973246833,1.2020304747644417,236.80000352859497,False,2012-03-29T00:00:00+01:00,2013-01-01T00:00:00+00:00,,,,0.0266510412562489,-0.4256142641090016
2012,2009-2018,ppo,197,0.2787837665256036,0.302018030781406,0.4422795185901192,0.4869790809226216,1.321521555774682,1.2528188307181762,0.1556201963131758,0.0264852091715215,2.578675699701762,1.1860410377733197,233.65008444134395,False,2012-03-29T00:00:00+01:00,2013-01-01T00:00:00+00:00,,,,0.0232342642558023,0.0769300567773676
2013,2009-2018,supervised,196,0.0141156332287113,0.0707583722417911,0.0189220830764001,0.0985221167832802,1.0142157291975693,0.1536809045317092,0.1116250316002263,0.0574384561039648,3.198238580427362,5.387755182324623,1056.0000157356262,False,2013-04-01T00:00:00+01:00,2014-01-01T00:00:00+00:00,0.4115384615384615,0.8435897435897436,0.9846938775510204,0.0566427390130798,0.8005093562571473
2013,2009-2018,reversal,196,0.0921847914810232,0.1200723922068659,0.1302282636239473,0.1728700843723876,1.096567439680459,0.9018918337454764,0.0783127246956546,0.0303264053019441,3.1973339108554955,1.3551020610089204,265.6000039577484,False,2013-04-01T00:00:00+01:00,2014-01-01T00:00:00+00:00,,,,0.0278876007258427,0.2322565596744065
2013,2009-2018,ppo,196,0.4777668253289301,0.5017674662177513,0.8860130048605047,0.9470929500000352,1.6124694525106893,1.9262270464683644,0.1675363731333121,0.0329300463590261,2.78440140244007,1.166992526972253,228.7305352865616,False,2013-04-01T00:00:00+01:00,2014-01-01T00:00:00+00:00,,,,0.024000640888821,0.0478321981888031
2014,2009-2018,supervised,198,0.0503782414314929,0.1088907207256939,0.0689308765970882,0.1549775590570835,1.0516688058707668,0.7066118205279569,0.0881539711160556,0.05694235327644,3.198451681850397,5.430303111220852,1075.2000160217283,False,2014-03-31T00:00:00+01:00,2015-01-01T00:00:00+00:00,0.4121545403271291,0.850253807106599,0.9949494949494948,0.058512479294201,0.5373504638802008
2014,2009-2018,reversal,198,-0.0384434266909288,-0.012100904096137,-0.0495951066319425,-0.015884047523595,0.9622861429113068,-0.4508422253303747,0.1186623779819009,0.0267762081784313,3.200036748612729,1.171717189177118,232.0000034570694,False,2014-03-31T00:00:00+01:00,2015-01-01T00:00:00+00:00,,,,0.0263425225947918,-2.1769053275284773
2014,2009-2018,ppo,198,-0.0338134610009893,-0.009947013773005,-0.0437548357166639,-0.0130753533777189,0.9667518247362964,-0.2457614816185913,0.1701700847429398,0.024111002934166,2.7671337001484413,1.1423808001707687,226.19139843381225,False,2014-03-31T00:00:00+01:00,2015-01-01T00:00:00+00:00,,,,0.0238664472279842,-2.3993580156443293
2015,2009-2018,supervised,198,-0.0612762514393266,-0.0053446686646465,-0.0778790539087056,-0.0070469571562725,0.940563371897959,-0.5292843438419472,0.141994934526057,0.0527973727904,3.202575686501772,5.115151591373213,1012.800015091896,False,2015-03-31T00:00:00+01:00,2016-01-01T00:00:00+00:00,0.3956570783981952,0.800761421319797,0.9949494949494948,0.05593158277468,-10.464929873885598
2015,2009-2018,reversal,198,0.0509578344777153,0.078580498956128,0.0697509541279984,0.1095730969188167,1.0522785224742626,0.4179665567483229,0.0828634326963517,0.0294838129176405,3.200173373201918,1.3333333532015483,264.00000393390656,False,2015-03-31T00:00:00+01:00,2016-01-01T00:00:00+00:00,,,,0.0276226644784126,0.3515206042892979
2015,2009-2018,ppo,198,-0.3440803050438344,-0.320155774084459,-0.3657275419523724,-0.3453276877600568,0.708871999766713,-1.4400683383030133,0.3695491764122204,0.0204897628013208,3.0905125248630783,0.894266652316069,177.06479715858168,False,2015-03-31T00:00:00+01:00,2016-01-01T00:00:00+00:00,,,,0.0239245309593753,-0.074727782210993
2016,2009-2018,supervised,197,-0.1439728749085075,-0.0900635176106489,-0.1740269937668284,-0.1127270354632199,0.8659112356621443,-1.596666497591775,0.182096683484079,0.0511039600393708,3.203114809869463,5.1167513452810685,1008.0000150203704,False,2016-03-30T00:00:00+01:00,2016-12-30T00:00:00+00:00,0.3854875283446712,0.8010204081632653,0.9949238578680204,0.0539093572978586,-0.5985704170573561
