scenario,fold,policy,status,error,result_path,pairs_path,coverage.measurement_start,coverage.measurement_end,coverage.first_decision,coverage.last_mark,coverage.planned_last_mark,coverage.initial_flat_seconds,coverage.trailing_coverage_gap_seconds,coverage.elapsed_seconds,metrics.steps,metrics.cumulative_log_return,metrics.gross_cumulative_log_return,metrics.annualized_net_return,metrics.annualized_gross_return,metrics.final_equity_ratio,metrics.sharpe_annualized,metrics.max_drawdown,metrics.total_cost_ratio,metrics.mean_gross_leverage,metrics.mean_weight_turnover,metrics.total_weight_turnover,metrics.terminated_by_margin_call,metrics.eval_start,metrics.eval_end,metrics.annualized_gross_minus_net,metrics.total_price_pnl_jpy,metrics.total_financing_jpy,metrics.total_spread_jpy,metrics.total_commission_jpy,metrics.total_overnight_jpy,metrics.total_actual_traded_notional_jpy,metrics.mean_target_gross_exposure,metrics.mean_target_net_exposure
F0,2016,ridge,complete,,fold-2016/F0-ridge.json.gz,fold-2016/F0-ridge-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.23811375792463058,-0.16654787040261454,-0.21253114342377347,-0.15390176303287129,0.7881130318912628,-1.8836949418560884,0.23768801366772718,0.06325452762818579,3.204239316162843,5.1261539225394905,1332.8000198602676,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.05862938039090218,-145683.34975522695,-2949.090725325676,42639.943712468696,0.0,20614.583915717118,1180336867.8925085,3.200000047683716,0.0
F0,2016,ppo_ens3,complete,,fold-2016/F0-ppo_ens3.json.gz,fold-2016/F0-ppo_ens3-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.0010011753716570454,0.01633304332090313,-0.0010041090187205427,0.01652417060637784,0.9989993256371922,-0.005978382947910687,0.14248134706707993,0.01621942441271998,1.5747619929634522,0.6049836737184355,157.29575516679324,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.017528279625098384,12090.370520663837,3128.37952924819,5480.227685639415,0.0,10739.196727080562,146961402.58411407,1.5743610610333165,-0.7775651675808639
F1,2016,canonical,complete,,fold-2016/F1-canonical.json.gz,fold-2016/F1-canonical-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.013858439924228604,0.029930806125800142,-0.01380978850768811,0.030489148005002874,0.9862371461867417,-0.10237170150078109,0.14568128094294597,0.0437527076151739,3.2012141959286113,1.0892307854615726,283.20000422000885,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.044298936512690984,37806.897270782996,-7817.043468868931,20524.96366865821,0.0,23227.7439465157,290154149.29855776,3.200000047683716,0.0
F1,2016,ridge,complete,,fold-2016/F1-ridge.json.gz,fold-2016/F1-ridge-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.28638268056009075,-0.16654787040261654,-0.2497630114022844,-0.15390176303287298,0.7509751773503297,-2.265378244857301,0.27206680542214423,0.10348375366940521,3.204834121213441,5.1261539225394905,1332.8000198602676,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.09586124836941143,-142645.72986632554,-2895.3391139395885,83337.8236277976,0.0,20145.93004160766,1153271722.2083488,3.200000047683716,0.0
F1,2016,ppo_ens3,complete,,fold-2016/F1-ppo_ens3.json.gz,fold-2016/F1-ppo_ens3-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.006867539656741292,0.016333043320900353,-0.006867433897596478,0.01652417060637501,0.993155988003871,-0.0410070792356695,0.14386619167825077,0.021635814740024094,1.574796177759864,0.6049836737184355,157.29575516679324,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.02339160450397149,11677.324589655582,3114.478154240127,10929.010994251637,0.0,10706.803745772459,146543995.81214336,1.5743610610333165,-0.7775651675808639
F2,2016,canonical,complete,,fold-2016/F2-canonical.json.gz,fold-2016/F2-canonical-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.026922174194819404,0.02993080612579945,-0.026652995450078397,0.03048914800500216,0.9734369970945191,-0.19879301852690326,0.14680236326798568,0.05637195066873859,3.201375320982096,1.0892307854615726,283.20000422000885,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.057142143455080556,37557.105452179894,-7748.157688923093,10202.656828584566,0.0,46169.29384015402,288448529.5031152,3.200000047683716,0.0
F2,2016,ridge,complete,,fold-2016/F2-ridge.json.gz,fold-2016/F2-ridge-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.26143929028622825,-0.1665478704026159,-0.23074832708469814,-0.15390176303287245,0.7699426170013922,-2.067497069279457,0.2545015384758452,0.08293427098353967,3.2045270412188334,5.1261539225394905,1332.8000198602676,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.07684656405182569,-144200.32658862343,-2922.7854264447355,42163.87240636297,0.0,40770.39857717673,1167066013.3357632,3.200000047683716,0.0
F2,2016,ppo_ens3,complete,,fold-2016/F2-ppo_ens3.json.gz,fold-2016/F2-ppo_ens3-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.012470467096646745,0.01633304332090202,-0.012435325812068864,0.01652417060637671,0.9876069669643006,-0.07444727445932645,0.1449427851402909,0.026808127251407365,1.5748403568019123,0.6049836737184355,157.29575516679324,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.028959496418445575,11312.736280469751,3102.3579352375136,5450.800697728013,0.0,21357.32655367934,146180042.63027665,1.5743610610333165,-0.7775651675808639
F0,2017,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2017,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2017,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2017,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2017,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2017,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2017,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2017,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2017,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-07-10 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2018,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2018,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2018,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2018,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2018,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2018,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2018,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2018,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2018,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2017-11-16 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2019,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2019,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2019,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2019,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2019,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2019,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2019,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2019,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2019,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2019-05-21 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2020,canonical,complete,,fold-2020/F0-canonical.json.gz,fold-2020/F0-canonical-pairs.csv.gz,2020-01-01T00:00:00+00:00,2021-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.03204571587821946,0.002511411809689612,-0.031558949700275354,0.0025162925179586433,0.968462306962282,-0.18028157275463766,0.2222466725205524,0.03248988317518447,3.200703178031897,1.0973180240141478,286.40000426769257,False,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.034075242218234,-448.70321177172946,1400.8933492378678,10527.077762409173,0.0,21962.805412775288,275290396.82910883,3.200000047683716,0.0
F0,2020,ridge,complete,,fold-2020/F0-ridge.json.gz,fold-2020/F0-ridge-pairs.csv.gz,2020-01-01T00:00:00+00:00,2021-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.08463756121938844,-0.01823673987297896,-0.08120801556202836,-0.018083721910971885,0.9188452492098279,-0.5588791417609859,0.17328360678842358,0.06433870276480455,3.2013517486121503,4.462835315543573,1164.8000173568726,False,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.06312429365105648,-16487.646432395064,-328.40159297432416,41705.975678615156,0.0,22632.727086189367,1131834542.2731879,3.200000047683716,0.0
F0,2020,ppo_ens3,complete,,fold-2020/F0-ppo_ens3.json.gz,fold-2020/F0-ppo_ens3-pairs.csv.gz,2020-01-01T00:00:00+00:00,2021-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.1457170923832726,-0.12462349239926496,-0.13568405385271964,-0.11724612187834611,0.8644022145663609,-1.0674153090910024,0.1781014546259504,0.020251564983931606,1.8559079170509674,0.7460976179320743,194.7314782802714,False,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.01843793197437353,-113878.75904379204,-1467.4614059167648,7062.9280788723,0.0,13188.636905059302,186939959.60785544,1.8549156302024863,0.5790759700841549
F1,2020,canonical,complete,,fold-2020/F1-canonical.json.gz,fold-2020/F1-canonical-pairs.csv.gz,2020-01-01T00:00:00+00:00,2021-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.04322849966369473,0.002511411809688044,-0.04233582283645617,0.00251629251795707,0.9576925326419276,-0.24330862845569382,0.22313421286056367,0.042792006778041944,3.2008401136849436,1.0973180240141478,286.40000426769257,False,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.04485211535441324,-920.9171290946792,1405.4565490667192,20938.45924165996,0.0,21853.54753638199,273810516.86350083,3.200000047683716,0.0
F1,2020,ridge,complete,,fold-2020/F1-ridge.json.gz,fold-2020/F1-ridge-pairs.csv.gz,2020-01-01T00:00:00+00:00,2021-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.1276948604916317,-0.018236739872982615,-0.119955075922515,-0.01808372191097548,0.8801218981379849,-0.8429029663287125,0.17941946945352583,0.10384621136234762,3.2018800706772605,4.462835315543573,1164.8000173568726,False,2020-01-01T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.10187135401153952,-15712.459542383016,-319.4309572834549,81668.19333372162,0.0,22178.01802862603,1108295157.9041054,3.200000047683716,0.0
