scenario,fold,policy,status,error,result_path,pairs_path,coverage.measurement_start,coverage.measurement_end,coverage.first_decision,coverage.last_mark,coverage.planned_last_mark,coverage.initial_flat_seconds,coverage.trailing_coverage_gap_seconds,coverage.elapsed_seconds,metrics.steps,metrics.cumulative_log_return,metrics.gross_cumulative_log_return,metrics.annualized_net_return,metrics.annualized_gross_return,metrics.final_equity_ratio,metrics.sharpe_annualized,metrics.max_drawdown,metrics.total_cost_ratio,metrics.mean_gross_leverage,metrics.mean_weight_turnover,metrics.total_weight_turnover,metrics.terminated_by_margin_call,metrics.eval_start,metrics.eval_end,metrics.annualized_gross_minus_net,metrics.total_price_pnl_jpy,metrics.total_financing_jpy,metrics.total_spread_jpy,metrics.total_commission_jpy,metrics.total_overnight_jpy,metrics.total_actual_traded_notional_jpy,metrics.mean_target_gross_exposure,metrics.mean_target_net_exposure
F1,2010,ppo_ens3,complete,,fold-2010/F1-ppo_ens3.json.gz,fold-2010/F1-ppo_ens3-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.12031405864470829,0.1520317300046182,0.12831709375333378,0.16480514671422886,1.1278510073224202,0.3800334542318839,0.22666158238356404,0.034274734292854325,1.9064038775300827,0.9120802215126996,237.14085759330192,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.03648805296089508,158175.2532459524,3950.4883693214592,19246.839449426796,0.0,15027.894843427523,254768944.31072173,1.9065082225405883,-0.04576135042508703
F2,2010,canonical,complete,,fold-2010/F2-canonical.json.gz,fold-2010/F2-canonical-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.005188262649584663,0.06364149092724243,0.005219654665008945,0.06594319891406546,1.0052017449908037,0.030513460963439595,0.13235634728044443,0.06075786486249143,3.201618039513398,1.2123077103724846,315.200004696846,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.06072354424905651,72893.31768998131,-6933.707836685289,12346.77295628677,0.0,48411.09190620464,335901837.6514943,3.200000047683716,0.0
F2,2010,ridge,complete,,fold-2010/F2-ridge.json.gz,fold-2010/F2-ridge-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,-0.008733513892884893,0.08693039360280326,-0.008725217768494269,0.09114643452397228,0.9913045124578331,-0.06156786471037524,0.12796071984724233,0.09446914460903083,3.201228733253426,5.083076998820672,1321.6000196933746,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.09987165229246656,92453.10267270691,-6679.445605843766,48466.02057870419,0.0,46003.124030326675,1307127208.1677263,3.200000047683716,0.0
F2,2010,ppo_ens3,complete,,fold-2010/F2-ppo_ens3.json.gz,fold-2010/F2-ppo_ens3-pairs.csv.gz,2010-01-01T00:00:00+00:00,2011-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.11526827135158083,0.15203173000461725,0.12261873261152444,0.16480514671422775,1.1221744444492945,0.3641101491825147,0.22747179195571265,0.03957845889314257,1.9064655626873703,0.9120802215126996,237.14085759330192,False,2010-01-01T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.04218641410270331,157812.93160827953,3939.971734157197,9598.984628987344,0.0,29979.474264155226,254118592.9921338,1.9065082225405883,-0.04576135042508703
F0,2011,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2011,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2011,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2011,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2011,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2011,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2011,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2011,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2011,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2011-04-14 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2012,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2012,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2012,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2012,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2012,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2012,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2012,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2012,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2012,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2013,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2013,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2013,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2013,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2013,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2013,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2013,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2013,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2013,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2012-12-04 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2014,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2014,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2014,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2014,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2014,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2014,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2014,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2014,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2014,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2013-10-07 23:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2015,canonical,complete,,fold-2015/F0-canonical.json.gz,fold-2015/F0-canonical-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.12071948652261241,0.15687817174903107,0.12877620925824232,0.17048348879250572,1.1283083622688685,0.7519371694535054,0.08286343269635166,0.04005401230388555,3.200244443183337,1.31692309654676,342.4000051021576,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0417072795342634,163884.3522395148,4478.022333240036,14304.868575867895,0.0,25749.143728017625,386801133.86248946,3.200000047683716,0.0
F0,2015,ridge,complete,,fold-2015/F0-ridge.json.gz,fold-2015/F0-ridge-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.031913660540049765,0.10496141570133678,0.032541515905925814,0.11106816134741923,1.0324283621496633,0.17193181126073856,0.16026202626770691,0.0769488416340689,3.2012536218967234,5.1076923838028545,1328.000019788742,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.07852664544149342,112464.82282906886,-3087.619045336489,52390.34136848452,0.0,24558.50026558438,1400679814.456892,3.200000047683716,0.0
F0,2015,ppo_ens3,complete,,fold-2015/F0-ppo_ens3.json.gz,fold-2015/F0-ppo_ens3-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,-0.2912574318364263,-0.2613657182506537,-0.2534238285230478,-0.2306915352245833,0.7473232684515781,-1.0096135774242287,0.36954917133058873,0.0274443187831955,2.8193361455925348,0.9298738235382086,241.76719411993423,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.02273229329846449,-238859.8894382332,13627.476673005965,8544.823629544873,0.0,18899.495153650645,223594948.79821628,2.8117569157222393,-2.061787044013838
F1,2015,canonical,complete,,fold-2015/F1-canonical.json.gz,fold-2015/F1-canonical-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.10785685241288834,0.15687817174902854,0.11430093031234695,0.17048348879250277,1.1138882835533488,0.6720152726668441,0.08445028150319311,0.054002187426304436,3.200402705707203,1.31692309654676,342.4000051021576,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.056182558480155825,163435.49442770064,4454.976551954462,28424.46370228293,0.0,25577.723724021496,384320095.5642224,3.200000047683716,0.0
F1,2015,ridge,complete,,fold-2015/F1-ridge.json.gz,fold-2015/F1-ridge-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,-0.017847518735171264,0.10496141570133605,-0.017749398614993646,0.11106816134741841,0.9823108049332449,-0.09612465889138366,0.18902974833879282,0.12624827452107557,3.2018664873004967,5.1076923838028545,1328.000019788742,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.12881755996241206,111594.04450108542,-3034.965046763337,102274.875572572,0.0,23973.398948503625,1367582696.7187016,3.200000047683716,0.0
F1,2015,ppo_ens3,complete,,fold-2015/F1-ppo_ens3.json.gz,fold-2015/F1-ppo_ens3-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,-0.3005176642884951,-0.2613657182506509,-0.2603289079272401,-0.23069153522458116,0.7404348247883471,-1.0416993275307416,0.3706791788710794,0.035826994246927306,2.819431650786165,0.9298738235382086,241.76719411993423,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.029637372702658954,-237298.62384367248,13560.442878944954,17016.522257475484,0.0,18810.471989451828,222638472.6866844,2.8117569157222393,-2.061787044013838
F2,2015,canonical,complete,,fold-2015/F2-canonical.json.gz,fold-2015/F2-canonical-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.09741666795503555,0.15687817174903151,0.10268840564833684,0.17048348879250624,1.1023195791911002,0.6063943804896422,0.08674563375520883,0.06503185786557168,3.2005316984811243,1.31692309654676,342.4000051021576,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0677950831441694,162910.44870036384,4440.98835630836,14140.360099890373,0.0,50891.49776568136,382397074.9287902,3.200000047683716,0.0
F2,2015,ridge,complete,,fold-2015/F2-ridge.json.gz,fold-2015/F2-ridge-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,0.00859698772965789,0.10496141570133538,0.008663825916638954,0.11106816134741768,1.008634047954642,0.0462865665441693,0.17385911627775952,0.10035214293003719,3.2015411354087533,5.1076923838028545,1328.000019788742,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.10240433543077872,112048.4755805959,-3062.2846959142885,51792.57834967085,0.0,48559.564580366314,1384888369.482134,3.200000047683716,0.0
F2,2015,ppo_ens3,complete,,fold-2015/F2-ppo_ens3.json.gz,fold-2015/F2-ppo_ens3-pairs.csv.gz,2015-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.0,86400.0,31449600.0,260.0,-0.3118935922229687,-0.261365718250653,-0.26872424122632244,-0.2306915352245828,0.732059420899678,-1.0803853554929017,0.37379898046140414,0.04591309467545789,2.8196043616128597,0.9298738235382086,241.76719411993423,False,2015-01-01T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.038032706001739636,-235520.53852085402,13493.054095989031,8471.886436513738,0.0,37441.208238944164,221687191.645248,2.8117569157222393,-2.061787044013838
F0,2016,canonical,complete,,fold-2016/F0-canonical.json.gz,fold-2016/F0-canonical-pairs.csv.gz,2016-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.0,172800.0,31449600.0,260.0,-0.003614715608980086,0.029930806125797,-0.0036205586950343307,0.030489148004999623,0.9963918096108472,-0.026706322924032508,0.14498190530234256,0.03366651857552825,3.2010880134951094,1.0892307854615726,283.20000422000885,False,2016-01-01T00:00:00+00:00,2016-12-30T00:00:00+00:00,0.03410970670003395,37933.83585176249,-7875.507665386767,10314.23385894158,0.0,23352.28471658668,291626337.5329463,3.200000047683716,0.0
