fold,policy,decision_timestamp,target_timestamp,scaled_tail_spread,weighted_price_log_return,price_simple_return,carry_simple_return,cost_ratio,net_simple_return,price_log_return,gross_log_return,net_log_return,accounting_residual
2009,supervised,2009-04-03T00:00:00+01:00,2009-04-06T00:00:00+01:00,0.003807085455284321,0.0038070855120143146,0.0037991231689083883,-0.00015030884515091189,0.00028400000423192977,0.003364814319525511,0.003791924726567752,0.003642173549837814,0.003359165998643967,-3.5561831257524545e-17
2009,supervised,2009-04-06T00:00:00+01:00,2009-04-07T00:00:00+01:00,-0.003443500769592313,-0.0034435008209044733,-0.0034151306803591776,-2.5950880775067572e-05,0.00023978747504303593,-0.003680869036177259,-0.003420975550264937,-0.0034470156994362306,-0.003687660104418314,2.2551405187698492e-17
2009,supervised,2009-04-07T00:00:00+01:00,2009-04-08T00:00:00+01:00,-0.006661420540088669,-0.0066614206393515694,-0.00677579424403444,7.300638537246686e-05,0.0002461040595850595,-0.006948891918246991,-0.006798854163061796,-0.006725352428071583,-0.006973147901140136,4.163336342344337e-17
2009,supervised,2009-04-08T00:00:00+01:00,2009-04-09T00:00:00+01:00,-4.1291226349647604e-05,-4.1291226964935285e-05,7.598288329970296e-06,2.5802828980270403e-05,0.000310513688449358,-0.00027711257113915977,7.598259463123749e-06,3.340055950534275e-05,-0.00027715097392246133,-4.24465150528075e-17
2009,supervised,2009-04-09T00:00:00+01:00,2009-04-10T00:00:00+01:00,0.0033754347900778227,0.003375434840375721,0.0033669568295827557,4.507595699920127e-05,0.0003188937789813783,0.003093139007600554,0.0033613013214489865,0.0034062250098471827,0.0030883650948575745,-2.47198095326695e-17
2009,supervised,2009-04-10T00:00:00+01:00,2009-04-13T00:00:00+01:00,0.006712234028189637,0.006712234128209717,0.0066282039481101295,-4.2358682867972715e-05,0.00047967095175661294,0.006106174313485591,0.006606333990158312,0.006564253335206819,0.006087607175563976,4.683753385137379e-17
2009,supervised,2009-04-13T00:00:00+01:00,2009-04-14T00:00:00+01:00,0.01410587413811435,0.014105874348308255,0.014354418044250366,-9.111579028105784e-05,0.00019176589489486618,0.014071536359074432,0.014252368797935552,0.014162538378502032,0.0139734513581387,-8.673617379884035e-18
2009,supervised,2009-04-14T00:00:00+01:00,2009-04-15T00:00:00+01:00,-0.016928943274321435,-0.01692894352658235,-0.016915033467760635,4.4814417904541736e-05,0.0002884009765881236,-0.017158620026444193,-0.017059726627066358,-0.01701414216792253,-0.01730753505627129,2.42861286636753e-17
2009,supervised,2009-04-15T00:00:00+01:00,2009-04-16T00:00:00+01:00,-0.012023653234307648,-0.012023653413474042,-0.012083746623781021,7.304344545016002e-05,0.0001985401859122614,-0.012209243364243116,-0.012157348616174287,-0.012083414469396758,-0.01228438844545557,6.938893903907228e-18
2009,supervised,2009-04-16T00:00:00+01:00,2009-04-17T00:00:00+01:00,-0.003101604589551907,-0.003101604635769417,-0.003101101670468999,-1.1132101551968306e-05,0.0002102392384430025,-0.0033224730104639555,-0.0031059200503568123,-0.0031170868434244694,-0.003328004679863195,1.431146867680866e-17
2009,supervised,2009-04-17T00:00:00+01:00,2009-04-20T00:00:00+01:00,-0.028657254856798056,-0.028657255283824425,-0.02945235581634365,0.000382845124476709,0.00031293300387775597,-0.02938244369574483,-0.02989478516832122,-0.02950039995961382,-0.02982275408038345,-1.3530843112619095e-16
2009,supervised,2009-04-20T00:00:00+01:00,2009-04-21T00:00:00+01:00,0.01240921188175146,0.012409212066663124,0.012283421844644787,9.645305578007651e-05,0.0002862746709284669,0.01209360022949646,0.012208592766790434,0.012303870886375162,0.01202105693365776,6.245004513516506e-17
2009,supervised,2009-04-21T00:00:00+01:00,2009-04-22T00:00:00+01:00,-0.013784800389909547,-0.013784800595319077,-0.013816201237956162,-4.281148472796365e-05,0.0002505166369458135,-0.014109529359629946,-0.013912533270628991,-0.01395594547640536,-0.014210015093081705,-8.673617379884035e-18
2009,supervised,2009-04-22T00:00:00+01:00,2009-04-23T00:00:00+01:00,0.002659930830789944,0.0026599308704260017,0.002603959276633804,-4.592501616119223e-06,0.0003301860345464868,0.0022691807404711106,0.00260057484867852,0.002595994264199668,0.0022666100380457693,-8.716985466783456e-17
2009,supervised,2009-04-23T00:00:00+01:00,2009-04-24T00:00:00+01:00,0.010589204359185131,0.01058920451697657,0.010508614298427322,5.44843445716675e-05,0.00014073486341315887,0.01042236377958572,0.010453782613354577,0.010507698903643526,0.010368425399447156,-1.1102230246251565e-16
2009,supervised,2009-04-24T00:00:00+01:00,2009-04-27T00:00:00+01:00,0.00931574327745405,0.00931574341626944,0.009508791304435289,-0.0002699927830514361,0.0004537466240029174,0.00878505189738088,0.009463867305827598,0.009196381874739576,0.008746687851990162,-5.551115123125783e-17
2009,supervised,2009-04-27T00:00:00+01:00,2009-04-28T00:00:00+01:00,0.009015236840399551,0.009015236974737047,0.009025896626312426,-8.95206894152743e-05,0.00021363759649867673,0.008722738340398495,0.008985406677707211,0.008896682829208013,0.008684915047638457,1.9081958235744878e-17
2009,supervised,2009-04-28T00:00:00+01:00,2009-04-29T00:00:00+01:00,0.010630016852366093,0.010630017010765686,0.010319597672858827,7.224244703715932e-05,0.00023169087078096816,0.010160149249115014,0.010266714138162096,0.010338216130694834,0.010108881896272296,-5.204170427930421e-18
2009,supervised,2009-04-29T00:00:00+01:00,2009-04-30T00:00:00+01:00,-0.009810343802867548,-0.009810343949053061,-0.00969351953812116,-0.00011944478974136431,0.00029611083020888,-0.010109075158071357,-0.009740807538213303,-0.009861428776215986,-0.010160518850769754,4.683753385137379e-17
2009,supervised,2009-04-30T00:00:00+01:00,2009-05-01T00:00:00+01:00,0.008285758651366137,0.008285758774833563,0.008201079254604761,5.3093103168336383e-05,0.00029569944010994194,0.007958472917663162,0.008167633142516312,0.008220292980256972,0.007926971298218176,6.938893903907228e-18
2009,supervised,2009-05-01T00:00:00+01:00,2009-05-04T00:00:00+01:00,-0.008867379342585883,-0.008867379474720133,-0.00884979214161132,-0.0003364520939395432,0.00040606357536739334,-0.009592307810918244,-0.00888918413157832,-0.00922869797072647,-0.009638610332085832,1.214306433183765e-17
2009,supervised,2009-05-04T00:00:00+01:00,2009-05-05T00:00:00+01:00,-0.0023781005062076537,-0.002378100541644113,-0.002418548288812967,3.854410978783043e-05,0.00024433616346781394,-0.0026243403424929257,-0.0024214777009619742,-0.0023828408907889463,-0.0026277899602453096,2.47198095326695e-17
2009,supervised,2009-05-05T00:00:00+01:00,2009-05-06T00:00:00+01:00,-0.0022153275202380814,-0.002215327553249034,-0.002182873427437871,5.495675991511125e-06,0.00017288442907114802,-0.0023502621805175927,-0.0021852593684084133,-0.0021797516849752976,-0.00235302838172484,-8.500145032286355e-17
2009,supervised,2009-05-06T00:00:00+01:00,2009-05-07T00:00:00+01:00,0.0024150029570539477,0.0024150029930402953,0.002403357915494066,8.041885614476937e-06,0.00030823172316802433,0.0021031680779406425,0.002400474469902837,0.0024084970421465483,0.002100959516067704,1.240327285323417e-16
2009,supervised,2009-05-07T00:00:00+01:00,2009-05-08T00:00:00+01:00,-0.007336465641454956,-0.007336465750776813,-0.007237427048990929,2.9346701083653588e-05,0.0002281627854897765,-0.00743624313339708,-0.007263744280377845,-0.007234184073196308,-0.00746402982747884,-2.862293735361732e-17
2009,supervised,2009-05-08T00:00:00+01:00,2009-05-11T00:00:00+01:00,0.00969550242436998,0.009695502568844227,0.009905893357230782,0.0002271470985141951,0.0002968658119187579,0.009836174643826023,0.0098571516182871,0.010082045401935923,0.009788114373841873,-1.960237527853792e-16
2009,supervised,2009-05-11T00:00:00+01:00,2009-05-12T00:00:00+01:00,0.009515408070826369,0.009515408212616996,0.009575544589651644,0.00012789293551218787,0.0002504333624183647,0.009453004162745415,0.009529989640644403,0.009656661523842291,0.009408604108842573,-5.204170427930421e-17
2009,supervised,2009-05-12T00:00:00+01:00,2009-05-13T00:00:00+01:00,0.01680901621616156,0.01680901646663542,0.017232822796674072,-6.199117889062699e-05,0.00028360562602399033,0.016887225991759403,0.01708602183590803,0.017025078985382476,0.016746222020802875,-5.551115123125783e-17
2009,supervised,2009-05-13T00:00:00+01:00,2009-05-14T00:00:00+01:00,0.010486819842637024,0.010486819998902816,0.010359618925031334,1.3264625015786878e-05,0.00025725912857746435,0.010115624421469516,0.010306325821054665,0.010319454352416168,0.010064803926093194,-1.4051260155412137e-16
2009,supervised,2009-05-14T00:00:00+01:00,2009-05-15T00:00:00+01:00,0.005325460106236791,0.005325460185592329,0.005445775747152439,-0.00012994501002041315,0.00023432922430435176,0.005081501512827602,0.005431001125653312,0.0053017515818165216,0.005068634255597865,-7.112366251504909e-17
2009,supervised,2009-05-15T00:00:00+01:00,2009-05-18T00:00:00+01:00,0.00784824354003768,0.007848243656985627,0.007645943617575441,-3.591597752106161e-06,0.0003898872839366154,0.007252464735886699,0.007616861536572028,0.007613297185248314,0.007226292081497411,-1.9949319973733282e-17
2009,supervised,2009-05-18T00:00:00+01:00,2009-05-19T00:00:00+01:00,0.00017241224591276196,0.00017241224848190447,0.00017327480034167722,-4.252532314428713e-06,0.0003228665961651787,-0.00015384432813791982,0.0001732597899973784,0.00016900798537307238,-0.00015385616339044314,1.0354130747236567e-17
2009,supervised,2009-05-19T00:00:00+01:00,2009-05-20T00:00:00+01:00,-0.01578944075872042,-0.01578944099400142,-0.015847574836826778,2.1361179223745207e-05,0.00022787114450679527,-0.01605408480210979,-0.015974490305099714,-0.015952785387388698,-0.01618434767025863,3.8163916471489756e-17
2009,supervised,2009-05-20T00:00:00+01:00,2009-05-21T00:00:00+01:00,-0.005264933879887595,-0.005264933958341223,-0.005285608421869707,-7.411406456815829e-05,0.0001499482973311225,-0.005509670783769072,-0.0052996266685252525,-0.005374137328443211,-0.005524905002630041,-8.326672684688674e-17
2009,supervised,2009-05-21T00:00:00+01:00,2009-05-22T00:00:00+01:00,-0.005141779390391213,-0.005141779467009697,-0.005063576144415558,2.950113103577922e-05,0.00027665631620455214,-0.005310731329584262,-0.005076439487484728,-0.005046788654563098,-0.005324883390645439,6.938893903907228e-17
2009,supervised,2009-05-22T00:00:00+01:00,2009-05-25T00:00:00+01:00,0.0006428855278127834,0.0006428855373925241,0.0006380372728729614,-9.879017649814744e-05,0.00038765430454348356,0.0001515927918311899,0.0006378338136306273,0.0005391017549069686,0.00015158130280501,-1.404583914454971e-16
2009,supervised,2009-05-25T00:00:00+01:00,2009-05-26T00:00:00+01:00,0.0025447601599043503,0.002544760197824232,0.0025302806874316314,7.510391268496028e-05,0.0002879564658273864,0.0023174281342890346,0.0025270849169154942,0.0026019964693059527,0.0023147470390749475,-1.704365815147213e-16
2009,supervised,2009-05-26T00:00:00+01:00,2009-05-27T00:00:00+01:00,0.005271368948561829,0.005271369027111348,0.005276522105666759,-6.378858266656533e-05,0.00019958027000562857,0.005013153252994451,0.005262650039015271,0.005199194258279926,0.0050006292393192115,-1.1362438767648086e-16
2009,supervised,2009-05-27T00:00:00+01:00,2009-05-28T00:00:00+01:00,-0.0025144143006143233,-0.0025144143380820203,-0.0024615824558664734,-6.746758511483786e-05,0.0002199829852841472,-0.0027490330262653906,-0.002464617131051699,-0.00253225349029847,-0.0027528185568458626,6.808789643208968e-17
