decision_index,decision_timestamp,target_timestamp,pair,state,score,score_changed,rank,target_weight,previous_weight,marked_exposure_jpy,signed_trade_jpy,signed_target_change_jpy,signed_drift_jpy,traded_notional_jpy,spread_jpy,commission_jpy,trading_cost_jpy,overnight_jpy,cost_jpy,cost_ratio,price_simple_contribution,carry_simple_contribution,gross_simple_contribution,net_simple_contribution,fold,era,policy
49,2009-06-11T00:00:00+01:00,2009-06-12T00:00:00+01:00,JPY/AUD,inactive,0.05763599829218397,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2009,2009-2018,reversal
49,2009-06-11T00:00:00+01:00,2009-06-12T00:00:00+01:00,JPY/CHF,inactive,0.023943773911386832,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
49,2009-06-11T00:00:00+01:00,2009-06-12T00:00:00+01:00,JPY/CAD,inactive,0.03463454417173713,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
49,2009-06-11T00:00:00+01:00,2009-06-12T00:00:00+01:00,JPY/NZD,retained,0.05798252521710124,True,8,0.800000011920929,0.800000011920929,831029.2719154943,-1283.0658331090817,0.0,-1283.0658331090817,1283.0658331090817,0.05132263332436327,0.0,0.05132263332436327,16.594924121647708,16.646246754972072,1.6049482968162125e-05,-0.0028856275598032576,-5.503365064630237e-05,-0.00294066121044956,-0.002956710693417722,2009,2009-2018,reversal
49,2009-06-11T00:00:00+01:00,2009-06-12T00:00:00+01:00,JPY/NOK,retained,-0.002323047522401777,True,2,-0.800000011920929,-0.800000011920929,-834943.7090569765,5197.502974591218,0.0,5197.502974591218,5197.502974591218,0.3118501784754731,0.0,0.3118501784754731,16.594924121647708,16.906774300123182,1.630067066591693e-05,0.0015474748214663937,4.965718518399397e-05,0.0015971320066503877,0.0015808313359844707,2009,2009-2018,reversal
49,2009-06-11T00:00:00+01:00,2009-06-12T00:00:00+01:00,JPY/SEK,inactive,-0.0019461005138280366,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/USD,retained,0.008883529441796208,True,1,-0.800000011920929,-0.800000011920929,-823504.2956087746,-11105.480327398516,0.0,-11105.480327398516,11105.480327398516,0.16658220491097775,0.0,0.16658220491097775,50.0765865561704,50.24316876108138,4.815967505619564e-05,-0.004506302532446868,-2.9755713000330335e-05,-0.004536058245447198,-0.004584217920503394,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/EUR,inactive,0.03871543499297994,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/GBP,retained,0.0908852119523983,True,9,0.800000011920929,0.800000011920929,831075.8261356265,3533.9498005466303,0.0,3533.9498005466303,3533.9498005466303,0.10601849401639891,0.0,0.10601849401639891,50.0765865561704,50.182605050186794,4.81016228132977e-05,0.01139560390357675,-6.22971769816558e-05,0.011333306726595094,0.011285205103781797,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/AUD,entry,0.07662262114614318,True,8,0.800000011920929,0.0,0.0,834609.7759361732,834609.7759361732,0.0,834609.7759361732,25.038293278085195,0.0,25.038293278085195,50.0765865561704,75.11487983425559,7.200000107288362e-05,0.024656598972788827,-0.00016944998853980504,0.024487148984249023,0.02441514898317614,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/CHF,inactive,0.035370675803078275,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/CAD,inactive,0.050109230773081374,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/NZD,exit,0.07647894486049435,True,7,0.0,0.800000011920929,826753.2829770914,-826753.2829770914,-834609.7759361732,7856.492959081777,826753.2829770914,33.07013131908366,0.0,33.07013131908366,0.0,33.07013131908366,3.169877254291453e-05,0.0,-0.0,0.0,-3.169877254291453e-05,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/NOK,exit,0.028449060053488975,True,3,0.0,-0.800000011920929,-828141.1919036522,828141.1919036522,834609.7759361732,-6468.584032521001,828141.1919036522,49.68847151421913,0.0,49.68847151421913,0.0,49.68847151421913,4.762798010497781e-05,0.0,-0.0,0.0,-4.762798010497781e-05,2009,2009-2018,reversal
50,2009-06-12T00:00:00+01:00,2009-06-15T00:00:00+01:00,JPY/SEK,entry,0.025849779025431393,True,2,-0.800000011920929,0.0,0.0,-834609.7759361732,-834609.7759361732,0.0,834609.7759361732,50.07658655617039,0.0,50.07658655617039,50.0765865561704,100.1531731123408,9.60000014305115e-05,-0.022005953409713744,-2.0268640241029548e-05,-0.022026222049954775,-0.022122222051385285,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/USD,exit,0.013990429546925084,True,3,0.0,-0.800000011920929,-839311.0310497516,839311.0310497516,842049.977697287,-2738.9466475354275,839311.0310497516,12.589665465746274,0.0,12.589665465746274,0.0,12.589665465746274,1.1960967625959926e-05,0.0,0.0,0.0,-1.1960967625959926e-05,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/EUR,inactive,0.023968453077196448,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/GBP,retained,0.07887098620956866,True,9,0.800000011920929,0.800000011920929,846498.3787847961,-4448.401087509119,0.0,-4448.401087509119,4448.401087509119,0.13345203262527358,0.0,0.13345203262527358,16.840999553945743,16.974451586571018,1.6126787995106193e-05,0.006013721046653671,-2.0627989270602957e-05,0.0059930930573830685,0.005976966269387963,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/AUD,exit,0.04925417457560996,True,7,0.0,0.800000011920929,860333.0737329003,-860333.0737329003,-842049.977697287,-18283.09603561333,860333.0737329003,25.80999221198701,0.0,25.80999221198701,0.0,25.80999221198701,2.4521102813557162e-05,0.0,-0.0,0.0,-2.4521102813557162e-05,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/CHF,inactive,0.025970554655636833,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/CAD,inactive,0.0388906783896088,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/NZD,entry,0.053210290362194414,True,8,0.800000011920929,0.0,0.0,842049.977697287,842049.977697287,0.0,842049.977697287,33.681999107891485,0.0,33.681999107891485,16.840999553945743,50.52299866183723,4.8000000715255743e-05,0.0121506152671011,-5.6071769329146184e-05,0.012094543497771953,0.012046543497056698,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/NOK,entry,0.00971462199201321,True,2,-0.800000011920929,0.0,0.0,-842049.977697287,-842049.977697287,0.0,842049.977697287,50.52299866183722,0.0,50.52299866183722,16.840999553945743,67.36399821578297,6.400000095367432e-05,-0.005601146858248329,5.0101770696677606e-05,-0.005551045087551651,-0.005615045088505325,2009,2009-2018,reversal
51,2009-06-15T00:00:00+01:00,2009-06-16T00:00:00+01:00,JPY/SEK,retained,0.0055651464885163,True,1,-0.800000011920929,-0.800000011920929,-857567.7553997514,15517.777702464373,0.0,15517.777702464373,15517.777702464373,0.9310666621478624,0.0,0.9310666621478624,16.840999553945743,17.772066216093606,1.6884571654065887e-05,-0.00970362823708838,-6.6550984122576765e-06,-0.009710283335500638,-0.009727167907154704,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/USD,entry,0.011778915954895166,True,1,-0.800000011920929,0.0,0.0,-844277.0438567261,-844277.0438567261,0.0,844277.0438567261,12.664155657850893,0.0,12.664155657850893,16.885540877134524,29.549696534985415,2.8000000417232515e-05,-0.0063505507793036745,-9.941308307263142e-06,-0.006360492087610937,-0.00638849208802817,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/EUR,inactive,0.029216443818365207,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/GBP,retained,0.0906395211211198,True,9,0.800000011920929,0.800000011920929,848379.7946944808,-4102.750837754691,0.0,-4102.750837754691,4102.750837754691,0.12308252513264073,0.0,0.12308252513264073,16.885540877134524,17.008623402267165,1.6116627857622307e-05,0.006624566777276352,-2.0643622402722042e-05,0.00660392315487363,0.006587806527016007,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/AUD,inactive,0.0626451643431105,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/CHF,inactive,0.02857228782847201,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/CAD,inactive,0.04635194372652599,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/NZD,retained,0.07161835606357846,True,8,0.800000011920929,0.800000011920929,854839.2591500503,-10562.215293324203,0.0,-10562.215293324203,10562.215293324203,0.42248861173296814,0.0,0.42248861173296814,16.885540877134524,17.308029488867493,1.64003319741707e-05,0.003059184117923756,-5.5444086959394756e-05,0.0030037400309643613,0.0029873396989901907,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/NOK,exit,0.028062287591534108,True,3,0.0,-0.800000011920929,-847945.5345932704,847945.5345932704,844277.0438567261,3668.4907365442486,847945.5345932704,50.87673207559622,0.0,50.87673207559622,0.0,50.87673207559622,4.8208566800593856e-05,0.0,-0.0,0.0,-4.8208566800593856e-05,2009,2009-2018,reversal
52,2009-06-16T00:00:00+01:00,2009-06-17T00:00:00+01:00,JPY/SEK,retained,0.02280782436800578,True,2,-0.800000011920929,-0.800000011920929,-852263.6524708702,7986.608614144032,0.0,7986.608614144032,7986.608614144032,0.47919651684864195,0.0,0.47919651684864195,16.885540877134524,17.364737393983166,1.6454065905584154e-05,-0.005838504663073298,-6.623330273293169e-06,-0.005845127993346591,-0.005861582059252175,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/USD,retained,-0.0027120298163048765,True,2,-0.800000011920929,-0.800000011920929,-850979.0740553738,9001.111822817824,0.0,9001.111822817824,9001.111822817824,0.13501667734226735,0.0,0.13501667734226735,16.83955924465112,16.974575921993388,1.6128285476665116e-05,0.006875856651511674,-9.778243010170897e-06,0.006866078408501503,0.006849950123024837,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/EUR,inactive,0.018922287502524393,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/GBP,retained,0.07024945266136706,True,9,0.800000011920929,0.800000011920929,851268.2558219868,-9290.293589430861,0.0,-9290.293589430861,9290.293589430861,0.27870880768292583,0.0,0.27870880768292583,16.83955924465112,17.118268052334045,1.6264813641464898e-05,-0.005811974382856054,-2.0325338945354523e-05,-0.0058322997218014086,-0.005848564535442874,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/AUD,inactive,0.03864715025158256,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/CHF,inactive,0.019944816875162977,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/CAD,inactive,0.029253941216250214,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/NZD,retained,0.05842124112604349,True,8,0.800000011920929,0.800000011920929,847505.5424632353,-5527.580230679363,0.0,-5527.580230679363,5527.580230679363,0.22110320922717455,0.0,0.22110320922717455,16.83955924465112,17.060662453878294,1.621008004804742e-05,-0.01738622282043628,-5.4032513658444975e-05,-0.017440255334094726,-0.017456465414142773,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/NOK,inactive,0.010797881730332987,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2009,2009-2018,reversal
53,2009-06-17T00:00:00+01:00,2009-06-18T00:00:00+01:00,JPY/SEK,retained,-0.0028659056262888656,True,1,-0.800000011920929,-0.800000011920929,-850438.6880867645,8460.725854208576,0.0,8460.725854208576,8460.725854208576,0.5076435512525146,0.0,0.5076435512525146,16.83955924465112,17.347202795903634,1.6482334533697228e-05,0.00013117029729341244,-6.574264451701114e-06,0.00012459603284171132,0.0001081136983080141,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/USD,retained,0.015234007907058715,True,2,-0.800000011920929,-0.800000011920929,-834741.3126253368,6527.135622131638,0.0,6527.135622131638,6527.135622131638,0.09790703433197458,0.0,0.09790703433197458,16.564283540064103,16.662190574396078,1.6094571945602023e-05,0.0015709172388812908,-9.843646372792367e-06,0.0015610735925084985,0.0015449790205628964,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/EUR,inactive,0.0452687668237972,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/GBP,retained,0.09096578675737192,True,8,0.800000011920929,0.800000011920929,835861.0193894244,-7646.842386219185,0.0,-7646.842386219185,7646.842386219185,0.22940527158657556,0.0,0.22940527158657556,16.564283540064103,16.79368881165068,1.6221590528828778e-05,-0.00940582726102938,-2.023336289633841e-05,-0.009426060623925718,-0.009442282214454548,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/AUD,inactive,0.0818839369444449,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/CHF,inactive,0.04647818191511588,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/CAD,inactive,0.048225337106410464,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/NZD,retained,0.1044612350216824,True,9,0.800000011920929,0.800000011920929,823679.4419286351,4534.735074570053,0.0,4534.735074570053,4534.735074570053,0.18138940298280215,0.0,0.18138940298280215,16.564283540064103,16.745672943046905,1.617521038161323e-05,-0.007138956329381517,-5.473999616686848e-05,-0.007193696325548385,-0.007209871535929999,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/NOK,inactive,0.03455135035594467,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2009,2009-2018,reversal
54,2009-06-18T00:00:00+01:00,2009-06-19T00:00:00+01:00,JPY/SEK,retained,0.015200624957322214,True,1,-0.800000011920929,-0.800000011920929,-841839.9091100876,13625.73210688238,0.0,13625.73210688238,13625.73210688238,0.8175439264129428,0.0,0.8175439264129428,16.564283540064103,17.381827466477045,1.6789693495352173e-05,-0.002764282579551183,-6.598062694524495e-06,-0.0027708806422457074,-0.0027876703357410594,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/USD,retained,0.004007617021264331,True,2,-0.800000011920929,-0.800000011920929,-826587.857117264,13194.444492633571,0.0,13194.444492633571,13194.444492633571,0.19791666738950356,0.0,0.19791666738950356,48.80360475747783,49.001521424867335,4.819465847103969e-05,-0.007595231634063495,-2.986996106299287e-05,-0.0076251015951264885,-0.007673296253597528,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/EUR,inactive,0.03215520630357242,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/GBP,retained,0.07862093296228989,True,8,0.800000011920929,0.800000011920929,818476.6277932712,-5083.215168640832,0.0,-5083.215168640832,5083.215168640832,0.152496455059225,0.0,0.152496455059225,48.80360475747783,48.95610121253705,4.81499861515425e-05,0.016545334900631172,-6.2692562040528e-05,0.016482642338590644,0.0164344923524391,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/AUD,inactive,0.054525414054437525,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/CHF,inactive,0.033167735389125916,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/CAD,inactive,0.027213160169591327,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/NZD,retained,0.08096868780601038,True,9,0.800000011920929,0.800000011920929,820823.4460620849,-7430.033437454491,0.0,-7430.033437454491,7430.033437454491,0.2972013374981797,0.0,0.2972013374981797,48.80360475747783,49.10080609497601,4.82923083118642e-05,0.027038759496194678,-0.00017129898936749192,0.026867460506827187,0.026819168198515323,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/NOK,inactive,0.006881186916089616,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2009,2009-2018,reversal
55,2009-06-19T00:00:00+01:00,2009-06-22T00:00:00+01:00,JPY/SEK,retained,-0.02718772001283177,True,1,-0.800000011920929,-0.800000011920929,-831075.9494875955,17682.53686296509,0.0,17682.53686296509,17682.53686296509,1.0609522117779056,0.0,1.0609522117779056,48.80360475747783,49.86455696925573,4.9043483203429707e-05,-0.013247467480997184,-2.005267757429407e-05,-0.013267520158571479,-0.013316563641774908,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/USD,exit,-0.0027817121672452094,True,3,0.0,-0.800000011920929,-821115.8017326896,821115.8017326896,831502.6414178687,-10386.83968517906,821115.8017326896,12.316737025990344,0.0,12.316737025990344,0.0,12.316737025990344,1.1850100380700337e-05,0.0,0.0,0.0,-1.1850100380700337e-05,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/EUR,inactive,0.014248099514279211,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/GBP,retained,0.05182426897218915,True,9,0.800000011920929,0.800000011920929,830215.7453962603,1286.8960216083797,0.0,1286.8960216083797,1286.8960216083797,0.03860688064825139,0.0,0.03860688064825139,16.630052828357375,16.668659709005627,1.6037144443909215e-05,0.0016323305693070386,-2.0515858084668607e-05,0.0016118147112223699,0.0015957775667784606,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/AUD,inactive,0.013747280062972586,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/CHF,inactive,0.01798601744536099,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/CAD,inactive,-0.0003245770472732266,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/NZD,retained,0.04252142653915949,True,8,0.800000011920929,0.800000011920929,840884.8482896591,-9382.206871790462,0.0,-9382.206871790462,9382.206871790462,0.37528827487161853,0.0,0.37528827487161853,16.630052828357375,17.005341103228993,1.636107019708898e-05,-0.005025563263191088,-5.488590714020546e-05,-0.005080449170331293,-0.005096810240528382,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/NOK,entry,-0.020714188191304723,True,2,-0.800000011920929,0.0,0.0,-831502.6414178687,-831502.6414178687,0.0,831502.6414178687,49.89015848507212,0.0,49.89015848507212,16.630052828357375,66.5202113134295,6.400000095367432e-05,0.003649507120285705,4.952645605198522e-05,0.0036990335763376903,0.003635033575384016,2009,2009-2018,reversal
56,2009-06-22T00:00:00+01:00,2009-06-23T00:00:00+01:00,JPY/SEK,retained,-0.044651773826402966,True,1,-0.800000011920929,-0.800000011920929,-826862.6659026755,-4639.9755151931895,0.0,-4639.9755151931895,4639.9755151931895,0.2783985309115914,0.0,0.2783985309115914,16.630052828357375,16.908451359268966,1.6267851255305627e-05,0.005580970760589255,-6.529471571180874e-06,0.0055744412890180745,0.005558173437762769,2009,2009-2018,reversal
57,2009-06-23T00:00:00+01:00,2009-06-24T00:00:00+01:00,JPY/USD,inactive,0.0021891307599561445,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2009,2009-2018,reversal
57,2009-06-23T00:00:00+01:00,2009-06-24T00:00:00+01:00,JPY/EUR,inactive,0.023993138507244615,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
57,2009-06-23T00:00:00+01:00,2009-06-24T00:00:00+01:00,JPY/GBP,retained,0.04511779859845514,True,8,0.800000011920929,0.800000011920929,833199.2503676446,3026.5956590760034,0.0,3026.5956590760034,3026.5956590760034,0.0907978697722801,0.0,0.0907978697722801,16.724516920534413,16.815314790306694,1.6086864686875126e-05,-0.005483393620151558,-2.0333748182282333e-05,-0.005503727368333841,-0.005519814233020716,2009,2009-2018,reversal
57,2009-06-23T00:00:00+01:00,2009-06-24T00:00:00+01:00,JPY/AUD,inactive,0.025393939343994452,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2009,2009-2018,reversal
57,2009-06-23T00:00:00+01:00,2009-06-24T00:00:00+01:00,JPY/CHF,inactive,0.03320142620762166,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009-2018,reversal
57,2009-06-23T00:00:00+01:00,2009-06-24T00:00:00+01:00,JPY/CAD,entry,-0.006334690237945794,True,2,-0.800000011920929,0.0,0.0,-836225.8460267206,-836225.8460267206,0.0,836225.8460267206,29.26790461093522,0.0,29.26790461093522,16.724516920534413,45.99242153146963,4.400000065565109e-05,0.0033077202795629974,-6.0243033559730686e-06,0.0033016959762070244,0.0032576959755513733,2009,2009-2018,reversal
57,2009-06-23T00:00:00+01:00,2009-06-24T00:00:00+01:00,JPY/NZD,retained,0.054135057881060065,True,9,0.800000011920929,0.800000011920929,826279.1800857594,9946.665940961218,0.0,9946.665940961218,9946.665940961218,0.39786663763844876,0.0,0.39786663763844876,16.724516920534413,17.12238355817286,1.6380631040929708e-05,-0.007590893309001738,-5.4708793942522097e-05,-0.00764560210294426,-0.00766198273398519,2009,2009-2018,reversal
