decision_index,decision_timestamp,target_timestamp,state,score_correlation,score_correlation_status,rank_correlation,rank_correlation_status,score_changed_pairs,original_rank_churn,rank_churn,membership_exit_rate,entries,exits,reversals,bottom_boundary_gap,top_boundary_gap,weight_turnover,traded_notional_jpy,traded_notional_over_equity,spread_jpy,commission_jpy,trading_cost_jpy,overnight_jpy,cost_jpy,cost_ratio,cost_residual_ratio,price_simple_return,carry_simple_return,gross_simple_return,net_simple_return,fold,era,policy
10,2009-04-17T00:00:00+01:00,2009-04-20T00:00:00+01:00,membership_changed,0.19541665626467808,defined,-0.11666666666666665,defined,9.0,0.3888888888888889,0.3888888888888889,0.75,1,1,2,0.00023698312507316154,0.0012596399115020326,4.800000071525574,4748283.710829085,4.83138186061086,118.85299390448675,0.0,118.85299390448675,188.69766712020254,307.5506610246893,0.00031293300387775597,0.0,-0.02945235581634365,0.000382845124476709,-0.02906951069186694,-0.02938244369574483,2009,2009-2018,supervised
11,2009-04-20T00:00:00+01:00,2009-04-21T00:00:00+01:00,membership_changed,0.11379395931640186,defined,0.19999999999999998,defined,9.0,0.3611111111111111,0.3611111111111111,1.0,4,4,0,0.001513418367587789,0.0004842322966038329,6.400000095367432,6294852.348056773,6.598908545108482,212.0329776719713,0.0,212.0329776719713,61.051089513508266,273.08406718547957,0.0002862746709284669,0.0,0.012283421844644787,9.645305578007651e-05,0.012379874900424864,0.01209360022949646,2009,2009-2018,supervised
12,2009-04-21T00:00:00+01:00,2009-04-22T00:00:00+01:00,membership_changed,0.14493892944808878,defined,0.33333333333333337,defined,9.0,0.3055555555555556,0.3055555555555556,0.75,3,3,0,0.00014005691315441444,0.0043851413592027565,4.800000071525574,4606264.353362039,4.771058498351042,180.07428162461818,0.0,180.07428162461818,61.78941698365984,241.86369860827804,0.0002505166369458135,0.0,-0.013816201237956162,-4.281148472796365e-05,-0.013859012722684125,-0.014109529359629946,2009,2009-2018,supervised
13,2009-04-22T00:00:00+01:00,2009-04-23T00:00:00+01:00,membership_changed,-0.7717308183005456,defined,-0.5333333333333333,defined,9.0,0.4722222222222222,0.4722222222222222,1.0,2,2,2,0.0028699284748371265,0.0004619258497375687,6.400000095367432,6156883.289458336,6.4684188686946555,253.36583412161002,0.0,253.36583412161002,60.917597390614475,314.2834315122245,0.0003301860345464868,0.0,0.002603959276633804,-4.592501616119223e-06,0.0025993667750176842,0.0022691807404711106,2009,2009-2018,supervised
14,2009-04-23T00:00:00+01:00,2009-04-24T00:00:00+01:00,membership_changed,0.6152078222812254,defined,0.43333333333333335,defined,9.0,0.25,0.25,0.25,1,1,0,0.0002943928106088657,0.0004085844981278645,1.600000023841858,1545065.047868198,1.619569561852824,73.20485438333833,0.0,73.20485438333833,61.05583042936904,134.26068481270735,0.00014073486341315884,-2.710505431213761e-20,0.010508614298427322,5.44843445716675e-05,0.01056309864299899,0.01042236377958572,2009,2009-2018,supervised
15,2009-04-24T00:00:00+01:00,2009-04-27T00:00:00+01:00,membership_changed,-0.45852301009379726,defined,-0.5666666666666667,defined,9.0,0.5,0.5,1.0,3,3,1,0.00048026584997965535,0.0013487456082026464,6.400000095367432,6116397.588688245,6.345204103433959,252.30810172570546,0.0,252.30810172570546,185.07652951490587,437.3846312406114,0.00045374662400291747,5.421010862427522e-20,0.009508791304435289,-0.0002699927830514361,0.00923879852138385,0.00878505189738088,2009,2009-2018,supervised
16,2009-04-27T00:00:00+01:00,2009-04-28T00:00:00+01:00,membership_changed,0.46356164393887084,defined,0.75,defined,9.0,0.16666666666666666,0.16666666666666666,0.5,2,2,0,0.0003980051055789812,0.0003477465722593921,3.200000047683716,3144091.234473595,3.2333028831958597,145.5088711131576,0.0,145.5088711131576,62.234145477227166,207.74301659038477,0.00021363759649867676,2.710505431213761e-20,0.009025896626312426,-8.95206894152743e-05,0.008936375936897153,0.008722738340398495,2009,2009-2018,supervised
17,2009-04-28T00:00:00+01:00,2009-04-29T00:00:00+01:00,membership_changed,0.8115470192164295,defined,0.3,defined,9.0,0.3333333333333333,0.3333333333333333,0.75,3,3,0,0.0004166344626576712,0.0025876827753133352,4.800000071525574,4699605.718647855,4.791162077879328,164.48639348769535,0.0,164.48639348769535,62.776997644063314,227.26339113175868,0.00023169087078096816,0.0,0.010319597672858827,7.224244703715932e-05,0.010391840119895988,0.010160149249115014,2009,2009-2018,supervised
18,2009-04-29T00:00:00+01:00,2009-04-30T00:00:00+01:00,membership_changed,-0.5369288856195832,defined,-0.65,defined,9.0,0.4722222222222222,0.4722222222222222,1.0,2,2,2,0.0011072245359894585,0.00027752082878776743,6.400000095367432,6234314.586019924,6.291843629160667,229.9885397170853,0.0,229.9885397170853,63.41482130953834,293.40336102662366,0.00029611083020887987,-1.0842021724855044e-19,-0.00969351953812116,-0.00011944478974136431,-0.009812964327862526,-0.010109075158071357,2009,2009-2018,supervised
19,2009-04-30T00:00:00+01:00,2009-05-01T00:00:00+01:00,membership_changed,-0.605168162520903,defined,-0.6666666666666667,defined,9.0,0.5,0.5,1.0,3,3,1,0.0012326763863328306,0.0010792981361819219,6.400000095367432,6271451.817399457,6.393960583791736,227.26006044993468,0.0,227.26006044993468,62.77375611478455,290.03381656471925,0.00029569944010994194,0.0,0.008201079254604761,5.3093103168336383e-05,0.008254172357773096,0.007958472917663162,2009,2009-2018,supervised
20,2009-05-01T00:00:00+01:00,2009-05-04T00:00:00+01:00,membership_changed,-0.5663405066409748,defined,-0.6833333333333333,defined,9.0,0.5277777777777778,0.5277777777777778,1.0,2,2,2,0.00045779664608097605,0.002753059357310156,6.400000095367432,6274593.395022316,6.346653857266415,211.633076006743,0.0,211.633076006743,189.82001805829216,401.45309406503515,0.0004060635753673933,-5.421010862427522e-20,-0.00884979214161132,-0.0003364520939395432,-0.009186244235550863,-0.009592307810918244,2009,2009-2018,supervised
