decision_index,decision_timestamp,target_timestamp,state,score_correlation,score_correlation_status,rank_correlation,rank_correlation_status,score_changed_pairs,original_rank_churn,rank_churn,membership_exit_rate,entries,exits,reversals,bottom_boundary_gap,top_boundary_gap,weight_turnover,traded_notional_jpy,traded_notional_over_equity,spread_jpy,commission_jpy,trading_cost_jpy,overnight_jpy,cost_jpy,cost_ratio,cost_residual_ratio,price_simple_return,carry_simple_return,gross_simple_return,net_simple_return,fold,era,policy
194,2009-12-31T00:00:00+00:00,2010-01-01T00:00:00+00:00,membership_retained,0.9913954780970277,defined,0.9833333333333333,defined,9.0,0.027777777777777776,0.027777777777777776,0.0,0,0,0,0.00036252995785919506,0.00858151060572275,0.0,15711.024734229897,0.014823992597000766,0.5400713781996788,0.0,0.5400713781996788,67.8296074012713,68.36967877947097,6.450958032533943e-05,0.0,0.003878592115325376,-5.772749004306592e-05,0.00382086462528231,0.0037563550449570826,2009,2009-2018,reversal
0,2010-03-31T00:00:00+01:00,2010-04-01T00:00:00+01:00,initial_entry,,initial_decision,,initial_decision,,,,,4,0,0,0.0002956287339954582,0.0002016782178866053,3.200000047683716,3200000.047683716,3.200000047683716,116.0000017285347,0.0,116.0000017285347,64.00000095367432,180.00000268220901,0.000180000002682209,0.0,-0.011370669799941419,4.532506616529271e-05,-0.011325344733776126,-0.011505344736458256,2010,2009-2018,supervised
1,2010-04-01T00:00:00+01:00,2010-04-02T00:00:00+01:00,membership_changed,-0.16001334031262274,defined,-0.2333333333333333,defined,9.0,0.3888888888888889,0.3888888888888889,1.0,2,2,2,7.124483345948701e-05,1.4042999793391006e-06,6.400000095367432,6339774.952347267,6.413565231323406,261.32661491059184,0.0,261.32661491059184,63.26365887956864,324.5902737901605,0.00032836826386645635,0.0,-0.0019471501418172618,-3.509868603594944e-05,-0.001982248827853211,-0.0023106170917197577,2010,2009-2018,supervised
2,2010-04-02T00:00:00+01:00,2010-04-05T00:00:00+01:00,membership_changed,0.34368412440928364,defined,0.43333333333333335,defined,9.0,0.3055555555555556,0.3055555555555556,0.75,3,3,0,0.00017133966462704996,9.048575902385897e-05,4.800000071525574,4731856.944410728,4.7980186340413145,165.61753261342636,0.0,165.61753261342636,189.35244236423034,354.9699749776567,0.0003599332301200992,0.0,0.000313470667222373,-0.00043089030003789304,-0.00011741963281552015,-0.0004773528629355983,2010,2009-2018,supervised
3,2010-04-05T00:00:00+01:00,2010-04-06T00:00:00+01:00,membership_changed,0.09212022705599775,defined,0.06666666666666667,defined,9.0,0.3611111111111111,0.3611111111111111,0.75,3,3,0,0.00048466933029427643,0.0007502357520573549,4.800000071525574,4739834.743546847,4.808403285299116,173.79566803922768,0.0,173.79566803922768,63.08735147792131,236.88301951714897,0.00024030987384709776,0.0,-0.009106970560441505,-1.8333344544987114e-05,-0.00912530390498649,-0.009365613778833604,2010,2009-2018,supervised
4,2010-04-06T00:00:00+01:00,2010-04-07T00:00:00+01:00,membership_changed,0.5888096681262607,defined,0.6,defined,9.0,0.19444444444444445,0.19444444444444445,0.5,2,2,0,0.00027022745733860487,0.0002118260940555126,3.200000047683716,3180616.443191575,3.257133700979146,84.16662332202837,0.0,84.16662332202837,62.49649970964958,146.66312303167797,0.00015019145164136226,2.710505431213761e-20,-0.005915772071223365,-1.0683755978448504e-05,-0.005926455827201815,-0.006076647278843161,2010,2009-2018,supervised
5,2010-04-07T00:00:00+01:00,2010-04-08T00:00:00+01:00,membership_changed,0.6436147540812761,defined,0.6166666666666666,defined,9.0,0.2222222222222222,0.2222222222222222,0.5,2,2,0,0.0007074049841759941,0.0006553232714402208,3.200000047683716,3144030.249737266,3.239351737957078,110.1594185580393,0.0,110.1594185580393,62.11673052475171,172.27614908279102,0.00017749926006167623,0.0,0.0013653756347649106,-9.617964243667253e-05,0.001269195992328238,0.0010916967322665005,2010,2009-2018,supervised
6,2010-04-08T00:00:00+01:00,2010-04-09T00:00:00+01:00,membership_changed,0.09521682117547317,defined,-0.2333333333333333,defined,9.0,0.4722222222222222,0.4722222222222222,0.75,3,3,0,0.00023515083675999283,3.053512176739168e-05,4.800000071525574,4658711.5946096275,4.794721185739188,170.84823505286084,0.0,170.84823505286084,62.18454315648466,233.0327782093455,0.000239836095444246,0.0,0.0012393764910185168,-5.71470069819576e-06,0.0012336617903203205,0.0009938256948760493,2010,2009-2018,supervised
7,2010-04-09T00:00:00+01:00,2010-04-12T00:00:00+01:00,membership_changed,0.2675640743286813,defined,0.25,defined,9.0,0.3611111111111111,0.3611111111111111,1.0,4,4,0,0.0004655940942016634,1.7628302611003097e-05,6.400000095367432,6207888.801147014,6.382782750555763,228.97560857456776,0.0,228.97560857456776,186.73903125989307,415.71463983446085,0.00042742650799393095,5.421010862427522e-20,0.0119837443160019,-0.000298063175910086,0.011685681140091813,0.011258254632097842,2010,2009-2018,supervised
8,2010-04-12T00:00:00+01:00,2010-04-13T00:00:00+01:00,membership_changed,-0.4889620611302782,defined,-0.5833333333333334,defined,9.0,0.5,0.5,1.0,2,2,2,0.00019267966214159054,0.00045336297919919483,6.400000095367432,6266019.802065528,6.3708270742992585,254.60296183258646,0.0,254.60296183258646,62.94712894118942,317.5500907737759,0.000322861526080859,0.0,-0.0031744527607759734,5.041629847816308e-05,-0.0031240364622978105,-0.0034468979883787165,2010,2009-2018,supervised
9,2010-04-13T00:00:00+01:00,2010-04-14T00:00:00+01:00,membership_changed,-0.41546751450900304,defined,-0.39999999999999997,defined,9.0,0.4444444444444444,0.4444444444444444,1.0,2,2,2,1.4010181081956568e-05,8.877922625305989e-05,6.400000095367432,6278371.167795702,6.405464013593148,274.6385995330467,0.0,274.6385995330467,62.73015660906782,337.36875614211453,0.0003441980999568256,0.0,0.0056443017205043125,4.921683183348261e-05,0.005693518552337794,0.005349320452380901,2010,2009-2018,supervised
10,2010-04-14T00:00:00+01:00,2010-04-15T00:00:00+01:00,membership_changed,-0.5335734025842561,defined,-0.13333333333333333,defined,9.0,0.3888888888888889,0.3888888888888889,0.75,1,1,2,0.00026919153312766274,9.52761096027926e-05,4.800000071525574,4713688.45520693,4.783518908586027,188.2656885216136,0.0,188.2656885216136,63.065720318797766,251.33140884041137,0.00025505473217722337,0.0,0.0045195568601289985,-3.5305750441443336e-05,0.004484251109687555,0.004229196377510291,2010,2009-2018,supervised
11,2010-04-15T00:00:00+01:00,2010-04-16T00:00:00+01:00,membership_changed,0.2970397656244307,defined,0.25,defined,9.0,0.3055555555555556,0.3055555555555556,0.75,3,3,0,0.0003390169827117537,1.8299907220955093e-05,4.800000071525574,4752429.417009425,4.802522981590606,170.3081830264079,0.0,170.3081830264079,63.332437634715106,233.640620661123,0.00023610333825099098,2.710505431213761e-20,-0.002541715434340926,-0.00013585271253841737,-0.0026775681468793455,-0.0029136714851303314,2010,2009-2018,supervised
12,2010-04-16T00:00:00+01:00,2010-04-19T00:00:00+01:00,membership_changed,0.3045242304068376,defined,0.2833333333333333,defined,9.0,0.3333333333333333,0.3333333333333333,0.75,2,2,1,0.0005589835627717288,0.0002220432715698778,4.800000071525574,4800263.704346376,4.86503659048213,163.9614456206558,0.0,163.9614456206558,189.44372315128516,353.405168771941,0.0003581738802775038,1.0842021724855044e-19,-0.00018445308045614544,-2.484253599374129e-05,-0.00020929561644988676,-0.0005674694967273686,2010,2009-2018,supervised
13,2010-04-19T00:00:00+01:00,2010-04-20T00:00:00+01:00,membership_changed,-0.4611223511778709,defined,-0.5,defined,9.0,0.5,0.5,1.0,3,3,1,0.00019790836713617292,0.0004275947657229103,6.400000095367432,6305649.419932463,6.394364000276124,204.90770647716803,0.0,204.90770647716803,63.112073205683444,268.0197796828515,0.00027179056690790777,0.0,0.0014379500911910073,-3.005568599815405e-05,0.0014078944051928548,0.0011361038382848854,2010,2009-2018,supervised
14,2010-04-20T00:00:00+01:00,2010-04-21T00:00:00+01:00,membership_changed,-0.11793476854988146,defined,-0.2833333333333333,defined,9.0,0.4444444444444444,0.4444444444444444,1.0,3,3,1,0.00026914926207468833,0.00021990133661047535,6.400000095367432,6287174.364262315,6.3683938611703415,243.89468627601462,0.0,243.89468627601462,63.18377507429453,307.07846135030917,0.0003110453877781703,0.0,0.0024239966015392814,4.3582914477785906e-05,0.002467579516017067,0.002156534128238796,2010,2009-2018,supervised
15,2010-04-21T00:00:00+01:00,2010-04-22T00:00:00+01:00,membership_changed,0.24672965185694848,defined,0.049999999999999996,defined,9.0,0.3611111111111111,0.3611111111111111,0.75,2,2,1,0.00012151739768788644,0.00023063663960496946,4.800000071525574,4752599.442092893,4.803635661822516,225.77724513695807,0.0,225.77724513695807,63.32003304159321,289.0972781785512,0.0002922017754946261,0.0,-0.0027468908306761894,4.6970635226214165e-05,-0.0026999201954499754,-0.0029921219709445612,2010,2009-2018,supervised
16,2010-04-22T00:00:00+01:00,2010-04-23T00:00:00+01:00,membership_changed,-0.14511438312138009,defined,-0.03333333333333333,defined,9.0,0.3888888888888889,0.3888888888888889,0.5,2,2,0,1.6960492299847914e-05,7.252479811957566e-05,3.200000047683716,3165920.016061615,3.209520812749927,95.1742741215241,0.0,95.1742741215241,63.13057177952854,158.30484590105266,0.00016048500754944849,0.0,0.006030002553731388,-9.65739322503387e-05,0.005933428621481049,0.005772943613931547,2010,2009-2018,supervised
17,2010-04-23T00:00:00+01:00,2010-04-26T00:00:00+01:00,membership_changed,0.2040646634552001,defined,0.06666666666666667,defined,9.0,0.3888888888888889,0.3888888888888889,0.75,3,3,0,2.967141214562383e-05,0.0003366304330141784,4.800000071525574,4736852.866775058,4.7745253590797665,189.34290102990536,0.0,189.34290102990536,190.48506303218105,379.82796406208644,0.00038284876003267853,5.421010862427522e-20,-0.005386740070480922,-0.0002962516415255702,-0.005682991712006492,-0.0060658404720390635,2010,2009-2018,supervised
18,2010-04-26T00:00:00+01:00,2010-04-27T00:00:00+01:00,membership_changed,0.25901909855691985,defined,-0.06666666666666667,defined,9.0,0.3611111111111111,0.3611111111111111,0.75,1,1,2,2.897964041479557e-05,0.00024769097807239804,4.800000071525574,4749142.808494862,4.816126900962539,182.1044235603693,0.0,182.1044235603693,63.10987034250717,245.21429390287648,0.000248672908983435,0.0,0.010559023157906654,-1.584729800547907e-05,0.010543175859901173,0.010294502950917828,2010,2009-2018,supervised
19,2010-04-27T00:00:00+01:00,2010-04-28T00:00:00+01:00,membership_changed,-0.3845667453560879,defined,-0.33333333333333337,defined,9.0,0.4722222222222222,0.4722222222222222,1.0,3,3,1,0.00018320221642459497,3.036824496518791e-05,6.400000095367432,6399662.545712632,6.423796534608999,228.17701359989368,0.0,228.17701359989368,63.75955508898016,291.9365686888738,0.00029303750078597335,0.0,0.0046199209102432,-9.647721807294656e-06,0.004610273188435905,0.004317235687649967,2010,2009-2018,supervised
20,2010-04-28T00:00:00+01:00,2010-04-29T00:00:00+01:00,membership_changed,-0.1393780999802424,defined,-0.26666666666666666,defined,9.0,0.4444444444444444,0.4444444444444444,0.75,3,3,0,0.0005187134471594047,0.000221058571871385,4.800000071525574,4781937.839414479,4.779337643648569,167.86908348649416,0.0,167.86908348649416,64.03482011563898,231.90390360213317,0.00023177780502693334,0.0,-0.0029038810954307506,-9.554838231384645e-05,-0.0029994294777445987,-0.0032312072827714866,2010,2009-2018,supervised
21,2010-04-29T00:00:00+01:00,2010-04-30T00:00:00+01:00,membership_changed,-0.34402611640152553,defined,-0.19999999999999998,defined,9.0,0.3611111111111111,0.3611111111111111,1.0,2,2,2,0.00014216506134737193,0.0003370635639194182,6.400000095367432,6371281.987057839,6.388460018276362,278.72704327407155,0.0,278.72704327407155,63.827910338530366,342.55495361260193,0.0003434785384891104,0.0,-0.004116779634401446,1.3482489849996307e-05,-0.0041032971445514495,-0.004446775683040638,2010,2009-2018,supervised
22,2010-04-30T00:00:00+01:00,2010-05-03T00:00:00+01:00,membership_changed,-0.2679264616085106,defined,-0.33333333333333337,defined,9.0,0.4166666666666667,0.4166666666666667,0.75,1,1,2,1.99224179692301e-05,0.00010671981483059917,4.800000071525574,4772582.064284579,4.806824606565531,186.8762003254048,0.0,186.8762003254048,190.63224581681308,377.50844614221785,0.0003802170111819222,0.0,0.002923904264537723,0.0002661603014497514,0.0031900645659874733,0.0028098475548055113,2010,2009-2018,supervised
23,2010-05-03T00:00:00+01:00,2010-05-04T00:00:00+01:00,membership_changed,-0.07241151680251355,defined,-0.016666666666666666,defined,9.0,0.3888888888888889,0.3888888888888889,0.75,2,2,1,0.00015777429035527613,0.0005831745023529571,4.800000071525574,4755263.792483378,4.775962352689186,130.61273572475463,0.0,130.61273572475463,63.72263112219617,194.3353668469508,0.00019518126361868355,0.0,-0.00957667609769489,-4.3615519683958954e-05,-0.00962029161737885,-0.0098154728809976,2010,2009-2018,supervised
24,2010-05-04T00:00:00+01:00,2010-05-05T00:00:00+01:00,membership_changed,0.40422292591832343,defined,0.3,defined,9.0,0.3333333333333333,0.3333333333333333,0.5,2,2,0,0.00039324072039414386,0.00042197793564052337,3.200000047683716,3224987.1130323503,3.271132445642538,97.05635050610726,0.0,97.05635050610726,63.097163364510436,160.1535138706177,0.00016244510044359509,0.0,-0.0033152492815931925,5.695997690939723e-05,-0.0032582893046837966,-0.003420734405127357,2010,2009-2018,supervised
25,2010-05-05T00:00:00+01:00,2010-05-06T00:00:00+01:00,membership_changed,-0.09167631047074412,defined,-0.11666666666666665,defined,9.0,0.4166666666666667,0.4166666666666667,0.75,3,3,0,0.000259458801627064,9.677816279601587e-05,4.800000071525574,4769785.55613553,4.854641365575301,143.50870675828747,0.0,143.50870675828747,62.88132472692352,206.39003148521098,0.00021006176745234461,2.710505431213761e-20,-0.029437134603575256,0.00010678546082401935,-0.02933034914275122,-0.02954041091020354,2010,2009-2018,supervised
26,2010-05-06T00:00:00+01:00,2010-05-07T00:00:00+01:00,membership_changed,-0.4887313855964666,defined,-0.48333333333333334,defined,9.0,0.5,0.5,1.0,3,3,1,0.00028946834549182203,0.0008320467989581562,6.400000095367432,6343601.923554844,6.6529883734965125,257.85550928429063,0.0,257.85550928429063,61.02378455591226,318.8792938402029,0.00033443148861377417,-5.421010862427522e-20,0.0196321866407921,-6.192596936123505e-05,0.019570260671430865,0.019235829182817188,2010,2009-2018,supervised
27,2010-05-07T00:00:00+01:00,2010-05-10T00:00:00+01:00,membership_changed,-0.6642685542853445,defined,-0.7666666666666667,defined,9.0,0.5277777777777778,0.5277777777777778,1.0,2,2,2,0.00035658796051216043,0.00015163956442020184,6.400000095367432,6117253.864859714,6.294520674922728,209.36388059895535,0.0,209.36388059895535,186.59288295515648,395.95676355411183,0.0004074308651606048,0.0,-0.025637775147862193,-0.00023847210392670631,-0.025876247251788897,-0.026283678116949538,2010,2009-2018,supervised
28,2010-05-10T00:00:00+01:00,2010-05-11T00:00:00+01:00,membership_changed,0.8656967991279926,defined,0.75,defined,9.0,0.16666666666666666,0.16666666666666666,0.25,1,1,0,0.00013449616371853917,0.0004833608777379608,1.600000023841858,1538986.8926830739,1.626329843494343,42.31072250902881,0.0,42.31072250902881,60.562845226883155,102.87356773591196,0.00010871200665261551,0.0,-0.004584960454922955,-9.239632222414369e-05,-0.004677356777147099,-0.004786068783799613,2010,2009-2018,supervised
29,2010-05-11T00:00:00+01:00,2010-05-12T00:00:00+01:00,membership_changed,-0.3422795257356337,defined,-0.48333333333333334,defined,9.0,0.5,0.5,1.0,2,2,2,4.226261484635216e-05,0.00020970462191454483,6.400000095367432,6078567.453767155,6.454439050876228,182.1609331372872,0.0,182.1609331372872,60.27298728388468,242.43392042117188,0.00025742495664067555,0.0,0.012434905724698096,8.158244113455595e-05,0.012516488165832652,0.0122590632091919,2010,2009-2018,supervised
30,2010-05-12T00:00:00+01:00,2010-05-13T00:00:00+01:00,membership_changed,0.04206464533949915,defined,0.13333333333333333,defined,9.0,0.3055555555555556,0.3055555555555556,0.5,1,1,1,0.0003695771234829958,0.00037688744108795236,3.200000047683716,3048802.8687929,3.1981213173977108,140.17100043593584,0.0,140.17100043593584,61.01187764480465,201.18287808074047,0.00021103602914811687,-2.710505431213761e-20,0.005114896163976571,9.172233929600821e-05,0.005206618503272578,0.004995582474124571,2010,2009-2018,supervised
31,2010-05-13T00:00:00+01:00,2010-05-14T00:00:00+01:00,membership_changed,-0.07901730371771573,defined,0.39999999999999997,defined,9.0,0.3055555555555556,0.3055555555555556,0.75,3,3,0,1.4692118639410973e-05,0.00040192636113280637,4.800000071525574,4604912.623038684,4.806432316480387,153.67429342711924,0.0,153.67429342711924,61.31666751148047,214.99096093859967,0.0002243993723651979,-2.710505431213761e-20,-0.011939343793513,-6.294265800865196e-05,-0.01200228645152165,-0.012226685823886974,2010,2009-2018,supervised
32,2010-05-14T00:00:00+01:00,2010-05-17T00:00:00+01:00,membership_changed,-0.019285354809692106,defined,0.08333333333333334,defined,9.0,0.3611111111111111,0.3611111111111111,1.0,3,3,1,0.0005946201450355899,0.0006078663399501525,6.400000095367432,6136266.32679182,6.484079763270868,218.3319808798247,0.0,218.3319808798247,181.70090364614956,400.0328845259743,0.00042270739128004296,0.0,0.0042023879008792064,-0.0002531785521000076,0.003949209348779199,0.0035265019574990397,2010,2009-2018,supervised
33,2010-05-17T00:00:00+01:00,2010-05-18T00:00:00+01:00,membership_changed,-0.36819808020897987,defined,-0.35,defined,9.0,0.4444444444444444,0.4444444444444444,1.0,2,2,2,9.450568280984853e-05,7.884209610126841e-05,6.400000095367432,6071419.619903566,6.393012469837313,235.13841896744742,0.0,235.13841896744742,60.780557412845695,295.9189763802931,0.00031159330510757135,0.0,0.005510829530007991,2.546136708696693e-06,0.005513375666716686,0.005201782361609064,2010,2009-2018,supervised
34,2010-05-18T00:00:00+01:00,2010-05-19T00:00:00+01:00,membership_changed,-0.04101378206514081,defined,0.06666666666666667,defined,9.0,0.3333333333333333,0.3333333333333333,0.75,2,2,1,5.0247346132967566e-05,0.0002755302344787571,4.800000071525574,4633818.494714966,4.854014512355041,135.71108934501171,0.0,135.71108934501171,61.096724644324595,196.80781398933632,0.00020615999231274868,-2.710505431213761e-20,0.027624348072083516,-5.213636804608321e-05,0.02757221170403743,0.02736605171172468,2010,2009-2018,supervised
35,2010-05-19T00:00:00+01:00,2010-05-20T00:00:00+01:00,membership_changed,-0.4213721271523197,defined,-0.2833333333333333,defined,9.0,0.4444444444444444,0.4444444444444444,0.75,2,2,1,0.00017338044731610744,0.00012200932149656654,4.800000071525574,4645505.52365763,4.736633932126727,147.0470216879085,0.0,147.0470216879085,62.768700770358194,209.8157224582667,0.0002139315657743589,0.0,-0.022720812190488687,3.641913448001376e-05,-0.022684393056008677,-0.022898324621783206,2010,2009-2018,supervised
36,2010-05-20T00:00:00+01:00,2010-05-21T00:00:00+01:00,membership_changed,0.3070540585227537,defined,0.2833333333333333,defined,9.0,0.2777777777777778,0.2777777777777778,0.5,1,1,1,0.001856813143994281,0.00022792748947148,3.200000047683716,3256965.612109174,3.3986798468469606,117.43205560235415,0.0,117.43205560235415,61.331402684030955,178.76345828638512,0.00018654165729344485,0.0,0.020328250704726478,0.0001299636095522425,0.02045821431427872,0.020271672656985373,2010,2009-2018,supervised
37,2010-05-21T00:00:00+01:00,2010-05-24T00:00:00+01:00,membership_changed,-0.13034582980902193,defined,-0.08333333333333334,defined,9.0,0.3611111111111111,0.3611111111111111,0.75,1,1,2,0.00013598282449039413,0.0001504507347560102,4.800000071525574,4633939.248688984,4.739489768968159,159.03759931868845,0.0,159.03759931868845,187.72407840850613,346.7616777271946,0.000354660114355888,0.0,0.00353229223565175,-8.221514613938282e-05,0.0034500770895123673,0.003095416975156473,2010,2009-2018,supervised
38,2010-05-24T00:00:00+01:00,2010-05-25T00:00:00+01:00,membership_changed,-0.27700475498060356,defined,-0.19999999999999998,defined,9.0,0.4444444444444444,0.4444444444444444,1.0,3,3,1,0.0009417458786298189,3.4516704402534626e-06,6.400000095367432,6289829.569336294,6.413245807732115,251.6376788002026,0.0,251.6376788002026,62.76838756915249,314.4060663693551,0.00032057520237095693,0.0,0.011306904805335343,4.098059621978684e-05,0.011347885401555131,0.011027310199184237,2010,2009-2018,supervised
39,2010-05-25T00:00:00+01:00,2010-05-26T00:00:00+01:00,membership_changed,-0.14892605967741987,defined,-0.19999999999999998,defined,9.0,0.4722222222222222,0.4722222222222222,1.0,3,3,1,0.0004092652461368104,0.0012306448162491771,6.400000095367432,6309671.066319603,6.3633064713921685,236.61062654899095,0.0,236.61062654899095,63.460554049580146,300.0711805985711,0.0003026219378651294,0.0,-0.012900557373235196,-7.734836762410059e-06,-0.01290829220999761,-0.013210914147862796,2010,2009-2018,supervised
40,2010-05-26T00:00:00+01:00,2010-05-27T00:00:00+01:00,membership_changed,0.04472490224441421,defined,-0.03333333333333333,defined,9.0,0.3333333333333333,0.3333333333333333,0.75,2,2,1,0.00029926742660468526,0.00026970234156240697,4.800000071525574,4767137.318719855,4.872024299124937,182.81626059573495,0.0,182.81626059573495,62.622182118255346,245.4384427139903,0.0002508386012180271,0.0,0.01563465766568364,8.956091293754662e-05,0.015724218578621184,0.015473379977403168,2010,2009-2018,supervised
41,2010-05-27T00:00:00+01:00,2010-05-28T00:00:00+01:00,membership_changed,-0.3964725301467902,defined,-0.6,defined,9.0,0.5277777777777778,0.5277777777777778,1.0,3,3,1,0.0011738536530687543,0.00027163615361525464,6.400000095367432,6226249.253399072,6.26627922521383,241.10967770060958,0.0,241.10967770060958,63.59115893718524,304.7008366377948,0.00030665982758180255,-5.421010862427522e-20,-0.0038437059792401167,5.4357311475649467e-05,-0.0037893486677644667,-0.004096008495346082,2010,2009-2018,supervised
42,2010-05-28T00:00:00+01:00,2010-05-31T00:00:00+01:00,membership_changed,0.21279450077065265,defined,0.19999999999999998,defined,9.0,0.3333333333333333,0.3333333333333333,1.0,3,3,1,0.0010559780409715603,4.118343294954793e-05,6.400000095367432,6359486.513312477,6.426696902870175,222.6713974651259,0.0,222.6713974651259,189.9920670298489,412.66346449497485,0.0004170247084644176,5.421010862427522e-20,0.0010569507854174024,-0.0004364142071686881,0.0006205365782487146,0.00020351186978406766,2010,2009-2018,supervised
43,2010-05-31T00:00:00+01:00,2010-06-01T00:00:00+01:00,membership_changed,-0.6114898651591951,defined,-0.6,defined,9.0,0.5,0.5,1.0,1,1,3,0.00021696518101966232,0.00027012115142676903,6.400000095367432,6324322.303401341,6.389860646654254,197.60566793642744,0.0,197.60566793642744,63.34357755688477,260.9492454933122,0.0002636534374054688,0.0,-0.019030444852776787,0.00015426439381202275,-0.01887618045896477,-0.019139833896370195,2010,2009-2018,supervised
44,2010-06-01T00:00:00+01:00,2010-06-02T00:00:00+01:00,membership_changed,0.04259811853332127,defined,0.049999999999999996,defined,9.0,0.3611111111111111,0.3611111111111111,0.5,2,2,0,0.00018354694628326153,0.00011703543698978349,3.200000047683716,3188191.491960748,3.2840872988997685,130.64137589696594,0.0,130.64137589696594,62.131192004044145,192.77256790101012,0.00019857086483555388,2.710505431213761e-20,0.0015220814856287488,0.00010150472259445374,0.0016235862082232006,0.001425015343387681,2010,2009-2018,supervised
45,2010-06-02T00:00:00+01:00,2010-06-03T00:00:00+01:00,membership_changed,-0.5526105535654677,defined,-0.65,defined,9.0,0.5555555555555556,0.5555555555555556,1.0,3,3,1,5.6896469773260296e-05,0.0010527251541435517,6.400000095367432,6171921.241295725,6.348516233130375,242.52828831767175,0.0,242.52828831767175,62.219729905952875,304.7480182236246,0.0003134676651027427,0.0,-0.0064539836205284255,-4.112503553720322e-05,-0.006495108656065628,-0.00680857632116838,2010,2009-2018,supervised
46,2010-06-03T00:00:00+01:00,2010-06-04T00:00:00+01:00,membership_changed,0.38047236750235586,defined,0.31666666666666665,defined,9.0,0.2777777777777778,0.2777777777777778,0.75,2,2,1,0.0004421084025850434,0.0006987956118509746,4.800000071525574,4644301.110875739,4.809935664197018,116.16780655330777,0.0,116.16780655330777,61.79610212620571,177.96390867951348,0.00018431082112505082,-2.710505431213761e-20,0.020919560695214993,-0.0001530834132273892,0.020766477281987605,0.020582166460862528,2010,2009-2018,supervised
47,2010-06-04T00:00:00+01:00,2010-06-07T00:00:00+01:00,membership_changed,0.7663408246158511,defined,0.8333333333333333,defined,9.0,0.1388888888888889,0.1388888888888889,0.25,1,1,0,8.525806707195344e-05,8.183019395464138e-05,1.600000023841858,1603471.4389566919,1.627167089004412,79.52934669417871,0.0,79.52934669417871,189.20399936039922,268.73334605457796,0.0002727046118779377,0.0,0.02214416608295769,-0.0004345151266354348,0.021709650956322255,0.021436946344444374,2010,2009-2018,supervised
48,2010-06-07T00:00:00+01:00,2010-06-08T00:00:00+01:00,membership_changed,0.20894574215579376,defined,0.25,defined,9.0,0.3333333333333333,0.3333333333333333,0.5,2,2,0,2.0461797240913958e-05,7.394875637100869e-05,3.200000047683716,3224108.8702383703,3.203089389169431,120.76837312875057,0.0,120.76837312875057,64.4199851142808,185.1883582430314,0.00018398102829638802,2.710505431213761e-20,-0.007372690567988034,-4.8783550800072785e-05,-0.007421474118788104,-0.00760545514708455,2010,2009-2018,supervised
49,2010-06-08T00:00:00+01:00,2010-06-09T00:00:00+01:00,membership_changed,0.3927135920429556,defined,0.31666666666666665,defined,9.0,0.3055555555555556,0.3055555555555556,0.75,3,3,0,0.0004908570727489023,0.0002971576387397765,4.800000071525574,4804914.700164381,4.810172756051069,184.04460244161245,0.0,184.04460244161245,63.93004180691828,247.97464424853072,0.0002482460048489376,0.0,-0.004670511970195422,-4.6042740673578e-05,-0.004716554710869,-0.004964800715717921,2010,2009-2018,supervised
50,2010-06-09T00:00:00+01:00,2010-06-10T00:00:00+01:00,membership_changed,-0.5262173491065839,defined,-0.5666666666666667,defined,9.0,0.5555555555555556,0.5555555555555556,1.0,4,4,0,0.00031812556300809473,0.00012611212163535581,6.400000095367432,6361096.593419259,6.399831479280364,234.51987888782097,0.0,234.51987888782097,63.612641889599416,298.1325207774204,0.0002999479513394627,0.0,-0.013041417156459342,4.4204359904913996e-05,-0.012997212796554426,-0.013297160747893777,2010,2009-2018,supervised
51,2010-06-10T00:00:00+01:00,2010-06-11T00:00:00+01:00,membership_changed,0.6984030851128414,defined,0.7,defined,9.0,0.19444444444444445,0.19444444444444445,0.5,2,2,0,0.00019365509653662075,0.000640130352265119,3.200000047683716,3141462.5479735704,3.2031852536779097,125.39514513020679,0.0,125.39514513020679,62.76677436479522,188.161919495002,0.00019185887994078074,0.0,-0.0017544460237006905,-7.446416589902497e-06,-0.001761892440290593,-0.001953751320231456,2010,2009-2018,supervised
52,2010-06-11T00:00:00+01:00,2010-06-14T00:00:00+01:00,membership_changed,-0.4950412765158371,defined,-0.39999999999999997,defined,9.0,0.4166666666666667,0.4166666666666667,0.75,1,1,2,0.0001026678996766347,0.0003024715763483123,4.800000071525574,4700926.535542359,4.802672444776498,191.97303847778537,0.0,191.97303847778537,187.93243108954,379.9054695673253,0.0003881280672045995,0.0,0.007289016272264526,0.00014025993056830365,0.007429276202832829,0.007041148135628061,2010,2009-2018,supervised
53,2010-06-14T00:00:00+01:00,2010-06-15T00:00:00+01:00,membership_changed,0.6662120687132222,defined,0.65,defined,9.0,0.2222222222222222,0.2222222222222222,0.5,2,2,0,2.8899437868120867e-05,0.0002599762415566361,3.200000047683716,3156268.101233365,3.2020357258495658,126.16270086100879,0.0,126.16270086100879,63.085230392110056,189.24793125311885,0.0001919921304146542,2.710505431213761e-20,0.006722589978081521,0.00014482352589174717,0.006867413503973269,0.006675421373558477,2010,2009-2018,supervised
