pair,side,start_timestamp,last_decision_timestamp,end_timestamp,duration_decisions,right_censored,fold,era,policy
JPY/SEK,long,2012-05-25T00:00:00+01:00,2012-05-25T00:00:00+01:00,2012-05-28T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-05-31T00:00:00+01:00,2012-05-31T00:00:00+01:00,2012-06-01T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-06-08T00:00:00+01:00,2012-06-08T00:00:00+01:00,2012-06-11T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-06-15T00:00:00+01:00,2012-06-15T00:00:00+01:00,2012-06-18T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-06-18T00:00:00+01:00,2012-06-18T00:00:00+01:00,2012-06-19T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-06-19T00:00:00+01:00,2012-06-20T00:00:00+01:00,2012-06-21T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-06-21T00:00:00+01:00,2012-06-21T00:00:00+01:00,2012-06-22T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-06-25T00:00:00+01:00,2012-06-25T00:00:00+01:00,2012-06-26T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-07-05T00:00:00+01:00,2012-07-05T00:00:00+01:00,2012-07-06T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-07-10T00:00:00+01:00,2012-07-10T00:00:00+01:00,2012-07-11T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-07-13T00:00:00+01:00,2012-07-13T00:00:00+01:00,2012-07-16T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-07-23T00:00:00+01:00,2012-07-23T00:00:00+01:00,2012-07-24T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-08-01T00:00:00+01:00,2012-08-02T00:00:00+01:00,2012-08-03T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,long,2012-08-10T00:00:00+01:00,2012-08-10T00:00:00+01:00,2012-08-13T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-08-15T00:00:00+01:00,2012-08-15T00:00:00+01:00,2012-08-16T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-08-17T00:00:00+01:00,2012-08-17T00:00:00+01:00,2012-08-20T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-08-22T00:00:00+01:00,2012-08-22T00:00:00+01:00,2012-08-23T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-08-24T00:00:00+01:00,2012-08-24T00:00:00+01:00,2012-08-27T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-08-28T00:00:00+01:00,2012-08-28T00:00:00+01:00,2012-08-29T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-08-29T00:00:00+01:00,2012-08-29T00:00:00+01:00,2012-08-30T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-08-31T00:00:00+01:00,2012-08-31T00:00:00+01:00,2012-09-03T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-09-06T00:00:00+01:00,2012-09-06T00:00:00+01:00,2012-09-07T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-09-07T00:00:00+01:00,2012-09-07T00:00:00+01:00,2012-09-10T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-09-12T00:00:00+01:00,2012-09-13T00:00:00+01:00,2012-09-14T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-09-25T00:00:00+01:00,2012-09-26T00:00:00+01:00,2012-09-27T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,long,2012-10-01T00:00:00+01:00,2012-10-02T00:00:00+01:00,2012-10-03T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-10-03T00:00:00+01:00,2012-10-03T00:00:00+01:00,2012-10-04T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-10-04T00:00:00+01:00,2012-10-05T00:00:00+01:00,2012-10-08T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-10-08T00:00:00+01:00,2012-10-08T00:00:00+01:00,2012-10-09T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-10-09T00:00:00+01:00,2012-10-09T00:00:00+01:00,2012-10-10T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-10-10T00:00:00+01:00,2012-10-11T00:00:00+01:00,2012-10-12T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,long,2012-10-17T00:00:00+01:00,2012-10-17T00:00:00+01:00,2012-10-18T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-10-18T00:00:00+01:00,2012-10-18T00:00:00+01:00,2012-10-19T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-10-19T00:00:00+01:00,2012-10-22T00:00:00+01:00,2012-10-23T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-10-23T00:00:00+01:00,2012-10-24T00:00:00+01:00,2012-10-25T00:00:00+01:00,2,False,2012,2009-2018,supervised
JPY/SEK,long,2012-10-25T00:00:00+01:00,2012-10-25T00:00:00+01:00,2012-10-26T00:00:00+01:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-10-31T00:00:00+00:00,2012-10-31T00:00:00+00:00,2012-11-01T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-11-02T00:00:00+00:00,2012-11-05T00:00:00+00:00,2012-11-06T00:00:00+00:00,2,False,2012,2009-2018,supervised
JPY/SEK,long,2012-11-06T00:00:00+00:00,2012-11-06T00:00:00+00:00,2012-11-07T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-11-09T00:00:00+00:00,2012-11-09T00:00:00+00:00,2012-11-12T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-11-12T00:00:00+00:00,2012-11-12T00:00:00+00:00,2012-11-13T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-11-14T00:00:00+00:00,2012-11-14T00:00:00+00:00,2012-11-15T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-11-15T00:00:00+00:00,2012-11-16T00:00:00+00:00,2012-11-19T00:00:00+00:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-11-19T00:00:00+00:00,2012-11-19T00:00:00+00:00,2012-11-20T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-11-21T00:00:00+00:00,2012-11-21T00:00:00+00:00,2012-11-22T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-11-26T00:00:00+00:00,2012-11-27T00:00:00+00:00,2012-11-28T00:00:00+00:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-11-28T00:00:00+00:00,2012-11-28T00:00:00+00:00,2012-11-29T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-12-05T00:00:00+00:00,2012-12-05T00:00:00+00:00,2012-12-06T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-12-06T00:00:00+00:00,2012-12-07T00:00:00+00:00,2012-12-10T00:00:00+00:00,2,False,2012,2009-2018,supervised
JPY/SEK,short,2012-12-10T00:00:00+00:00,2012-12-10T00:00:00+00:00,2012-12-11T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-12-11T00:00:00+00:00,2012-12-11T00:00:00+00:00,2012-12-12T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-12-13T00:00:00+00:00,2012-12-14T00:00:00+00:00,2012-12-17T00:00:00+00:00,2,False,2012,2009-2018,supervised
JPY/SEK,long,2012-12-17T00:00:00+00:00,2012-12-18T00:00:00+00:00,2012-12-19T00:00:00+00:00,2,False,2012,2009-2018,supervised
JPY/SEK,long,2012-12-24T00:00:00+00:00,2012-12-24T00:00:00+00:00,2012-12-25T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-12-25T00:00:00+00:00,2012-12-25T00:00:00+00:00,2012-12-26T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-12-26T00:00:00+00:00,2012-12-26T00:00:00+00:00,2012-12-27T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,short,2012-12-28T00:00:00+00:00,2012-12-28T00:00:00+00:00,2012-12-31T00:00:00+00:00,1,False,2012,2009-2018,supervised
JPY/SEK,long,2012-12-31T00:00:00+00:00,2012-12-31T00:00:00+00:00,2013-01-01T00:00:00+00:00,1,True,2012,2009-2018,supervised
JPY/USD,long,2012-03-29T00:00:00+01:00,2012-03-29T00:00:00+01:00,2012-03-30T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/USD,long,2012-04-04T00:00:00+01:00,2012-04-09T00:00:00+01:00,2012-04-10T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/USD,long,2012-04-11T00:00:00+01:00,2012-04-12T00:00:00+01:00,2012-04-13T00:00:00+01:00,2,False,2012,2009-2018,reversal
JPY/USD,short,2012-04-18T00:00:00+01:00,2012-04-18T00:00:00+01:00,2012-04-19T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/USD,short,2012-04-26T00:00:00+01:00,2012-04-26T00:00:00+01:00,2012-04-27T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/USD,long,2012-05-07T00:00:00+01:00,2012-05-14T00:00:00+01:00,2012-05-15T00:00:00+01:00,6,False,2012,2009-2018,reversal
JPY/USD,long,2012-05-16T00:00:00+01:00,2012-06-15T00:00:00+01:00,2012-06-18T00:00:00+01:00,23,False,2012,2009-2018,reversal
JPY/USD,short,2012-07-02T00:00:00+01:00,2012-07-05T00:00:00+01:00,2012-07-06T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/USD,long,2012-07-25T00:00:00+01:00,2012-07-25T00:00:00+01:00,2012-07-26T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/USD,short,2012-08-10T00:00:00+01:00,2012-08-10T00:00:00+01:00,2012-08-13T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/USD,short,2012-08-14T00:00:00+01:00,2012-08-30T00:00:00+01:00,2012-08-31T00:00:00+01:00,13,False,2012,2009-2018,reversal
JPY/USD,short,2012-09-12T00:00:00+01:00,2012-10-11T00:00:00+01:00,2012-10-12T00:00:00+01:00,22,False,2012,2009-2018,reversal
JPY/USD,long,2012-10-24T00:00:00+01:00,2012-10-29T00:00:00+00:00,2012-10-30T00:00:00+00:00,4,False,2012,2009-2018,reversal
JPY/USD,long,2012-11-05T00:00:00+00:00,2012-11-05T00:00:00+00:00,2012-11-06T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/USD,long,2012-11-08T00:00:00+00:00,2012-11-12T00:00:00+00:00,2012-11-13T00:00:00+00:00,3,False,2012,2009-2018,reversal
JPY/USD,long,2012-11-14T00:00:00+00:00,2012-11-19T00:00:00+00:00,2012-11-20T00:00:00+00:00,4,False,2012,2009-2018,reversal
JPY/USD,long,2012-11-21T00:00:00+00:00,2012-11-22T00:00:00+00:00,2012-11-23T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/USD,short,2012-11-27T00:00:00+00:00,2012-11-27T00:00:00+00:00,2012-11-28T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/USD,short,2012-11-29T00:00:00+00:00,2012-11-30T00:00:00+00:00,2012-12-03T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/USD,short,2012-12-05T00:00:00+00:00,2012-12-06T00:00:00+00:00,2012-12-07T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/USD,short,2012-12-10T00:00:00+00:00,2012-12-28T00:00:00+00:00,2012-12-31T00:00:00+00:00,15,False,2012,2009-2018,reversal
JPY/EUR,short,2012-04-27T00:00:00+01:00,2012-05-02T00:00:00+01:00,2012-05-03T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/EUR,short,2012-06-22T00:00:00+01:00,2012-06-28T00:00:00+01:00,2012-06-29T00:00:00+01:00,5,False,2012,2009-2018,reversal
JPY/EUR,short,2012-07-06T00:00:00+01:00,2012-08-14T00:00:00+01:00,2012-08-15T00:00:00+01:00,28,False,2012,2009-2018,reversal
JPY/EUR,short,2012-08-16T00:00:00+01:00,2012-08-16T00:00:00+01:00,2012-08-17T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/EUR,long,2012-09-06T00:00:00+01:00,2012-09-06T00:00:00+01:00,2012-09-07T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/EUR,long,2012-09-10T00:00:00+01:00,2012-10-10T00:00:00+01:00,2012-10-11T00:00:00+01:00,23,False,2012,2009-2018,reversal
JPY/EUR,long,2012-10-12T00:00:00+01:00,2012-10-17T00:00:00+01:00,2012-10-18T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/EUR,long,2012-10-26T00:00:00+01:00,2012-10-26T00:00:00+01:00,2012-10-29T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/EUR,long,2012-10-31T00:00:00+00:00,2012-11-02T00:00:00+00:00,2012-11-05T00:00:00+00:00,3,False,2012,2009-2018,reversal
JPY/EUR,short,2012-11-07T00:00:00+00:00,2012-11-13T00:00:00+00:00,2012-11-14T00:00:00+00:00,5,False,2012,2009-2018,reversal
JPY/EUR,short,2012-11-15T00:00:00+00:00,2012-11-15T00:00:00+00:00,2012-11-16T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/EUR,short,2012-11-20T00:00:00+00:00,2012-11-26T00:00:00+00:00,2012-11-27T00:00:00+00:00,5,False,2012,2009-2018,reversal
JPY/EUR,short,2012-11-28T00:00:00+00:00,2012-11-28T00:00:00+00:00,2012-11-29T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/EUR,long,2012-12-11T00:00:00+00:00,2012-12-20T00:00:00+00:00,2012-12-21T00:00:00+00:00,8,False,2012,2009-2018,reversal
JPY/EUR,long,2012-12-25T00:00:00+00:00,2012-12-31T00:00:00+00:00,2013-01-01T00:00:00+00:00,5,True,2012,2009-2018,reversal
JPY/GBP,long,2012-03-29T00:00:00+01:00,2012-05-31T00:00:00+01:00,2012-06-01T00:00:00+01:00,46,False,2012,2009-2018,reversal
JPY/GBP,short,2012-06-08T00:00:00+01:00,2012-06-21T00:00:00+01:00,2012-06-22T00:00:00+01:00,10,False,2012,2009-2018,reversal
JPY/GBP,short,2012-06-28T00:00:00+01:00,2012-07-05T00:00:00+01:00,2012-07-06T00:00:00+01:00,6,False,2012,2009-2018,reversal
JPY/GBP,short,2012-08-20T00:00:00+01:00,2012-08-22T00:00:00+01:00,2012-08-23T00:00:00+01:00,3,False,2012,2009-2018,reversal
JPY/GBP,long,2012-09-07T00:00:00+01:00,2012-09-07T00:00:00+01:00,2012-09-10T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/GBP,long,2012-09-27T00:00:00+01:00,2012-09-28T00:00:00+01:00,2012-10-01T00:00:00+01:00,2,False,2012,2009-2018,reversal
JPY/GBP,short,2012-10-23T00:00:00+01:00,2012-10-23T00:00:00+01:00,2012-10-24T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/GBP,short,2012-11-07T00:00:00+00:00,2012-11-07T00:00:00+00:00,2012-11-08T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/GBP,short,2012-11-16T00:00:00+00:00,2012-11-16T00:00:00+00:00,2012-11-19T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/GBP,short,2012-11-29T00:00:00+00:00,2012-12-10T00:00:00+00:00,2012-12-11T00:00:00+00:00,7,False,2012,2009-2018,reversal
JPY/AUD,short,2012-03-29T00:00:00+01:00,2012-04-27T00:00:00+01:00,2012-04-30T00:00:00+01:00,22,False,2012,2009-2018,reversal
JPY/AUD,short,2012-05-10T00:00:00+01:00,2012-05-10T00:00:00+01:00,2012-05-11T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/AUD,long,2012-06-07T00:00:00+01:00,2012-06-11T00:00:00+01:00,2012-06-12T00:00:00+01:00,3,False,2012,2009-2018,reversal
JPY/AUD,long,2012-06-18T00:00:00+01:00,2012-06-18T00:00:00+01:00,2012-06-19T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/AUD,long,2012-06-22T00:00:00+01:00,2012-08-08T00:00:00+01:00,2012-08-09T00:00:00+01:00,34,False,2012,2009-2018,reversal
JPY/AUD,long,2012-08-10T00:00:00+01:00,2012-08-14T00:00:00+01:00,2012-08-15T00:00:00+01:00,3,False,2012,2009-2018,reversal
JPY/AUD,long,2012-08-16T00:00:00+01:00,2012-08-17T00:00:00+01:00,2012-08-20T00:00:00+01:00,2,False,2012,2009-2018,reversal
JPY/AUD,short,2012-08-23T00:00:00+01:00,2012-10-22T00:00:00+01:00,2012-10-23T00:00:00+01:00,43,False,2012,2009-2018,reversal
JPY/AUD,long,2012-11-05T00:00:00+00:00,2012-11-29T00:00:00+00:00,2012-11-30T00:00:00+00:00,19,False,2012,2009-2018,reversal
JPY/AUD,long,2012-12-05T00:00:00+00:00,2012-12-05T00:00:00+00:00,2012-12-06T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/AUD,long,2012-12-07T00:00:00+00:00,2012-12-11T00:00:00+00:00,2012-12-12T00:00:00+00:00,3,False,2012,2009-2018,reversal
JPY/AUD,short,2012-12-18T00:00:00+00:00,2012-12-20T00:00:00+00:00,2012-12-21T00:00:00+00:00,3,False,2012,2009-2018,reversal
JPY/AUD,short,2012-12-24T00:00:00+00:00,2012-12-31T00:00:00+00:00,2013-01-01T00:00:00+00:00,6,True,2012,2009-2018,reversal
JPY/CHF,long,2012-04-17T00:00:00+01:00,2012-04-20T00:00:00+01:00,2012-04-23T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/CHF,short,2012-06-12T00:00:00+01:00,2012-06-14T00:00:00+01:00,2012-06-15T00:00:00+01:00,3,False,2012,2009-2018,reversal
JPY/CHF,short,2012-06-21T00:00:00+01:00,2012-06-27T00:00:00+01:00,2012-06-28T00:00:00+01:00,5,False,2012,2009-2018,reversal
JPY/CHF,short,2012-07-06T00:00:00+01:00,2012-08-09T00:00:00+01:00,2012-08-10T00:00:00+01:00,25,False,2012,2009-2018,reversal
JPY/CHF,short,2012-08-13T00:00:00+01:00,2012-08-13T00:00:00+01:00,2012-08-14T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CHF,short,2012-08-15T00:00:00+01:00,2012-08-15T00:00:00+01:00,2012-08-16T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CHF,short,2012-08-17T00:00:00+01:00,2012-08-17T00:00:00+01:00,2012-08-20T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CHF,long,2012-09-03T00:00:00+01:00,2012-09-05T00:00:00+01:00,2012-09-06T00:00:00+01:00,3,False,2012,2009-2018,reversal
JPY/CHF,long,2012-09-11T00:00:00+01:00,2012-09-26T00:00:00+01:00,2012-09-27T00:00:00+01:00,12,False,2012,2009-2018,reversal
JPY/CHF,long,2012-10-12T00:00:00+01:00,2012-10-15T00:00:00+01:00,2012-10-16T00:00:00+01:00,2,False,2012,2009-2018,reversal
JPY/CHF,long,2012-10-18T00:00:00+01:00,2012-10-19T00:00:00+01:00,2012-10-22T00:00:00+01:00,2,False,2012,2009-2018,reversal
JPY/CHF,long,2012-10-23T00:00:00+01:00,2012-10-23T00:00:00+01:00,2012-10-24T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CHF,long,2012-10-25T00:00:00+01:00,2012-10-25T00:00:00+01:00,2012-10-26T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CHF,long,2012-10-30T00:00:00+00:00,2012-11-02T00:00:00+00:00,2012-11-05T00:00:00+00:00,4,False,2012,2009-2018,reversal
JPY/CHF,long,2012-11-30T00:00:00+00:00,2012-12-03T00:00:00+00:00,2012-12-05T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/CHF,short,2012-12-07T00:00:00+00:00,2012-12-07T00:00:00+00:00,2012-12-10T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/CHF,long,2012-12-18T00:00:00+00:00,2012-12-19T00:00:00+00:00,2012-12-20T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/CHF,long,2012-12-25T00:00:00+00:00,2012-12-25T00:00:00+00:00,2012-12-26T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/CAD,long,2012-03-30T00:00:00+01:00,2012-04-03T00:00:00+01:00,2012-04-04T00:00:00+01:00,3,False,2012,2009-2018,reversal
JPY/CAD,short,2012-04-17T00:00:00+01:00,2012-04-17T00:00:00+01:00,2012-04-18T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CAD,long,2012-04-25T00:00:00+01:00,2012-05-04T00:00:00+01:00,2012-05-07T00:00:00+01:00,8,False,2012,2009-2018,reversal
JPY/CAD,long,2012-05-15T00:00:00+01:00,2012-05-15T00:00:00+01:00,2012-05-16T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CAD,long,2012-06-01T00:00:00+01:00,2012-06-06T00:00:00+01:00,2012-06-07T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/CAD,short,2012-06-15T00:00:00+01:00,2012-06-20T00:00:00+01:00,2012-06-21T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/CAD,long,2012-07-23T00:00:00+01:00,2012-07-23T00:00:00+01:00,2012-07-24T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CAD,long,2012-07-26T00:00:00+01:00,2012-07-26T00:00:00+01:00,2012-07-27T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CAD,long,2012-08-20T00:00:00+01:00,2012-08-20T00:00:00+01:00,2012-08-21T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/CAD,short,2012-10-16T00:00:00+01:00,2012-10-17T00:00:00+01:00,2012-10-18T00:00:00+01:00,2,False,2012,2009-2018,reversal
JPY/CAD,short,2012-10-19T00:00:00+01:00,2012-10-23T00:00:00+01:00,2012-10-24T00:00:00+01:00,3,False,2012,2009-2018,reversal
JPY/CAD,short,2012-10-25T00:00:00+01:00,2012-11-06T00:00:00+00:00,2012-11-07T00:00:00+00:00,9,False,2012,2009-2018,reversal
JPY/CAD,short,2012-11-08T00:00:00+00:00,2012-11-19T00:00:00+00:00,2012-11-20T00:00:00+00:00,8,False,2012,2009-2018,reversal
JPY/CAD,short,2012-11-27T00:00:00+00:00,2012-11-27T00:00:00+00:00,2012-11-28T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/CAD,long,2012-12-07T00:00:00+00:00,2012-12-07T00:00:00+00:00,2012-12-10T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/CAD,short,2012-12-12T00:00:00+00:00,2012-12-12T00:00:00+00:00,2012-12-13T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/CAD,short,2012-12-21T00:00:00+00:00,2012-12-21T00:00:00+00:00,2012-12-24T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/CAD,short,2012-12-31T00:00:00+00:00,2012-12-31T00:00:00+00:00,2013-01-01T00:00:00+00:00,1,True,2012,2009-2018,reversal
JPY/NZD,short,2012-03-29T00:00:00+01:00,2012-03-29T00:00:00+01:00,2012-03-30T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NZD,short,2012-04-02T00:00:00+01:00,2012-04-02T00:00:00+01:00,2012-04-03T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NZD,short,2012-04-04T00:00:00+01:00,2012-04-04T00:00:00+01:00,2012-04-05T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NZD,long,2012-04-10T00:00:00+01:00,2012-04-10T00:00:00+01:00,2012-04-11T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NZD,long,2012-04-13T00:00:00+01:00,2012-04-16T00:00:00+01:00,2012-04-17T00:00:00+01:00,2,False,2012,2009-2018,reversal
JPY/NZD,short,2012-04-19T00:00:00+01:00,2012-04-24T00:00:00+01:00,2012-04-25T00:00:00+01:00,4,False,2012,2009-2018,reversal
JPY/NZD,short,2012-05-03T00:00:00+01:00,2012-06-05T00:00:00+01:00,2012-06-06T00:00:00+01:00,24,False,2012,2009-2018,reversal
JPY/NZD,long,2012-06-12T00:00:00+01:00,2012-07-20T00:00:00+01:00,2012-07-23T00:00:00+01:00,29,False,2012,2009-2018,reversal
JPY/NZD,long,2012-07-30T00:00:00+01:00,2012-07-30T00:00:00+01:00,2012-07-31T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NZD,short,2012-08-31T00:00:00+01:00,2012-09-11T00:00:00+01:00,2012-09-12T00:00:00+01:00,8,False,2012,2009-2018,reversal
JPY/NZD,long,2012-10-01T00:00:00+01:00,2012-10-11T00:00:00+01:00,2012-10-12T00:00:00+01:00,9,False,2012,2009-2018,reversal
JPY/NZD,short,2012-10-18T00:00:00+01:00,2012-10-18T00:00:00+01:00,2012-10-19T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NZD,short,2012-10-24T00:00:00+01:00,2012-10-24T00:00:00+01:00,2012-10-25T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NZD,long,2012-10-29T00:00:00+00:00,2012-10-30T00:00:00+00:00,2012-10-31T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/NZD,long,2012-11-06T00:00:00+00:00,2012-11-07T00:00:00+00:00,2012-11-08T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/NZD,long,2012-11-13T00:00:00+00:00,2012-11-13T00:00:00+00:00,2012-11-14T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/NZD,long,2012-11-20T00:00:00+00:00,2012-11-20T00:00:00+00:00,2012-11-21T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/NZD,long,2012-11-23T00:00:00+00:00,2012-11-26T00:00:00+00:00,2012-11-27T00:00:00+00:00,2,False,2012,2009-2018,reversal
JPY/NZD,short,2012-12-03T00:00:00+00:00,2012-12-03T00:00:00+00:00,2012-12-05T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/NZD,long,2012-12-06T00:00:00+00:00,2012-12-06T00:00:00+00:00,2012-12-07T00:00:00+00:00,1,False,2012,2009-2018,reversal
JPY/NZD,long,2012-12-12T00:00:00+00:00,2012-12-17T00:00:00+00:00,2012-12-18T00:00:00+00:00,4,False,2012,2009-2018,reversal
JPY/NOK,short,2012-03-30T00:00:00+01:00,2012-03-30T00:00:00+01:00,2012-04-02T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NOK,short,2012-04-03T00:00:00+01:00,2012-04-03T00:00:00+01:00,2012-04-04T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NOK,short,2012-04-05T00:00:00+01:00,2012-04-16T00:00:00+01:00,2012-04-17T00:00:00+01:00,8,False,2012,2009-2018,reversal
JPY/NOK,long,2012-04-24T00:00:00+01:00,2012-04-24T00:00:00+01:00,2012-04-25T00:00:00+01:00,1,False,2012,2009-2018,reversal
JPY/NOK,short,2012-04-30T00:00:00+01:00,2012-04-30T00:00:00+01:00,2012-05-01T00:00:00+01:00,1,False,2012,2009-2018,reversal
