fold,era,policy,side,duration_decisions,right_censored,spells
2023,2019-2025,supervised,short,4,False,4
2023,2019-2025,supervised,short,3,False,16
2023,2019-2025,supervised,short,6,False,1
2023,2019-2025,supervised,long,1,True,1
2023,2019-2025,supervised,short,1,True,2
2023,2019-2025,supervised,long,5,False,1
2023,2019-2025,supervised,long,3,True,1
2023,2019-2025,supervised,short,5,False,1
2023,2019-2025,reversal,short,2,False,6
2023,2019-2025,reversal,short,9,False,2
2023,2019-2025,reversal,short,1,False,26
2023,2019-2025,reversal,short,3,False,7
2023,2019-2025,reversal,long,2,False,13
2023,2019-2025,reversal,long,10,False,2
2023,2019-2025,reversal,long,5,False,3
2023,2019-2025,reversal,short,17,False,1
2023,2019-2025,reversal,long,26,False,1
2023,2019-2025,reversal,long,3,False,7
2023,2019-2025,reversal,long,4,False,7
2023,2019-2025,reversal,short,30,True,1
2023,2019-2025,reversal,long,1,False,27
2023,2019-2025,reversal,long,6,False,4
2023,2019-2025,reversal,short,14,False,3
2023,2019-2025,reversal,long,11,False,4
2023,2019-2025,reversal,short,23,False,1
2023,2019-2025,reversal,short,1,True,1
2023,2019-2025,reversal,short,11,False,3
2023,2019-2025,reversal,short,8,False,1
2023,2019-2025,reversal,long,9,False,1
2023,2019-2025,reversal,long,16,False,1
2023,2019-2025,reversal,long,7,False,2
2023,2019-2025,reversal,short,15,False,1
2023,2019-2025,reversal,long,14,False,2
2023,2019-2025,reversal,short,7,False,3
2023,2019-2025,reversal,short,5,False,2
2023,2019-2025,reversal,short,6,False,1
2023,2019-2025,reversal,short,10,False,1
2023,2019-2025,reversal,long,12,False,1
2023,2019-2025,reversal,short,28,False,1
2023,2019-2025,reversal,long,33,False,1
2023,2019-2025,reversal,short,20,False,1
2023,2019-2025,reversal,short,24,False,1
2023,2019-2025,reversal,long,11,True,1
2023,2019-2025,reversal,short,29,False,1
2023,2019-2025,reversal,long,15,False,1
2023,2019-2025,reversal,long,23,False,1
2023,2019-2025,reversal,long,2,True,1
2024,2019-2025,supervised,short,2,False,58
2024,2019-2025,supervised,long,1,False,238
2024,2019-2025,supervised,short,1,False,231
2024,2019-2025,supervised,long,2,False,51
2024,2019-2025,supervised,long,3,False,14
2024,2019-2025,supervised,short,3,False,13
2024,2019-2025,supervised,long,4,False,3
2024,2019-2025,supervised,long,1,True,2
2024,2019-2025,supervised,short,4,False,2
2024,2019-2025,supervised,short,1,True,2
2024,2019-2025,reversal,long,4,False,5
2024,2019-2025,reversal,long,1,False,33
2024,2019-2025,reversal,long,18,False,1
2024,2019-2025,reversal,long,2,False,12
2024,2019-2025,reversal,short,11,False,3
2024,2019-2025,reversal,short,6,False,2
2024,2019-2025,reversal,short,1,False,39
2024,2019-2025,reversal,short,28,False,1
2024,2019-2025,reversal,long,3,False,6
2024,2019-2025,reversal,long,44,False,1
2024,2019-2025,reversal,long,7,False,1
2024,2019-2025,reversal,short,12,False,1
2024,2019-2025,reversal,long,6,False,6
2024,2019-2025,reversal,long,8,False,2
2024,2019-2025,reversal,short,4,False,3
2024,2019-2025,reversal,short,2,False,15
2024,2019-2025,reversal,short,9,False,1
2024,2019-2025,reversal,short,5,False,8
2024,2019-2025,reversal,long,17,False,1
2024,2019-2025,reversal,long,1,True,2
2024,2019-2025,reversal,long,20,False,2
2024,2019-2025,reversal,long,10,False,2
2024,2019-2025,reversal,short,13,False,1
2024,2019-2025,reversal,long,14,False,2
2024,2019-2025,reversal,short,3,False,9
2024,2019-2025,reversal,short,17,True,1
2024,2019-2025,reversal,short,10,False,2
2024,2019-2025,reversal,long,13,False,1
2024,2019-2025,reversal,long,21,False,1
2024,2019-2025,reversal,long,5,False,3
2024,2019-2025,reversal,short,16,False,1
2024,2019-2025,reversal,short,8,False,2
2024,2019-2025,reversal,long,12,False,2
2024,2019-2025,reversal,short,8,True,1
2024,2019-2025,reversal,short,35,False,1
2024,2019-2025,reversal,short,7,False,1
2024,2019-2025,reversal,short,22,False,1
2025,2019-2025,supervised,short,1,False,255
2025,2019-2025,supervised,long,1,False,223
2025,2019-2025,supervised,short,4,False,4
2025,2019-2025,supervised,short,2,False,42
2025,2019-2025,supervised,long,2,False,54
2025,2019-2025,supervised,long,5,False,1
2025,2019-2025,supervised,long,3,False,11
2025,2019-2025,supervised,long,4,False,2
2025,2019-2025,supervised,short,3,False,8
2025,2019-2025,supervised,short,5,False,1
2025,2019-2025,supervised,short,1,True,2
2025,2019-2025,supervised,long,1,True,1
2025,2019-2025,supervised,long,6,False,1
2025,2019-2025,supervised,long,2,True,1
2025,2019-2025,reversal,short,4,False,9
2025,2019-2025,reversal,short,24,False,3
2025,2019-2025,reversal,short,1,False,42
2025,2019-2025,reversal,short,2,False,15
2025,2019-2025,reversal,long,11,False,1
2025,2019-2025,reversal,long,1,False,31
2025,2019-2025,reversal,long,2,False,11
2025,2019-2025,reversal,short,3,False,13
2025,2019-2025,reversal,short,5,False,2
2025,2019-2025,reversal,long,10,False,2
2025,2019-2025,reversal,long,9,False,1
2025,2019-2025,reversal,long,8,False,2
2025,2019-2025,reversal,short,10,False,2
2025,2019-2025,reversal,short,7,True,1
2025,2019-2025,reversal,long,5,False,9
2025,2019-2025,reversal,long,4,False,9
2025,2019-2025,reversal,long,25,False,2
2025,2019-2025,reversal,short,7,False,2
2025,2019-2025,reversal,long,3,False,7
2025,2019-2025,reversal,short,11,False,3
2025,2019-2025,reversal,short,12,False,1
2025,2019-2025,reversal,long,6,False,3
2025,2019-2025,reversal,long,2,True,1
2025,2019-2025,reversal,long,24,False,1
2025,2019-2025,reversal,short,6,False,1
2025,2019-2025,reversal,long,27,False,1
2025,2019-2025,reversal,short,9,False,4
2025,2019-2025,reversal,short,13,False,1
2025,2019-2025,reversal,short,15,False,1
2025,2019-2025,reversal,long,7,False,1
2025,2019-2025,reversal,long,22,False,1
2025,2019-2025,reversal,short,1,True,1
2025,2019-2025,reversal,long,18,False,1
2025,2019-2025,reversal,long,7,True,1
