fold,era,policy,state,pair_observations,traded_notional_jpy,spread_jpy,commission_jpy,trading_cost_jpy,overnight_jpy,cost_jpy,cost_share,trading_cost_share_of_total,overnight_share_of_total,share_of_trading_cost,notional_share,mean_price_simple_contribution,mean_carry_simple_contribution,mean_gross_simple_contribution,mean_net_simple_contribution
2016,2009-2018,reversal,entry,130,103435373.14991191,3712.9941115093743,0.0,3712.9941115093743,2899.181745914363,6612.175857423739,0.2637132230501221,0.14808523932601028,0.11562798372411177,0.4841888885526585,0.4819834389126923,-0.00069973565421454,-4.44263464560876e-07,-0.0007001799176791007,-0.000751287610748357
2016,2009-2018,reversal,exit,130,103360623.86656073,3691.372877740795,0.0,3691.372877740795,0.0,3691.372877740795,0.14722292027001746,0.14722292027001746,0.0,0.4813693954877234,0.4816351256079813,0.0,0.0,0.0,-2.8547215603420347e-05
2016,2009-2018,reversal,reversal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016,2009-2018,reversal,retained,654,4607586.376909651,172.11570134710854,0.0,172.11570134710854,14441.692827617608,14613.808528964719,0.5828421129912602,0.006864485657745792,0.5759776273335143,0.022444557582085835,0.021470221060753983,0.00018731665832320547,-1.2264849218575167e-05,0.00017505180910463037,0.00015241848103297507
2016,2009-2018,reversal,inactive,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2009-2018,supervised,initial_entry,4,3200000.047683716,156.00000232458115,0.0,156.00000232458115,64.00000095367432,220.00000327825546,0.004368224728290673,0.0030974684436970226,0.0012707562845936504,0.004656875986043668,0.003493175415309091,-0.0018169534622315365,-1.1590775220322786e-05,-0.0018285442374518595,-0.0018835442382714234
2017,2009-2018,supervised,entry,429,326478620.66968715,11894.313787821213,0.0,11894.313787821213,9497.070252119189,21391.384039940403,0.42473805156013755,0.23616834018085986,0.18856971137927767,0.35506630399738637,0.35638971073543374,-0.00013772670648665316,-3.0726296813980005e-06,-0.00014079933616805112,-0.00019323290338293868
2017,2009-2018,supervised,exit,429,326395644.9223001,11954.99103542856,0.0,11954.99103542856,0.0,11954.99103542856,0.237373121314921,0.237373121314921,0.0,0.3568776271580999,0.35629913297402116,0.0,0.0,0.0,-2.9296871031619172e-05
2017,2009-2018,supervised,reversal,170,259035321.57386252,9458.714943956651,0.0,9458.714943956651,3662.230690020301,13120.945633976953,0.2605238105583276,0.18780814500164042,0.07271566555668711,0.28235937067292843,0.2827674386047184,0.00012092072294983029,1.9845398964261733e-06,0.00012290526284625635,4.191510330021114e-05
2017,2009-2018,supervised,retained,177,962372.3163220551,34.83285014413272,0.0,34.83285014413272,3641.556402388077,3676.3892525322094,0.0729967918383233,0.0006916259776778056,0.07230516586064552,0.0010398221855417841,0.0010505422705176586,0.0002559695628093677,-5.577928973824722e-06,0.00025039163383554295,0.00022848919229657367
2017,2009-2018,supervised,inactive,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2009-2018,reversal,initial_entry,4,3200000.047683716,148.00000220537186,0.0,148.00000220537186,64.00000095367432,212.00000315904617,0.008701902596206975,0.006074913133201096,0.0026269894630058794,0.0198600858792883,0.01571782713709272,0.0005008768264620654,2.317803154252612e-05,0.0005240548580045915,0.00047105485721483
2017,2009-2018,reversal,entry,129,98629077.19024596,3578.8429624703112,0.0,3578.8429624703112,3138.329362971521,6717.172325441832,0.27571782276852164,0.1468997283135587,0.12881809445496298,0.48024410489209535,0.48444836339592573,-0.0005816559502257116,1.0687580876011995e-05,-0.0005709683693496997,-0.0006254541582752963
2017,2009-2018,reversal,exit,129,98604460.00141239,3609.80727908727,0.0,3609.80727908727,0.0,3609.80727908727,0.1481707116302747,0.1481707116302747,0.0,0.48439919933833014,0.4843274481731378,0.0,0.0,0.0,-2.9296102728455766e-05
2017,2009-2018,reversal,reversal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2017,2009-2018,reversal,retained,647,3156947.6141267265,115.48279860813601,0.0,115.48279860813601,13708.02623514791,13823.509033756047,0.5674095630049968,0.004740188915334483,0.5626693740896622,0.015496609890286145,0.01550636129384383,8.657959657967103e-05,6.686646208714174e-06,9.326624278838526e-05,7.084377501455177e-05
2017,2009-2018,reversal,inactive,846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2009-2018,supervised,initial_entry,4,3200000.047683716,136.00000202655792,0.0,136.00000202655792,64.00000095367432,200.00000298023224,0.003927217587008979,0.002670507959166106,0.0012567096278428733,0.004032844644646732,0.003452321446057319,-0.00011736435934092974,-1.3323379413622503e-05,-0.00013068773875455231,-0.00018068773949961043
2018,2009-2018,supervised,entry,426,329374157.08380985,12081.87062023469,0.0,12081.87062023469,9310.594429640505,21392.465049875194,0.4200643186072778,0.2372406703836023,0.18282364822367547,0.3582669595741133,0.3553454529166554,0.00022709907245432046,-1.0349133585138693e-06,0.00022606415909580657,0.00017410641184270248
2018,2009-2018,supervised,exit,426,329435001.335157,12131.10064977355,0.0,12131.10064977355,0.0,12131.10064977355,0.23820735555826753,0.23820735555826753,0.0,0.35972679088310716,0.3554110947637382,0.0,0.0,0.0,-2.9465757180773674e-05
2018,2009-2018,supervised,reversal,171,264017599.6800056,9341.759693112886,0.0,9341.759693112886,3852.5743550819698,13194.334048194858,0.2590850997540423,0.18343561206861903,0.07564948768542323,0.2770137131511961,0.2848355024780763,-0.000388124639194433,-5.9197776964400585e-08,-0.00038818383697139736,-0.00046803812059956174
2018,2009-2018,supervised,retained,191,885783.945343003,32.363775703954595,0.0,32.363775703954595,3976.378185869631,4008.7419615735857,0.07871600849340336,0.0006354979361632648,0.0780805105572401,0.0009596917469365469,0.0009556283954728127,-7.635702439683881e-05,-9.296941404792986e-06,-8.56539658016318e-05,-0.00010735783350146034
2018,2009-2018,supervised,inactive,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2009-2018,reversal,initial_entry,4,3200000.047683716,112.00000166893005,0.0,112.00000166893005,64.00000095367432,176.00000262260437,0.007295761625025344,0.004642757397743401,0.0026530042272819433,0.015122317908642841,0.015989851808308555,0.000659082214497144,-1.921680642305687e-05,0.0006398654080740869,0.000595865407418436
2018,2009-2018,reversal,entry,129,96985733.52677074,3598.1244457327775,0.0,3598.1244457327775,2899.068927831636,6497.1933735644125,0.26932939419815766,0.1491537378526792,0.12017565634547851,0.4858212583252561,0.48462108859519765,-0.00016640229961430674,4.0103782453708195e-06,-0.00016239192136893594,-0.00021600432526859822
2018,2009-2018,reversal,exit,129,96996632.99189761,3581.928333505023,0.0,3581.928333505023,0.0,3581.928333505023,0.1484823573282185,0.1484823573282185,0.0,0.4836344480186264,0.48467555135443874,0.0,0.0,0.0,-2.9552394990023166e-05
2018,2009-2018,reversal,reversal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2018,2009-2018,reversal,retained,659,2944569.320630367,114.2193491692293,0.0,114.2193491692293,13754.25448446118,13868.47383363041,0.5748924868485985,0.004734756432311595,0.5701577304162868,0.015421975747474708,0.014713508242055194,-0.00013167061957104593,-2.555136955607277e-06,-0.00013422575652665325,-0.00015663055232708324
2018,2009-2018,reversal,inactive,861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2019-2025,supervised,initial_entry,4,3200000.047683716,108.00000160932541,0.0,108.00000160932541,189.33333615461987,297.3333377639453,0.00595470665203383,0.0021629203534293284,0.0037917862986045024,0.003222215353803373,0.0035784261451816206,0.0016419769880523535,-2.745330585405093e-05,0.0016145236821983025,0.0015401903477573163
2019,2019-2025,supervised,entry,420,309709672.90819454,11508.961169802264,0.0,11508.961169802264,8650.022528642865,20158.983698445132,0.4037247731119674,0.2304904258338799,0.17323434727808742,0.34337361884318324,0.34633536701117934,-0.00020211947106680192,-5.142798642030982e-06,-0.00020726226970883285,-0.0002593321117545753
2019,2019-2025,supervised,exit,420,309877305.85362643,11508.108066630954,0.0,11508.108066630954,0.0,11508.108066630954,0.2304733407025345,0.2304733407025345,0.0,0.34334816623118314,0.34652282391923833,0.0,0.0,0.0,-2.9740991145173692e-05
2019,2019-2025,supervised,reversal,183,270773781.28991586,10366.89625662384,0.0,10366.89625662384,4044.155836793513,14411.052093417355,0.28861071687698303,0.20761824612237686,0.08099247075460617,0.3092997388112604,0.30279498873722954,0.00020347380377807792,5.3822865209828466e-06,0.00020885609029906095,0.00012381197750447305
2019,2019-2025,supervised,retained,181,687134.8843956433,25.34782886631501,0.0,25.34782886631501,3531.6662189900753,3557.014047856391,0.07123646265648131,0.0005076419829003246,0.07072882067358098,0.0007562607605699158,0.0007683941871711969,-0.00013530856724857296,-2.8288823321442438e-06,-0.0001381374495807172,-0.00015950619191555996
2019,2019-2025,supervised,inactive,565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2019-2025,reversal,initial_entry,4,3200000.047683716,136.00000202655792,0.0,136.00000202655792,189.33333615461987,325.3333381811778,0.012509980216260862,0.005229581893682819,0.007280398322578043,0.015347849851936914,0.012973969144011142,0.002253024748200711,7.716408650629977e-05,0.0023301888347070114,0.0022488555001617164
2019,2019-2025,reversal,entry,156,120492941.49007833,4308.338974686114,0.0,4308.338974686114,3565.8424510810837,7874.181425767199,0.30278438233937954,0.16566772910390629,0.13711665323547323,0.4862039610986016,0.4885224005215165,-0.00012061394295837777,1.0229089117867107e-06,-0.00011959103404659096,-0.00017190300063806596
2019,2019-2025,reversal,exit,156,120278844.06961216,4317.802310208149,0.0,4317.802310208149,0.0,4317.802310208149,0.16603162092274767,0.16603162092274767,0.0,0.4872719158818841,0.48765437136978224,0.0,0.0,0.0,-2.8669327945420595e-05
2019,2019-2025,reversal,reversal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019,2019-2025,reversal,retained,628,2675945.1035358068,99.03492594098014,0.0,99.03492594098014,13389.5514911246,13488.586417065577,0.5186740165216118,0.003808170939894777,0.5148658455817172,0.011176273167577135,0.010849258964690085,-1.221373345201873e-05,1.1423848741636983e-06,-1.1071348577855014e-05,-3.337894492355914e-05
2019,2019-2025,reversal,inactive,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2019-2025,supervised,initial_entry,4,3200000.047683716,144.0000021457672,0.0,144.0000021457672,64.00000095367432,208.00000309944153,0.0040352052654032125,0.002793603645279147,0.0012416016201240653,0.004310429340859077,0.0035505990791381632,-0.0016953917232867455,1.513092166408068e-07,-0.0016952404140701048,-0.0017472404148449652
2020,2019-2025,supervised,entry,383,313437642.3843976,11439.957354794697,0.0,11439.957354794697,8557.920566199165,19997.877920993862,0.3879593321212875,0.2219354589720182,0.16602387314926936,0.34243838267701804,0.3477785586980954,0.0001470742952968484,-2.36061501247947e-07,0.00014683823379560033,9.580951240858134e-05
2020,2019-2025,supervised,exit,383,313491630.98531544,11470.3258570248,0.0,11470.3258570248,0.0,11470.3258570248,0.22252460867526477,0.22252460867526477,0.0,0.3433474193513236,0.34783846240867233,0.0,0.0,0.0,-2.925697194331762e-05
2020,2019-2025,supervised,reversal,165,269563293.33031154,10290.92074664179,0.0,10290.92074664179,3843.6646706425768,14134.585417284366,0.2742113108183433,0.19964412001880208,0.07456719079954126,0.30804365326243194,0.29909723962687096,-0.000526202681313817,-1.032230643533042e-06,-0.00052723491195735,-0.0006111928308439781
2020,2019-2025,supervised,retained,244,1563806.151608652,62.14151673875726,0.0,62.14151673875726,5673.3945443886405,5735.536061127397,0.11126954311970111,0.001205546979845446,0.11006399613985568,0.0018601153683670151,0.0017351401872232322,0.0003933545149374638,-3.5478383966679063e-06,0.00038980667654079607,0.0003668625896821527
2020,2019-2025,supervised,inactive,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2019-2025,reversal,initial_entry,4,3200000.047683716,120.00000178813934,0.0,120.00000178813934,64.00000095367432,184.00000274181366,0.0064609966200539146,0.004213693447861248,0.002247303172192666,0.01191501517336778,0.012448944337805096,0.0023175471844419163,2.1759623640103842e-05,0.0023393068080820203,0.002293306807396567
2020,2019-2025,reversal,entry,147,122634465.81340834,4828.340705773956,0.0,4828.340705773956,3489.0705719284592,8317.411277702415,0.29205850734817174,0.1695428941066263,0.12251561324154549,0.4794145992852156,0.4770842550182602,0.0006794652072965218,-3.3931188698102488e-06,0.0006760720884267115,0.0006218362599541359
2020,2019-2025,reversal,exit,147,122301587.55113399,4829.764689228286,0.0,4829.764689228286,0.0,4829.764689228286,0.169592896020476,0.169592896020476,0.0,0.47955598915365016,0.4757892603630825,0.0,0.0,0.0,-3.1470431943853896e-05
2020,2019-2025,reversal,reversal,3,4974780.075700391,148.64859920962013,0.0,148.64859920962013,49.6765578881203,198.32515709774043,0.006964011687968153,0.005219663493248696,0.0017443481947194573,0.01475958573908578,0.019353362291367426,0.006088075343280407,2.755625341958535e-06,0.006090830968622366,0.006026715923506096
2020,2019-2025,reversal,retained,642,3939078.6050949083,144.57197732826796,0.0,144.57197732826796,14804.505908109395,14949.077885437662,0.5249235883233303,0.005076516537791239,0.5198470717855391,0.014354810648680782,0.015324177989484909,-7.1612470196093484e-06,-1.7962610612376276e-06,-8.957508080846874e-06,-3.1409002392710796e-05
2020,2019-2025,reversal,inactive,848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2019-2025,supervised,initial_entry,4,3200000.047683716,96.00000143051147,0.0,96.00000143051147,64.00000095367432,160.0000023841858,0.0033340057430847293,0.0020004034458508376,0.0013336022972338917,0.0030208310060916,0.0037458242728194025,-0.0011267141200124629,-1.2945482886577608e-06,-0.0011280086683011204,-0.0011680086688971671
2021,2019-2025,supervised,entry,411,302127838.47711873,11261.039833061252,0.0,11261.039833061252,8248.878767789416,19509.918600850666,0.4065386230818006,0.23465231823173371,0.17188630485006695,0.35435101855875845,0.35366180437441946,8.249993717580832e-05,-9.10083601771207e-07,8.158985357403712e-05,2.9964548668507146e-05
2021,2019-2025,supervised,exit,411,302209840.35119784,11223.196679341687,0.0,11223.196679341687,0.0,11223.196679341687,0.23386376016949997,0.23386376016949997,0.0,0.35316020845020757,0.35375779331372104,0.0,0.0,0.0,-2.9686405139361505e-05
2021,2019-2025,supervised,reversal,166,245832471.92282987,9163.12443506507,0.0,9163.12443506507,3640.6368912657636,12803.761326330836,0.26679883224359485,0.19093693147423652,0.07586190076935828,0.28833593743387786,0.287764133329396,-0.00012839354157397135,-6.228232931622055e-07,-0.0001290163648671336,-0.00021239889374433013
2021,2019-2025,supervised,retained,207,914464.4469202174,35.97435219063736,0.0,35.97435219063736,4257.469006422085,4293.443358612722,0.08946477876201968,0.0007496168438756991,0.08871516191814399,0.001132004551064491,0.0010704447096441686,-0.00012994812565426643,2.2078732839836256e-07,-0.00012972733832586795,-0.00015225743201799287
2021,2019-2025,supervised,inactive,574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2019-2025,reversal,initial_entry,4,3200000.047683716,120.00000178813934,0.0,120.00000178813934,64.00000095367432,184.00000274181366,0.006030578652096792,0.00393298607745443,0.0020975925746423625,0.010677601615084614,0.010847560326143174,-0.0011773834758350846,-9.300730369743636e-08,-0.0011774764831387822,-0.0012234764838242357
2021,2019-2025,reversal,entry,164,143395423.30899358,5451.573215962066,0.0,5451.573215962066,4194.462092934125,9646.035308896191,0.31614768339338706,0.17867467699255882,0.13747300640082827,0.4850810509009672,0.48609077551829083,0.0005839745190650138,1.0519841897771063e-06,0.000585026503254791,0.0005311687788750126
2021,2019-2025,reversal,exit,164,143090499.0262882,5420.6124843798425,0.0,5420.6124843798425,0.0,5420.6124843798425,0.1776599426221738,0.1776599426221738,0.0,0.4823261646291303,0.4850571241113333,0.0,0.0,0.0,-3.0271710364378653e-05
2021,2019-2025,reversal,reversal,1,1756914.5241720765,105.4148714503246,0.0,105.4148714503246,52.97551813312019,158.3903895834448,0.005191226564596959,0.003454960129940208,0.0017362664346567507,0.009379816540662533,0.005955698751513714,-0.00015029053199824876,-2.399549164166792e-05,-0.0001742860236399167,-0.0003178002181436939
2021,2019-2025,reversal,retained,619,3554374.5830398295,140.87845139197543,0.0,140.87845139197543,14961.252084409287,15102.130535801263,0.49497056876774526,0.00461727483068041,0.49035329393706484,0.012535366314154955,0.012048841292719069,9.295680429420053e-05,1.3883479057421092e-06,9.434515219994265e-05,7.208590740642132e-05
2021,2019-2025,reversal,inactive,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2019-2025,supervised,initial_entry,4,3200000.047683716,116.0000017285347,0.0,116.0000017285347,64.00000095367432,180.00000268220901,0.003611177254721445,0.0023272031197093756,0.0012839741350120692,0.0035052058796410795,0.003576172589671724,-0.003749688678091122,2.9784767495667665e-06,-0.0037467102013415553,-0.003791710202012107
2022,2019-2025,supervised,entry,393,300143234.9743414,11117.849315326697,0.0,11117.849315326697,8571.714684242343,19689.563999569044,0.39501391450620027,0.22304735539260295,0.17196655911359723,0.3359512948995105,0.33542624809258414,3.232335536875685e-05,5.3795560222787425e-06,3.770291139103565e-05,-1.4758497363558673e-05
2022,2019-2025,supervised,exit,393,300140213.0593463,11091.462170789375,0.0,11091.462170789375,0.0,11091.462170789375,0.22251797397732342,0.22251797397732342,0.0,0.3351539468581233,0.3354228709396427,0.0,0.0,0.0,-2.9554263063508506e-05
2022,2019-2025,supervised,reversal,190,289867374.6815993,10715.068299476141,0.0,10715.068299476141,4192.23530464372,14907.303604119861,0.299071749456954,0.21496672416260748,0.08410502529434652,0.32378034348632717,0.32394242016551894,-0.0003007361002142459,-5.074546445350888e-06,-0.0003058106466595967,-0.00038791628988231035
2022,2019-2025,supervised,retained,197,1460590.1217358802,53.25457016032544,0.0,53.25457016032544,3923.657241656152,3976.911811816477,0.07978518480480094,0.0010683982755959284,0.07871678652920504,0.0016092088763979117,0.0016322882125823668,0.0002913999139863363,-4.217507722182012e-06,0.00028718240626415413,0.0002660253711159881
2022,2019-2025,supervised,inactive,587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2019-2025,reversal,initial_entry,4,3200000.047683716,116.0000017285347,0.0,116.0000017285347,64.00000095367432,180.00000268220901,0.006766925559371868,0.004360907582706315,0.0024060179766655534,0.013471507212865448,0.013625386761423894,0.003912291366000671,-6.442576890577911e-06,0.0039058487891100923,0.0038608487884395407
2022,2019-2025,reversal,entry,138,113141899.05923074,4139.378048704159,0.0,4139.378048704159,3477.2961002535258,7616.674148957683,0.2863414789331168,0.15561590389047023,0.13072557504264662,0.4807212104219973,0.48175065957260615,0.0008370447068535523,1.0286172716796258e-06,0.000838073324125232,0.0007842134199410143
2022,2019-2025,reversal,exit,138,113006776.20408404,4152.693410382341,0.0,4152.693410382341,0.0,4152.693410382341,0.1561164820011909,0.1561164820011909,0.0,0.4822675723893819,0.4811753154681539,0.0,0.0,0.0,-2.9355972773879192e-05
2022,2019-2025,reversal,reversal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2022,2019-2025,reversal,retained,642,5507046.857823571,202.6949438344268,0.0,202.6949438344268,14447.905397280327,14650.600341114754,0.5507751135063204,0.007620119865277076,0.5431549936410432,0.023539709975755448,0.023448638197816295,-6.882460653297196e-05,5.640888263412212e-06,-6.318371826955966e-05,-8.542777074445961e-05
2022,2019-2025,reversal,inactive,842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2019-2025,supervised,initial_entry,4,3200000.047683716,152.0000022649765,0.0,152.0000022649765,64.00000095367432,216.00000321865082,0.004005183617414715,0.0028184625455881323,0.0011867210718265822,0.004263780579564138,0.003363977529193122,0.0012167293965937465,1.1825222206466983e-05,0.0012285546188002137,0.0011745546179955507
2023,2019-2025,supervised,entry,428,353361665.0000249,13182.048755760932,0.0,13182.048755760932,9974.363910457749,23156.41266621868,0.4293781632722929,0.24442835617502862,0.18494980709726433,0.3697721226720783,0.3714689634454159,0.0001450205835069287,2.865455083288573e-07,0.0001453071290152576,9.287566405951307e-05
2023,2019-2025,supervised,exit,428,353149220.53829277,13178.785464579212,0.0,13178.785464579212,0.0,13178.785464579212,0.24436784654454194,0.24436784654454194,0.0,0.3696805834789287,0.3712456327001599,0.0,0.0,0.0,-2.9846025891156757e-05
2023,2019-2025,supervised,reversal,146,240264063.9388051,9090.452709925572,0.0,9090.452709925572,3460.49742327651,12550.95013320208,0.23272619957141497,0.16855986910250803,0.06416633046890693,0.2549979943846209,0.2525759062871881,0.0001294320449603441,-1.1003496843790769e-05,0.00011842854811655331,3.4931769568155e-05
2023,2019-2025,supervised,retained,210,1279932.5050572692,45.82760997106391,0.0,45.82760997106391,4782.136659841895,4827.964269812959,0.0895226069943354,0.0008497592127143435,0.08867284778162106,0.0012855188848078427,0.0013455200380428501,2.592132709540903e-05,-4.492908354680997e-06,2.1428418740728156e-05,-8.884296208088158e-07
2023,2019-2025,supervised,inactive,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2019-2025,reversal,initial_entry,4,3200000.047683716,116.0000017285347,0.0,116.0000017285347,64.00000095367432,180.00000268220901,0.00712272975700572,0.004590203621181464,0.0025325261358242557,0.014523034208965047,0.01420195378459402,-0.0008861138913107019,3.226524547656812e-06,-0.0008828873667630446,-0.0009278873674335975
2023,2019-2025,reversal,entry,140,109476122.0035708,3879.5702668919935,0.0,3879.5702668919935,3284.0368304995945,7163.607097391588,0.2834690926653615,0.15351738984789165,0.1299517028174699,0.4857166453670518,0.4858671256385434,-0.00047331481540467023,-4.432379956161701e-06,-0.0004777471953608319,-0.0005301281485223212
2023,2019-2025,reversal,exit,140,109169062.52189037,3854.986127794152,0.0,3854.986127794152,0.0,3854.986127794152,0.15254457775626232,0.15254457775626232,0.0,0.4826387463343306,0.4845043617313668,0.0,0.0,0.0,-2.8170572123157697e-05
2023,2019-2025,reversal,reversal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2023,2019-2025,reversal,retained,644,3475929.424212889,136.75534984066394,0.0,136.75534984066394,13935.861874318718,14072.617224159381,0.5568635998213705,0.00541150769569461,0.5514520921256759,0.017121574089652675,0.015426558845495719,7.929645267940735e-05,1.0887686983791903e-05,9.018413966319928e-05,6.775379512066356e-05
2023,2019-2025,reversal,inactive,845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2019-2025,supervised,initial_entry,4,3200000.047683716,88.00000131130219,0.0,88.00000131130219,64.00000095367432,152.0000022649765,0.00292376977110484,0.0016927088148501704,0.0012310609562546694,0.0025230056096519115,0.00339169851976919,0.00046057783581959885,-3.6919044017361787e-06,0.00045688593141786273,0.00041888593085161863
2024,2019-2025,supervised,entry,432,332188606.8782906,12266.252403016495,0.0,12266.252403016495,9052.237820861108,21318.490223877605,0.4100681339037678,0.23594537793599335,0.17412275596777438,0.3516798086483904,0.35208862170137306,0.0002158527316592137,-2.1553791347689866e-05,0.00019429894031152388,0.00014298566794195827
2024,2019-2025,supervised,exit,432,332346517.41644335,12245.025761567173,0.0,12245.025761567173,0.0,12245.025761567173,0.23553707654331693,0.23553707654331693,0.0,0.35107122984551903,0.352255991992163,0.0,0.0,0.0,-2.9487340703747337e-05
2024,2019-2025,supervised,reversal,178,274848006.10316765,10246.438088274752,0.0,10246.438088274752,3953.457481849603,14199.895570124358,0.27313963685605436,0.19709358879988575,0.07604604805616853,0.2937706862550689,0.29131298799085664,-0.0004834732756572432,2.9086726235766662e-05,-0.0004543865494214763,-0.000537018449776241
2024,2019-2025,supervised,retained,178,896966.3353869976,33.31888338717823,0.0,33.31888338717823,4038.947852455871,4072.2667358430494,0.07833138292575621,0.0006408996223866866,0.07769048330336951,0.0009552696413697885,0.0009506997958381174,-0.00022832079445289467,-5.29876249975037e-06,-0.00023361955695264496,-0.0002575448060805046
2024,2019-2025,supervised,inactive,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2019-2025,reversal,initial_entry,4,3200000.047683716,112.00000166893005,0.0,112.00000166893005,64.00000095367432,176.00000262260437,0.005931214638945217,0.003774409315692411,0.002156805323252806,0.00995364875353944,0.01092234365312084,-0.0014088713302604092,1.7173730893090679e-06,-0.0014071539571711,-0.001451153957826751
2024,2019-2025,reversal,entry,170,141444481.77320108,5446.522551800988,0.0,5446.522551800988,3756.6486597538856,9203.171211554873,0.3101476306891984,0.18354826027961824,0.1265993704095802,0.4840426035805814,0.4827828796073773,1.0577104179551722e-05,8.092264004509619e-06,1.866936818406126e-05,-3.3377691415029745e-05
2024,2019-2025,reversal,exit,170,141456225.39633986,5432.054111611782,0.0,5432.054111611782,0.0,5432.054111611782,0.18306067264908316,0.18306067264908316,0.0,0.4827567663528226,0.48282296332167207,0.0,0.0,0.0,-3.0692717578337046e-05
2024,2019-2025,reversal,reversal,2,3288338.3057293394,125.90527279047338,0.0,125.90527279047338,67.11047383916522,193.0157466296386,0.006504646618736016,0.004243018102088004,0.002261628516648011,0.011189436097326361,0.01122386265240672,-0.008278379052506014,-8.848004183552088e-05,-0.008366859094341535,-0.00845868295845182
2024,2019-2025,reversal,retained,616,3588372.9974182406,135.67337141616036,0.0,135.67337141616036,14533.603264824946,14669.276636241106,0.49435583540403705,0.004572203833338069,0.489783631570699,0.012057545215729987,0.012247950765422974,0.0002532000495776877,-2.4043244205728027e-06,0.000250795725157115,0.0002277768760742108
2024,2019-2025,reversal,inactive,820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2019-2025,supervised,initial_entry,4,3200000.047683716,84.00000125169754,0.0,84.00000125169754,64.00000095367432,148.00000220537186,0.0024527876587141,0.0013921227252161107,0.001060664933497989,0.0020629257632969037,0.0029554754144729464,0.0004169211175818926,-1.544311164988892e-05,0.0004014780059320036,0.00036447800538066065
2025,2019-2025,supervised,entry,442,396472537.4188789,14756.099656278653,0.0,14756.099656278653,11230.51024159436,25986.609897873015,0.4306732101319326,0.24455120667803582,0.18612200345389676,0.3623897344418033,0.36617650606079544,0.00010684175789840312,-6.898430478089275e-07,0.00010615191485059419,5.370395026815362e-05
2025,2019-2025,supervised,exit,442,396046002.72534436,14688.647371522296,0.0,14688.647371522296,0.0,14688.647371522296,0.24343332742710933,0.24343332742710933,0.0,0.36073319808533133,0.3657825645666153,0.0,0.0,0.0,-2.963807408303744e-05
2025,2019-2025,supervised,reversal,160,286184030.914288,11159.047173066214,0.0,11159.047173066214,3838.640696446262,14997.687869512476,0.2485550214015548,0.18493765392735795,0.06361736747419687,0.27405101862065223,0.26431557961824836,0.00047275496710635765,-1.4683687402354543e-06,0.0004712865983661222,0.00038759345325896317
